words,idf
ab,0.01167399258903086
abinde,0.01167399258903086
als,0.01167399258903086
also,2.8718021769015913
an,0.020051520884499408
anstatt,2.8718021769015913
ass,0.023847700549115076
az,2.8718021769015913
beste,2.8718021769015913
bi,0.01167399258903086
biecher,2.8718021769015913
bim,0.01167399258903086
bisch,0.01167399258903086
bissi,0.01167399258903086
blaü,0.01167399258903086
brava,0.020051520884499408
brenne,0.01167399258903086
brüche,0.01167399258903086
bureau,2.8718021769015913
büese,2.8718021769015913
danke,2.8718021769015913
das,0.015898467032743384
de,0.008856321123340026
denk,0.01167399258903086
denke,0.01167399258903086
denn,0.008856321123340026
dert,0.01167399258903086
di,2.466337068793427
die,0.01167399258903086
diner,2.8718021769015913
ding,2.8718021769015913
dir,2.8718021769015913
do,0.028832355906235476
doch,0.017712642246680052
domino,1.6190392084062235
dr,0.02334798517806172
drab,0.01167399258903086
druf,0.01167399258903086
drum,2.8718021769015913
duss,0.01167399258903086
dàr,0.01167399258903086
dü,2.1786549963416464
ebber,0.01167399258903086
eig,2.8718021769015913
eim,0.01167399258903086
em,0.04769540109823015
en,0.01167399258903086
er,0.06487280078902982
erkenne,0.020051520884499408
errothe,0.01167399258903086
eso,0.01167399258903086
excüsiere,0.01167399258903086
fallt,2.8718021769015913
fasenaacht,2.8718021769015913
finde,0.01167399258903086
fir,0.015898467032743384
fraü,2.1786549963416464
frejheite,2.8718021769015913
frinde,2.8718021769015913
fràü,2.8718021769015913
ganz,0.01167399258903086
ganze,0.01167399258903086
ganzi,2.8718021769015913
geh,0.020051520884499408
gen,0.01167399258903086
gesse,2.8718021769015913
gieng,0.01167399258903086
git,0.01167399258903086
glöüwe,2.466337068793427
gradi,0.01167399258903086
guten,2.466337068793427
ha,0.01167399258903086
halte,0.026568963370020078
hasch,0.026568963370020078
hat,0.035425284493360104
he,2.8718021769015913
hein,2.8718021769015913
herrje,2.8718021769015913
hirothe,2.8718021769015913
hole,0.01167399258903086
hàn,0.01167399258903086
hànke,2.8718021769015913
häise,0.01167399258903086
härze,2.466337068793427
hör,0.01167399258903086
hört,2.466337068793427
ich,0.07246379589179028
idruck,2.8718021769015913
ihres,0.01167399258903086
im,0.026568963370020078
immer,0.01167399258903086
in,0.01167399258903086
ine,0.020051520884499408
irrung,2.8718021769015913
isch,0.09057974486473784
iwwel,2.8718021769015913
jetz,0.07085056898672021
jo,0.026568963370020078
ka,0.01167399258903086
kanepee,2.8718021769015913
kehre,0.01167399258903086
kei,2.466337068793427
kenn,0.026568963370020078
knnnt,0.01167399258903086
kride,2.8718021769015913
kumme,0.01167399258903086
kunnt,0.01167399258903086
laachter,0.01167399258903086
lache,2.8718021769015913
larve,2.466337068793427
laüft,0.01167399258903086
leichte,0.01167399258903086
leider,0.02334798517806172
liawe,2.8718021769015913
lige,0.01167399258903086
lipft,0.01167399258903086
lo,0.01167399258903086
mache,0.01167399258903086
macht,0.01167399258903086
mask,2.8718021769015913
me,2.8718021769015913
meh,0.01167399258903086
mehlgeist,2.466337068793427
meinsch,0.01167399258903086
meint,0.01167399258903086
mi,0.03974616758185846
mich,0.04428160561670012
miesse,0.01167399258903086
mim,0.01167399258903086
mir,0.03974616758185846
mit,0.01167399258903086
mr,0.020051520884499408
màngmol,0.01167399258903086
mächt,0.01167399258903086
mænner,2.466337068793427
mögli,0.01167399258903086
müess,0.026568963370020078
müeth,2.8718021769015913
nacht,2.466337068793427
nachtesse,2.8718021769015913
nastüech,2.466337068793427
naüer,2.466337068793427
ne,0.021624266929676606
nei,0.01167399258903086
niesse,2.8718021769015913
nimmt,0.020051520884499408
nitt,0.05766471181247095
nittg,2.8718021769015913
no,0.01167399258903086
nur,0.020051520884499408
nuss,2.8718021769015913
pierrot,1.6190392084062235
rasend,0.01167399258903086
red,2.8718021769015913
rede,0.01167399258903086
restaurant,2.8718021769015913
risse,2.8718021769015913
roth,0.01167399258903086
ruck,0.020051520884499408
sache,2.8718021769015913
sag,0.01167399258903086
salütiert,0.01167399258903086
schaü,0.01167399258903086
schaüt,2.466337068793427
scheidt,2.8718021769015913
schenk,2.8718021769015913
schine,0.01167399258903086
schint,0.01167399258903086
schlich,0.01167399258903086
schnide,0.01167399258903086
scho,0.01167399258903086
schwind,2.8718021769015913
schön,2.8718021769015913
schöne,2.8718021769015913
se,2.8718021769015913
si,0.020051520884499408
sicht,2.466337068793427
sie,2.8718021769015913
sin,0.01167399258903086
so,0.017712642246680052
soll,0.01167399258903086
springt,0.01167399258903086
spöttisch,0.01167399258903086
stand,0.01167399258903086
stickt,2.8718021769015913
stilli,0.020051520884499408
stimm,2.8718021769015913
stockzähn,2.8718021769015913
storwe,2.8718021769015913
störe,0.01167399258903086
sundre,2.8718021769015913
sàh,0.01167399258903086
sàit,2.8718021769015913
süecht,2.8718021769015913
tag,2.8718021769015913
thien,0.010025760442249704
thüe,0.020051520884499408
thüesch,0.040103041768998815
thüet,0.026568963370020078
trumpier,0.01167399258903086
umme,0.01167399258903086
un,0.05265168157418613
uns,0.01167399258903086
untersüecht,0.01167399258903086
verdriesse,0.01167399258903086
vergasse,0.01167399258903086
vergiss,2.8718021769015913
verleider,2.8718021769015913
verrückten,0.01167399258903086
verzeihe,2.8718021769015913
vo,0.010025760442249704
vor,0.020051520884499408
vorher,0.01167399258903086
wache,0.01167399258903086
wahrer,0.01167399258903086
wahrhafti,0.01167399258903086
was,0.03179693406548677
wege,0.01167399258903086
wenig,0.01167399258903086
wenn,0.020051520884499408
wiche,0.01167399258903086
wie,0.03007728132674911
wieder,0.01167399258903086
