Id_block,Mots,valence,arousal,dominance,anger,disgust,fear,joy,sadness,surprise
65,moindre,0.396,0.167,0.211,0.0,0,0.0,0.0,0.0,0.0
66,bouquet,0.552,0.358,0.473,0.0,0.0,0.0,0,0.0,0.0
67,bouquet,0.552,0.358,0.473,0.0,0.0,0.0,0,0.0,0.0
68,Jésus,0.8,0.4,0.62,0.0,0.0,0.0,1,0.0,0.0
68,Hélas,0.571,0.31,0.279,0.0,0.0,0.0,0.0,0,0.0
68,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
69,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
70,humide,0.385,0.417,0.185,0.0,0.0,0.0,0.0,0,0.0
70,prix,0.885,0.763,0.67,0.0,0.0,0.0,1,0.0,0
71,été,0.812,0.373,0.55,0.0,0.0,0.0,1,0.0,0.0
71,cœur,0.823,0.41,0.805,0.0,0.0,0.0,1,0.0,0.0
72,prix,0.885,0.763,0.67,0.0,0.0,0.0,1,0.0,0
72,médaille,0.854,0.555,0.746,0.0,0.0,0.0,0,0.0,0
72,doute,0.395,0.351,0.231,0.0,0.0,0,0.0,0,0.0
72,sûr,0.863,0.398,0.696,0.0,0.0,0.0,0,0.0,0.0
76,dû,0.396,0.307,0.381,0,0,0,0.0,0,0.0
76,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
77,coup,0.32,0.79,0.689,1,0,1,0.0,1,1
79,fou,0.135,0.88,0.312,1,1,1,0.0,0,0.0
79,beau,0.701,0.471,0.636,0.0,0.0,0.0,1,0.0,0.0
80,déjeuner,0.837,0.24,0.441,0.0,0.0,0.0,0,0.0,0.0
80,aimable,0.948,0.335,0.565,0.0,0.0,0.0,1,0.0,0.0
80,aventure,0.917,0.857,0.71,0.0,0.0,0.0,0,0.0,0.0
80,entre,0.51,0.375,0.466,0.0,0.0,0.0,0.0,0,0.0
80,fête,0.564,0.663,0.474,0.0,0.0,0.0,1,0.0,1
81,simple,0.327,0.491,0.339,0.0,0.0,0.0,0,0.0,0.0
81,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
83,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
83,maison,0.587,0.135,0.533,0.0,0.0,0.0,1,0.0,0.0
84,santé,0.935,0.427,0.551,0.0,0.0,0.0,0,0.0,0.0
86,entre,0.51,0.375,0.466,0.0,0.0,0.0,0.0,0,0.0
86,éviter,0.378,0.559,0.407,1,0,0,0.0,1,0.0
86,santé,0.935,0.427,0.551,0.0,0.0,0.0,0,0.0,0.0
86,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
87,santé,0.935,0.427,0.551,0.0,0.0,0.0,0,0.0,0.0
87,envie,0.604,0.54,0.558,0.0,0.0,0.0,0,0.0,0.0
87,doute,0.395,0.351,0.231,0.0,0.0,0,0.0,0,0.0
88,envie,0.604,0.54,0.558,0.0,0.0,0.0,0,0.0,0.0
89,Bonjour,0.922,0.461,0.552,0.0,0.0,0.0,1,0.0,0.0
90,ami,0.906,0.413,0.573,0.0,0.0,0.0,0,0.0,0.0
91,potence,0.167,0.712,0.422,1,0.0,1,0.0,1,0.0
92,cour,0.667,0.49,0.654,0.0,0.0,0.0,0,0.0,0.0
93,plaisir,0.939,0.74,0.682,0.0,0.0,0.0,1,0.0,0.0
93,diable,0.161,0.9,0.611,1,1,1,0.0,1,0.0
93,blanc,0.729,0.173,0.42,0.0,0.0,0.0,0,0.0,0.0
94,été,0.812,0.373,0.55,0.0,0.0,0.0,1,0.0,0.0
95,ami,0.906,0.413,0.573,0.0,0.0,0.0,0,0.0,0.0
96,Jésus,0.8,0.4,0.62,0.0,0.0,0.0,1,0.0,0.0
97,ensemble,0.874,0.392,0.658,0.0,0.0,0.0,0,0.0,0.0
97,fête,0.564,0.663,0.474,0.0,0.0,0.0,1,0.0,1
98,agréable,0.948,0.529,0.669,0.0,0.0,0.0,1,0.0,0
98,ours,0.448,0.57,0.475,0,0.0,1,0.0,0.0,0.0
98,Dieu,0.758,0.518,0.886,0.0,0.0,0,1,0.0,0.0
98,tout-puissant,0.938,0.874,0.958,0.0,0.0,0.0,1,0.0,0.0
98,Jésus,0.8,0.4,0.62,0.0,0.0,0.0,1,0.0,0.0
98,content,1.0,0.735,0.772,0.0,0.0,0.0,1,0.0,0.0
98,ami,0.906,0.413,0.573,0.0,0.0,0.0,0,0.0,0.0
99,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
100,idiot,0.384,0.349,0.161,1,0,0.0,1,0.0,0.0
100,imbécile,0.082,0.569,0.26,0.0,0,0.0,0.0,0.0,0.0
101,dû,0.396,0.307,0.381,0,0,0,0.0,0,0.0
101,fille,0.656,0.536,0.433,0.0,0.0,0.0,1,0.0,0.0
101,mal,0.04,0.827,0.545,1,1,1,0.0,1,0.0
102,trompette,0.673,0.6,0.676,0,0.0,0.0,0.0,0.0,0.0
102,dû,0.396,0.307,0.381,0,0,0,0.0,0,0.0
102,fille,0.656,0.536,0.433,0.0,0.0,0.0,1,0.0,0.0
103,idiot,0.384,0.349,0.161,1,0,0.0,1,0.0,0.0
103,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
103,coup,0.32,0.79,0.689,1,0,1,0.0,1,1
104,beau,0.701,0.471,0.636,0.0,0.0,0.0,1,0.0,0.0
105,dommage,0.059,0.726,0.403,1,0,0.0,0.0,1,0.0
105,pluie,0.542,0.388,0.33,0.0,0.0,0.0,0.0,0,0.0
105,santé,0.935,0.427,0.551,0.0,0.0,0.0,0,0.0,0.0
106,diable,0.161,0.9,0.611,1,1,1,0.0,1,0.0
107,Dieu,0.758,0.518,0.886,0.0,0.0,0,1,0.0,0.0
107,fou,0.135,0.88,0.312,1,1,1,0.0,0,0.0
108,gras,0.286,0.361,0.325,0.0,1,0.0,0.0,0,0.0
109,bouche,0.734,0.294,0.336,0.0,0.0,0.0,0.0,0.0,0
109,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
110,corps,0.094,0.657,0.232,0.0,1,0.0,0.0,1,0.0
110,tous,0.375,0.434,0.385,0.0,0.0,0.0,0.0,0,0.0
110,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
110,tour,0.531,0.398,0.482,0,0,0.0,0.0,0.0,1
111,rage,0.219,0.927,0.598,1,0,1,0.0,0.0,0.0
111,maison,0.587,0.135,0.533,0.0,0.0,0.0,1,0.0,0.0
111,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
112,tous,0.375,0.434,0.385,0.0,0.0,0.0,0.0,0,0.0
112,chatte,0.292,0.459,0.404,1,0.0,0.0,0.0,0.0,0.0
112,rage,0.219,0.927,0.598,1,0,1,0.0,0.0,0.0
113,incendie,0.344,0.721,0.594,1,0.0,1,0.0,0.0,0.0
113,peine,0.062,0.49,0.24,0,0.0,0,0.0,0,0.0
113,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
113,mal,0.04,0.827,0.545,1,1,1,0.0,1,0.0
113,Seigneur,0.618,0.327,0.684,0.0,0,0.0,0,0.0,0.0
114,rage,0.219,0.927,0.598,1,0,1,0.0,0.0,0.0
115,imbécile,0.082,0.569,0.26,0.0,0,0.0,0.0,0.0,0.0
116,bête,0.255,0.459,0.175,1,0.0,1,0.0,0.0,0.0
117,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
117,beau,0.701,0.471,0.636,0.0,0.0,0.0,1,0.0,0.0
117,cœur,0.823,0.41,0.805,0.0,0.0,0.0,1,0.0,0.0
117,jeunesse,0.938,0.608,0.736,0,0.0,0,0,0.0,0
118,fête,0.564,0.663,0.474,0.0,0.0,0.0,1,0.0,1
119,beau,0.701,0.471,0.636,0.0,0.0,0.0,1,0.0,0.0
119,baiser,0.417,0.462,0.34,1,0.0,0.0,1,0.0,0
119,gagner,0.927,0.694,0.888,0.0,0.0,0.0,1,0.0,0.0
120,perdu,0.188,0.558,0.259,0,0,0.0,0.0,1,0.0
121,amour,1.0,0.519,0.673,0.0,0.0,0.0,1,0.0,0.0
121,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
122,triste,0.135,0.555,0.255,0,0.0,0,0.0,1,0.0
122,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
122,fâcheux,0.122,0.555,0.291,0,0,0.0,0.0,0.0,0.0
123,idiot,0.384,0.349,0.161,1,0,0.0,1,0.0,0.0
124,fiancé,0.833,0.63,0.667,0.0,0.0,0.0,0,0.0,0.0
124,brillant,0.885,0.59,0.726,0.0,0.0,0.0,1,0.0,0.0
124,mien,0.688,0.418,0.578,0.0,0.0,0.0,0,0.0,0.0
126,difficile,0.257,0.729,0.598,0,0,0,0.0,0.0,0.0
127,rire,0.959,0.654,0.588,0.0,0.0,0.0,1,0.0,0
127,malade,0.104,0.431,0.136,0.0,1,1,0.0,1,0.0
127,coup,0.32,0.79,0.689,1,0,1,0.0,1,1
127,tomber,0.177,0.657,0.221,0.0,0.0,0.0,0.0,0,0.0
127,piétiné,0.229,0.684,0.406,1,0.0,0.0,0.0,0.0,0.0
128,brisé,0.143,0.66,0.256,0.0,0.0,0.0,0.0,1,0.0
128,nez,0.582,0.27,0.245,0.0,0,0.0,0.0,0.0,0.0
129,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
129,tous,0.375,0.434,0.385,0.0,0.0,0.0,0.0,0,0.0
130,dû,0.396,0.307,0.381,0,0,0,0.0,0,0.0
130,lécher,0.47,0.482,0.33,0.0,0,0.0,0.0,0.0,0.0
130,diable,0.161,0.9,0.611,1,1,1,0.0,1,0.0
131,mal,0.04,0.827,0.545,1,1,1,0.0,1,0.0
134,noir,0.375,0.394,0.365,0.0,0.0,0.0,0.0,0,0.0
135,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
136,fièvre,0.194,0.674,0.364,0.0,0.0,0,0.0,0.0,0.0
137,été,0.812,0.373,0.55,0.0,0.0,0.0,1,0.0,0.0
137,peste,0.083,0.596,0.355,0.0,1,1,0.0,1,0.0
138,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
138,imbécile,0.082,0.569,0.26,0.0,0,0.0,0.0,0.0,0.0
139,livres,0.729,0.115,0.43,0.0,0.0,0.0,0,0.0,0.0
139,paix,0.939,0.156,0.613,0.0,0.0,0.0,1,0.0,0.0
139,plein,0.602,0.255,0.704,0.0,0.0,0.0,0,0.0,0.0
140,goutte,0.354,0.314,0.17,0.0,1,1,0.0,0.0,0.0
140,ivre,0.079,0.824,0.246,0.0,1,0.0,0.0,0.0,0.0
140,famille,0.968,0.383,0.643,0.0,0.0,0.0,0,0.0,0.0
141,tous,0.375,0.434,0.385,0.0,0.0,0.0,0.0,0,0.0
141,mauvais,0.073,0.41,0.2,0,0,1,0.0,1,0.0
143,maison,0.587,0.135,0.533,0.0,0.0,0.0,1,0.0,0.0
143,Jésus,0.8,0.4,0.62,0.0,0.0,0.0,1,0.0,0.0
144,doute,0.395,0.351,0.231,0.0,0.0,0,0.0,0,0.0
145,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
145,rage,0.219,0.927,0.598,1,0,1,0.0,0.0,0.0
145,partir,0.398,0.48,0.444,0.0,0.0,0.0,0.0,0,0.0
145,fête,0.564,0.663,0.474,0.0,0.0,0.0,1,0.0,1
146,campagne,0.732,0.288,0.327,0.0,0.0,0.0,0,0.0,0.0
146,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
148,maison,0.587,0.135,0.533,0.0,0.0,0.0,1,0.0,0.0
149,Hélas,0.571,0.31,0.279,0.0,0.0,0.0,0.0,0,0.0
149,désir,0.604,0.434,0.56,0.0,0.0,0.0,0.0,1,0.0
150,risque,0.24,0.816,0.438,0.0,0.0,1,0.0,0.0,0.0
150,gagner,0.927,0.694,0.888,0.0,0.0,0.0,1,0.0,0.0
150,difficile,0.257,0.729,0.598,0,0,0,0.0,0.0,0.0
151,bête,0.255,0.459,0.175,1,0.0,1,0.0,0.0,0.0
152,garde,0.653,0.51,0.586,0.0,0.0,0,0.0,0.0,0.0
153,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
153,oublié,0.235,0.28,0.184,0.0,0.0,0,0.0,1,0.0
154,maison,0.587,0.135,0.533,0.0,0.0,0.0,1,0.0,0.0
154,crainte,0.153,0.792,0.368,0.0,0.0,1,0.0,0.0,0.0
154,fou,0.135,0.88,0.312,1,1,1,0.0,0,0.0
154,peine,0.062,0.49,0.24,0,0.0,0,0.0,0,0.0
154,été,0.812,0.373,0.55,0.0,0.0,0.0,1,0.0,0.0
155,mots,0.71,0.216,0.473,0,0.0,0.0,0.0,0.0,0.0
156,plaisir,0.939,0.74,0.682,0.0,0.0,0.0,1,0.0,0.0
157,curieux,0.292,0.558,0.433,0,0.0,0.0,0.0,0.0,0.0
157,impossible,0.153,0.51,0.407,0.0,0.0,0.0,0.0,0,0.0
157,heureux,0.939,0.548,0.795,0.0,0.0,0.0,1,0.0,0.0
158,dure,0.344,0.588,0.742,0.0,0.0,0.0,0.0,0,0.0
159,diable,0.161,0.9,0.611,1,1,1,0.0,1,0.0
160,bien,0.938,0.368,0.534,0.0,0.0,0.0,1,0.0,0
160,défendre,0.698,0.321,0.561,0.0,0.0,0,0.0,0.0,0.0
160,garçon,0.637,0.388,0.336,0.0,0,0.0,0.0,0.0,0.0
164,demande,0.625,0.471,0.618,0,0.0,0.0,0.0,0.0,0.0
164,bête,0.255,0.459,0.175,1,0.0,1,0.0,0.0,0.0
165,effrayant,0.104,0.858,0.38,0.0,0.0,1,0.0,0.0,0.0
165,partir,0.398,0.48,0.444,0.0,0.0,0.0,0.0,0,0.0
166,Dieu,0.758,0.518,0.886,0.0,0.0,0,1,0.0,0.0
166,peur,0.073,0.84,0.293,1,0.0,1,0.0,0.0,0.0
168,bête,0.255,0.459,0.175,1,0.0,1,0.0,0.0,0.0
168,imbéciles,0.316,0.59,0.363,1,0.0,0.0,0.0,0.0,0.0
168,originalité,0.898,0.5,0.824,0.0,0.0,0.0,0.0,0.0,0
168,mots,0.71,0.216,0.473,0,0.0,0.0,0.0,0.0,0.0
169,honoré,0.938,0.447,0.732,0.0,0.0,0.0,1,0.0,0.0
169,aimable,0.948,0.335,0.565,0.0,0.0,0.0,1,0.0,0.0
170,procès,0.438,0.663,0.612,0,0,1,0.0,0,0
171,fou,0.135,0.88,0.312,1,1,1,0.0,0,0.0
173,garçon,0.637,0.388,0.336,0.0,0,0.0,0.0,0.0,0.0
173,goutte,0.354,0.314,0.17,0.0,1,1,0.0,0.0,0.0
173,Dieu,0.758,0.518,0.886,0.0,0.0,0,1,0.0,0.0
173,entre,0.51,0.375,0.466,0.0,0.0,0.0,0.0,0,0.0
173,gorge,0.35,0.538,0.346,0.0,0,0.0,0.0,0.0,0.0
174,ensemble,0.874,0.392,0.658,0.0,0.0,0.0,0,0.0,0.0
174,embrasse,0.949,0.49,0.452,0.0,0.0,0.0,1,0.0,0
175,carnaval,0.927,0.888,0.555,0.0,0.0,0.0,1,0.0,0.0
176,campagne,0.732,0.288,0.327,0.0,0.0,0.0,0,0.0,0.0
176,dimanche,0.776,0.196,0.394,0.0,0.0,0.0,0,0.0,0.0
176,amusant,0.96,0.829,0.632,0.0,0.0,0.0,1,0.0,0.0
178,donnant,0.795,0.333,0.585,0.0,0.0,0.0,0,0.0,0.0
178,plein,0.602,0.255,0.704,0.0,0.0,0.0,0,0.0,0.0
178,tour,0.531,0.398,0.482,0,0,0.0,0.0,0.0,1
179,rire,0.959,0.654,0.588,0.0,0.0,0.0,1,0.0,0
180,doucement,0.517,0.206,0.304,0.0,0.0,0.0,0,0.0,0.0
180,Dieu,0.758,0.518,0.886,0.0,0.0,0,1,0.0,0.0
180,nettoyer,0.729,0.314,0.451,0.0,0.0,0.0,0,0.0,0.0
181,doute,0.395,0.351,0.231,0.0,0.0,0,0.0,0,0.0
