Id_block,Mots,valence,arousal,dominance,anger,disgust,fear,joy,sadness,surprise,trust,anticipation
0,peine,0.062,0.49,0.24,0.484,0.0,0.453,0.0,0.469,0.0,0.0,0.0
0,venir,0.653,0.417,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.633
0,demander,0.625,0.51,0.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586
0,père,0.812,0.333,0.824,0.0,0.0,0.0,0.0,0.0,0.0,0.586,0.0
0,pensée,0.78,0.315,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414
1,adjoint,0.429,0.53,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.453,0.0
1,Conseil,0.594,0.519,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.656,0.0
1,furieux,0.219,0.873,0.277,0.938,0.484,0.547,0.0,0.5,0.0,0.0,0.0
1,médaille,0.854,0.555,0.746,0.0,0.0,0.0,0.424,0.0,0.289,0.461,0.477
1,Jésus,0.8,0.4,0.62,0.0,0.0,0.0,0.594,0.0,0.0,0.0,0.0
2,Noël,0.906,0.717,0.615,0.0,0.0,0.0,0.779,0.0,0.0,0.0,0.0
3,fait,0.683,0.333,0.618,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.0
3,bien,0.938,0.368,0.534,0.0,0.0,0.0,0.547,0.0,0.219,0.617,0.383
4,fête,0.564,0.663,0.474,0.0,0.0,0.0,0.929,0.0,0.539,0.523,0.656
4,vivant,0.865,0.608,0.727,0.0,0.0,0.0,0.531,0.0,0.0,0.5,0.461
5,bizarre,0.173,0.539,0.328,0.0,0.68,0.484,0.0,0.0,0.664,0.0,0.0
5,maison,0.587,0.135,0.533,0.0,0.0,0.0,0.559,0.0,0.0,0.0,0.0
5,parfait,0.65,0.363,0.625,0.0,0.0,0.0,0.719,0.0,0.0,0.539,0.445
5,fait,0.683,0.333,0.618,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.0
5,livre,0.57,0.337,0.443,0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,poupée,0.729,0.321,0.33,0.0,0.0,0.0,0.234,0.0,0.0,0.0,0.0
6,comme,0.719,0.353,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.484,0.0
6,fête,0.564,0.663,0.474,0.0,0.0,0.0,0.929,0.0,0.539,0.523,0.656
6,patient,0.583,0.193,0.34,0.0,0.0,0.0,0.186,0.0,0.0,0.0,0.328
6,veau,0.438,0.337,0.41,0.0,0.0,0.0,0.04,0.188,0.0,0.312,0.0
6,joie,0.98,0.824,0.794,0.0,0.0,0.0,0.924,0.0,0.0,0.0,0.0
7,comme,0.719,0.353,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.484,0.0
7,demander,0.625,0.51,0.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586
8,souvenirs,0.963,0.487,0.51,0.0,0.0,0.0,0.0,0.172,0.0,0.0,0.0
8,tous,0.375,0.434,0.385,0.0,0.0,0.0,0.0,0.469,0.0,0.0,0.0
8,bon,0.622,0.416,0.601,0.0,0.0,0.0,0.0,0.0,0.0,0.484,0.0
9,adjoint,0.429,0.53,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.453,0.0
9,médaille,0.854,0.555,0.746,0.0,0.0,0.0,0.424,0.0,0.289,0.461,0.477
9,temps,0.604,0.288,0.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516
9,Dieu,0.758,0.518,0.886,0.0,0.0,0.094,0.545,0.0,0.0,0.617,0.484
9,chance,0.833,0.551,0.525,0.0,0.0,0.0,0.0,0.0,0.516,0.0,0.0
9,venir,0.653,0.417,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.633
9,épouse,0.632,0.509,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.414,0.0
10,père,0.812,0.333,0.824,0.0,0.0,0.0,0.0,0.0,0.0,0.586,0.0
11,bien,0.938,0.368,0.534,0.0,0.0,0.0,0.547,0.0,0.219,0.617,0.383
11,marier,0.896,0.765,0.673,0.0,0.0,0.125,0.676,0.0,0.242,0.594,0.594
11,entre,0.51,0.375,0.466,0.0,0.0,0.0,0.0,0.364,0.0,0.0,0.0
12,épouse,0.632,0.509,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.414,0.0
12,bien,0.938,0.368,0.534,0.0,0.0,0.0,0.547,0.0,0.219,0.617,0.383
12,montrer,0.622,0.54,0.491,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.0
12,vivre,0.88,0.673,0.676,0.0,0.0,0.0,0.406,0.0,0.0,0.0,0.0
13,richesse,0.857,0.637,0.858,0.0,0.0,0.0,0.422,0.0,0.0,0.43,0.0
13,bête,0.255,0.459,0.175,0.562,0.0,0.734,0.0,0.0,0.0,0.0,0.0
13,comme,0.719,0.353,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.484,0.0
13,maîtresse,0.63,0.796,0.694,0.182,0.523,0.0,0.0,0.0,0.0,0.0,0.0
13,maison,0.587,0.135,0.533,0.0,0.0,0.0,0.559,0.0,0.0,0.0,0.0
13,imbécile,0.082,0.569,0.26,0.0,0.461,0.0,0.0,0.0,0.0,0.0,0.0
13,mari,0.771,0.5,0.655,0.0,0.0,0.0,0.438,0.0,0.0,0.0,0.0
14,temps,0.604,0.288,0.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516
14,mère,0.931,0.408,0.725,0.0,0.0,0.0,0.412,0.016,0.0,0.703,0.406
