Id_block,valence,arousal,dominance,anger,disgust,fear,joy,sadness,surprise,trust,anticipation
0,0.5994369119319554,0.4092800875364796,0.5721821398226412,0.12436670815386366,0.0782635500362325,0.08840800146591346,0.17102568405362092,0.06891871313981536,0.020300000000000002,0.1995964172283035,0.24366634045384075
1,0.501256445717754,0.4086134410868339,0.47038696028418386,0.05075,0.0,0.168,0.20149999999999998,0.1405,0.0,0.0,0.23625000000000002
2,0.5852441096832873,0.544315660914135,0.535123002945291,0.08335760196968446,0.0553014831994643,0.1667011553426374,0.3299968964615026,0.18734357919442615,0.054693970477405714,0.12750000000000003,0.11716666666666666
3,0.6443684769268792,0.38463138024651805,0.5502119173407543,0.0,0.0,0.0,0.2795,0.0,0.0,0.3085,0.0
4,0.578708951845571,0.408435494808788,0.6274639965966486,0.076,0.188,0.141,0.0,0.0,0.0,0.0,0.0
5,0.6051770109665184,0.4356809845740786,0.5487856077170197,0.11097046095135668,0.0,0.0897084464196958,0.3035,0.06955643444981814,0.0,0.15825,0.13275
6,0.5377790731360647,0.4895107995732226,0.4782768539763263,0.09849999999999999,0.10506390179781494,0.16133333333333333,0.20724894962909282,0.11290077327376456,0.14183333333333334,0.19266666666666668,0.3521537307450882
7,0.6587610783670992,0.3370812970690128,0.5648516272739867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5306634045384077
8,0.6556272050857254,0.4252419825691174,0.6434530722792013,0.0,0.0,0.0,0.18633333333333335,0.0,0.0,0.38000000000000006,0.0
9,0.6425503592238043,0.4154148760982569,0.6024567589033784,0.0076,0.0188,0.0235,0.1479,0.0,0.04450028700217683,0.23019619895217708,0.21790000000000004
10,0.7582366974273012,0.39269363510642924,0.724758773529284,0.0,0.0,0.0,0.2735,0.0,0.0,0.293,0.0
11,0.4943528544220953,0.3883591483470008,0.3388204258264995,0.0,0.422,0.0,0.0,0.0,0.0,0.0,0.0
12,0.8019712176325153,0.4347775358603211,0.6455233123212684,0.0,0.0,0.0,0.5963584376249478,0.0,0.0,0.0,0.0
13,0.5754594721608,0.45030902628029984,0.5354971327154565,0.0076,0.0188,0.014099999999999998,0.3632722496516517,0.0,0.0,0.157,0.0
14,0.6251231650398456,0.43103845647216904,0.6030818645341852,0.05616666666666667,0.0,0.07816666666666666,0.06866666666666667,0.07816666666666668,0.0,0.336,0.14966666666666664
15,0.6737852383182605,0.4587652074165776,0.697491109531224,0.0,0.0,0.047,0.10900000000000001,0.0,0.0,0.4718,0.1968
16,0.5938204173708921,0.47915799172289275,0.6285995909510128,0.078125,0.0,0.068375,0.21273339077797404,0.07025,0.0,0.231162365744653,0.11709176269923152
17,0.7289983277978773,0.453316804682258,0.5549619459797869,0.0,0.0,0.0,0.469,0.0,0.0,0.4360044662715527,0.414
18,0.42764823121939827,0.5701140127731767,0.5458056105198642,0.14933333333333332,0.07033333333333333,0.28288888888888886,0.19474631947221063,0.08022222222222221,0.0,0.0,0.13366666666666666
19,0.6338680511434092,0.5224260108099982,0.5562550051425819,0.09514285714285715,0.031285714285714285,0.02014285714285714,0.14514285714285716,0.0,0.07914285714285715,0.26328635232450753,0.24191834906649287
20,0.6160850789496869,0.44432793193413034,0.5426375326628599,0.039,0.0,0.1095,0.2679292188124739,0.1405,0.0,0.0,0.13423902225045092
21,0.5311555130794368,0.379209400082775,0.6433193632821606,0.0,0.0,0.0,0.0,0.0,0.0,0.4899619895217705,0.414
22,0.6265724366036418,0.47781462192758273,0.5544427144641515,0.012666666666666666,0.03133333333333333,0.023499999999999997,0.3828333333333333,0.0,0.043000000000000003,0.1315,0.10683333333333334
23,0.6615587507138577,0.44390375843800844,0.6855617955540831,0.010857142857142857,0.026857142857142857,0.02014285714285714,0.1942857142857143,0.0,0.0,0.355,0.0
24,0.7584368255585247,0.521527758957555,0.672283259200274,0.0,0.0,0.0,0.4617771685666668,0.0,0.0,0.35033333333333333,0.10933333333333334
25,0.45638731816066447,0.468083989789839,0.515436174848116,0.0426,0.0,0.0468,0.07880000000000001,0.08339879697507843,0.0,0.0979923979043541,0.2062
26,0.6905911733500867,0.37641138251082323,0.7099907718276082,0.038,0.094,0.0705,0.0,0.0,0.0,0.293,0.0
27,0.578708951845571,0.408435494808788,0.6274639965966486,0.076,0.188,0.141,0.0,0.0,0.0,0.0,0.0
28,0.5595,0.619,0.5820000000000001,0.0,0.0,0.0,0.0,0.242,0.0,0.3165,0.0
29,0.665484243282075,0.412784666028908,0.605038987264868,0.0,0.0,0.05222222222222222,0.2369995448916194,0.066,0.08166666666666665,0.4177474983950472,0.1939557211142754
30,0.690856365611364,0.5318566335999997,0.6578499959265637,0.0,0.0,0.0,0.0,0.0,0.0,0.3635,0.0
31,0.6191460727195895,0.3424212044328234,0.6106226333023014,0.18700000000000003,0.0,0.06766666666666667,0.18633333333333335,0.052,0.0,0.22790119764248848,0.0
32,0.5418294344350947,0.6280073706070605,0.6893470370201099,0.15633333333333332,0.0,0.0,0.09566666666666666,0.0,0.08600000000000001,0.211,0.21366666666666667
33,0.41682196570412217,0.5547327859424885,0.48915135902518586,0.07816666666666666,0.1148127449888582,0.18071632229608767,0.12133333333333331,0.0,0.0,0.2028269982536284,0.1575
34,0.5255163593725236,0.45552223134391384,0.5772045559629787,0.052,0.0,0.146,0.0,0.18733333333333335,0.0,0.435,0.0
35,0.6892030925365094,0.42960975222282866,0.70910572073669,0.0,0.0,0.0,0.2305,0.0,0.0,0.69725,0.0
36,0.5212294386780051,0.40681346048994577,0.5189329382122079,0.019,0.1985010741319963,0.03525,0.07175,0.078,0.0645,0.164,0.16025
37,0.5914529892754989,0.3863476756927932,0.5306385981120271,0.010857142857142857,0.026857142857142857,0.05814285714285715,0.14750570932661627,0.07571428571428572,0.029,0.2851380651133319,0.2722857142857143
38,0.3960170273954022,0.7949763129960788,0.5953436133521808,0.3647258981629207,0.0,0.4362410309866382,0.24266666666666661,0.22233333333333336,0.0,0.0,0.0
39,0.5257255832947695,0.3872654424989936,0.46540070344298395,0.0,0.0,0.1875,0.082,0.22625,0.0,0.19725,0.13266378265602066
