Id_block,Mots,valence,arousal,dominance,anger,disgust,fear,joy,sadness,surprise,trust,anticipation
54,situation,0.531,0.387,0.6,0,0,0,0,0,0,0.0,0.0
54,faire,0.684,0.42,0.48,0,0,0,0,0,0,0.0,0.0
55,beau,0.701,0.471,0.636,0,0,0,1,0,0,0.0,0.0
55,temps,0.604,0.288,0.609,0,0,0,0,0,0,0.0,1
56,nom,0.531,0.23,0.477,0,0,0,0,0,0,0.0,0.0
56,amour,1.0,0.519,0.673,0,0,0,1,0,0,1,0.590171679501338
56,dictionnaire,0.62,0.25,0.598,0,0,0,0,0,0,1,0.0
56,rôle,0.552,0.26,0.464,0,0,0,0,0,0,0.0,0.0
56,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
56,possible,0.688,0.316,0.548,0,0,0,0,0,1,0.0,0.0
56,heureux,0.939,0.548,0.795,0,0,0,1,0,0,0.609,0.555
58,saluer,0.833,0.542,0.681,0,0,0,1,0,0,1,0.0
58,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
58,heureux,0.939,0.548,0.795,0,0,0,1,0,0,0.609,0.555
58,pourquoi,0.561,0.357,0.402,0,0,0,0,0,0,0.0,0.0
58,bras,0.464,0.395,0.483,0,0,0,0,0,0,0.0,0.0
58,chaise,0.562,0.082,0.276,0,0,0,0,0,0,0.0,0.0
59,expression,0.79,0.65,0.721,0,0,0,0,0,0,0.0,0.0
59,note,0.625,0.235,0.407,0,0,0,0,0,0,0.0,0.0
59,simplement,0.535,0.148,0.393,0,0,0,0,0,0,0.711,0.0
59,pourquoi,0.561,0.357,0.402,0,0,0,0,0,0,0.0,0.0
60,élevage,0.735,0.519,0.643,0,0,0,0,0,0,0.0,0.0
60,bétail,0.729,0.42,0.519,0,0,0,0,0,0,0.0,0.0
60,inspecter,0.479,0.603,0.793,0,0,0,0,0,0,0.0,0.0
60,dialecte,0.635,0.422,0.526,0,0,0,0,0,0,0.0,0.0
61,continuer,0.667,0.5,0.52,0,0,0,0,0,0,0.0,0.0
61,dialecte,0.635,0.422,0.526,0,0,0,0,0,0,0.0,0.0
61,doute,0.395,0.351,0.231,0,0,1,0,1,0,0.0,0.0
62,homme,0.688,0.427,0.767,0,0,0,0,0,0,0.0,0.0
62,sage,0.878,0.25,0.861,0,0,0,0,0,0,0.641,0.0
62,lexique,0.561,0.463,0.615,0,0,0,0,0,0,0.0,0.0
62,note,0.625,0.235,0.407,0,0,0,0,0,0,0.0,0.0
62,chose,0.449,0.222,0.26,1,1,1,0,0,0,0.0,0.0
63,lexique,0.561,0.463,0.615,0,0,0,0,0,0,0.0,0.0
63,doute,0.395,0.351,0.231,0,0,1,0,1,0,0.0,0.0
63,naturellement,0.854,0.276,0.549,0,0,0,0,0,0,0.0,0.0
64,paysan,0.53,0.275,0.407,0,0,0,0,0,0,0.0,0.0
64,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
64,père,0.812,0.333,0.824,0,0,0,0,0,0,1,0.0
64,grand,0.725,0.591,0.538,0,0,0,0,0,0,0.0,0.0
64,élève,0.729,0.406,0.368,0,0,0,0,0,0,0.5567036705902962,0.0
64,café,0.694,0.357,0.307,0,0,0,0,0,0,0.0,0.0
64,apprendre,0.84,0.51,0.852,0,0,0,0,0,1,1,0.0
64,métier,0.68,0.529,0.786,0,0,0,0,0,0,0.0,0.0
64,garçon,0.637,0.388,0.336,0,1,0,0,0,0,0.0,0.0
64,lexique,0.561,0.463,0.615,0,0,0,0,0,0,0.0,0.0
65,temps,0.604,0.288,0.609,0,0,0,0,0,0,0.0,1
65,content,1.0,0.735,0.772,0,0,0,1,0,0,1,1
65,moindre,0.396,0.167,0.211,0,1,0,0,1,0,0.0,0.0
65,idée,0.448,0.551,0.57,0,0,0,0,0,0,0.0,0.32
65,lexique,0.561,0.463,0.615,0,0,0,0,0,0,0.0,0.0
66,bouquet,0.552,0.358,0.473,0,0,0,0,0,0,0.375,0.0
66,père,0.812,0.333,0.824,0,0,0,0,0,0,1,0.0
66,temps,0.604,0.288,0.609,0,0,0,0,0,0,0.0,1
67,bouquet,0.552,0.358,0.473,0,0,0,0,0,0,0.375,0.0
67,confus,0.22,0.65,0.179,0,0,1,0,1,0,0.0,0.0
67,remercier,0.958,0.353,0.526,0,0,0,1,0,0,0.0,0.0
67,décoration,0.878,0.553,0.526,0,0,0,0,0,0,0.461,0.477
67,route,0.583,0.353,0.518,0,0,0,0,0,0,0.0,0.0
67,mettre,0.52,0.398,0.51,0,0,0,0,0,0,0.641,0.0
67,parler,0.833,0.346,0.594,0,0,0,0,0,0,0.0,0.0
67,affaire,0.52,0.459,0.657,0,0,0,0,0,0,0.0,0.0
68,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
68,tête,0.53,0.472,0.558,0,0,0,0,0,0,0.0,0.0
69,décoration,0.878,0.553,0.526,0,0,0,0,0,0,0.461,0.477
69,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
69,chose,0.449,0.222,0.26,1,1,1,0,0,0,0.0,0.0
69,faire,0.684,0.42,0.48,0,0,0,0,0,0,0.0,0.0
70,prairie,0.673,0.183,0.415,0,0,0,0,0,0,0.0,0.0
70,humide,0.385,0.417,0.185,0,1,0,0,0,0,0.0,0.0
70,occasion,0.7,0.451,0.398,0,0,0,0,0,1,0.0,0.0
70,concours,0.667,0.698,0.717,1,0,1,0,0,0,0.0,0.523
71,maire,0.469,0.481,0.818,0,0,0,0,0,0,0.0,0.0
71,parler,0.833,0.346,0.594,0,0,0,0,0,0,0.0,0.0
71,partie,0.663,0.278,0.36,0,0,0,1,0,0,0.0,0.0
71,société,0.674,0.464,0.782,0,0,0,0,0,0,0.0,0.0
71,journal,0.602,0.283,0.444,0,0,0,0,0,0,0.0,0.0
71,agriculture,0.643,0.473,0.445,0,0,0,0,0,0,1,0.0
72,main,0.542,0.314,0.434,0,0,0,0,0,0,0.0,0.0
72,concours,0.667,0.698,0.717,1,0,1,0,0,0,0.0,0.523
72,village,0.684,0.367,0.336,0,0,0,0,0,0,0.0,0.0
72,voisin,0.656,0.306,0.481,0,0,0,0,0,0,1,0.281
72,médaille,0.854,0.555,0.746,0,0,0,0,0,1,0.461,0.477
72,doute,0.395,0.351,0.231,0,0,1,0,1,0,0.0,0.0
72,père,0.812,0.333,0.824,0,0,0,0,0,0,1,0.0
73,mot,0.552,0.255,0.482,0,0,0,0,0,0,0.0,0.4919999999999999
73,possible,0.688,0.316,0.548,0,0,0,0,0,1,0.0,0.0
74,effet,0.57,0.518,0.608,0,0,0,0,0,0,0.0,0.0
74,chose,0.449,0.222,0.26,1,1,1,0,0,0,0.0,0.0
74,affaire,0.52,0.459,0.657,0,0,0,0,0,0,0.0,0.0
74,père,0.812,0.333,0.824,0,0,0,0,0,0,1,0.0
76,donner,0.521,0.441,0.694,0,0,0,0,0,0,0.4899619895217705,0.414
76,chaise,0.562,0.082,0.276,0,0,0,0,0,0,0.0,0.0
76,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
76,dur,0.25,0.65,0.623,1,1,1,0,1,0,0.0,0.0
77,chercher,0.622,0.429,0.482,0,0,0,0,0,0,0.0,1
77,pot,0.367,0.373,0.317,0,0,0,0,0,0,0.0,0.0
77,cuisine,0.7,0.234,0.398,0,0,0,0,0,0,0.0,0.0
77,apporter,0.635,0.46,0.462,0,0,0,0,0,0,0.0,0.0
77,manger,0.731,0.5,0.464,0,0,0,0,0,0,0.0,0.0
77,coup,0.32,0.79,0.689,1,0,1,0,1,1,0.0,0.0
78,impatience,0.278,0.78,0.411,1,0,0,0,0,0,0.0,0.586
79,beau,0.701,0.471,0.636,0,0,0,1,0,0,0.0,0.0
79,troupeau,0.592,0.5,0.474,1,0,1,0,0,0,0.0,0.0
80,déjeuner,0.837,0.24,0.441,0,0,0,0,0,0,0.0,0.0
80,dîner,0.823,0.392,0.379,0,0,0,0,0,0,0.0,0.0
80,aimable,0.948,0.335,0.565,0,0,0,1,0,0,1,0.0
81,simple,0.327,0.491,0.339,0,0,0,0,0,0,1,0.0
81,dur,0.25,0.65,0.623,1,1,1,0,1,0,0.0,0.0
81,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
82,chien,0.417,0.528,0.582,0,0,0,0,0,0,0.0,0.0
82,expression,0.79,0.65,0.721,0,0,0,0,0,0,0.0,0.0
82,note,0.625,0.235,0.407,0,0,0,0,0,0,0.0,0.0
82,drôle,0.918,0.61,0.566,0,0,0,1,0,0,0.0,0.0
82,type,0.5,0.284,0.364,0,0,0,0,0,0,0.0,0.0
83,école,0.602,0.407,0.672,0,0,0,0,0,0,1,0.0
83,suite,0.79,0.42,0.4,0,0,0,0,0,0,0.0,1
83,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
83,maison,0.587,0.135,0.533,0,0,0,1,0,0,0.0,0.0
83,oncle,0.653,0.255,0.578,0,0,0,0,0,0,0.0,0.0
83,raison,0.781,0.455,0.712,0,0,0,0,0,0,0.0,0.0
84,santé,0.935,0.427,0.551,0,0,0,1,0,0,0.0,0.0
85,temps,0.604,0.288,0.609,0,0,0,0,0,0,0.0,1
86,rester,0.604,0.275,0.516,0,0,0,0,0,0,0.0,0.0
86,éviter,0.378,0.559,0.407,1,1,1,0,1,0,0.0,0.0
86,moment,0.604,0.435,0.509,0,0,0,0,0,0,0.0,0.0
86,santé,0.935,0.427,0.551,0,0,0,1,0,0,0.0,0.0
86,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
86,expression,0.79,0.65,0.721,0,0,0,0,0,0,0.0,0.0
86,doigt,0.321,0.264,0.291,0,0,0,0,0,0,0.0,0.0
86,pied,0.76,0.346,0.464,0,0,0,0,0,0,0.0,0.0
86,façon,0.48,0.275,0.42,0,0,0,0,0,0,0.0,0.0
86,parler,0.833,0.346,0.594,0,0,0,0,0,0,0.0,0.0
87,santé,0.935,0.427,0.551,0,0,0,1,0,0,0.0,0.0
87,visiter,0.729,0.44,0.519,0,0,0,0,0,0,0.0,0.0
87,doute,0.395,0.351,0.231,0,0,1,0,1,0,0.0,0.0
88,note,0.625,0.235,0.407,0,0,0,0,0,0,0.0,0.0
88,expression,0.79,0.65,0.721,0,0,0,0,0,0,0.0,0.0
88,premier,0.708,0.275,0.446,0,0,0,1,0,0,0.0,0.0
89,corvée,0.094,0.522,0.241,0,1,0,0,1,0,0.0,0.0
90,ami,0.906,0.413,0.573,0,0,0,0,0,0,1,0.0
90,faire,0.684,0.42,0.48,0,0,0,0,0,0,0.0,0.0
90,chambre,0.729,0.283,0.445,0,0,0,0,0,0,0.0,0.0
90,père,0.812,0.333,0.824,0,0,0,0,0,0,1,0.0
91,dur,0.25,0.65,0.623,1,1,1,0,1,0,0.0,0.0
91,bois,0.656,0.34,0.473,0,0,0,0,0,0,0.0,0.0
91,potence,0.167,0.712,0.422,1,0,1,0,1,0,0.0,0.0
91,façon,0.48,0.275,0.42,0,0,0,0,0,0,0.0,0.0
91,parler,0.833,0.346,0.594,0,0,0,0,0,0,0.0,0.0
91,père,0.812,0.333,0.824,0,0,0,0,0,0,1,0.0
91,note,0.625,0.235,0.407,0,0,0,0,0,0,0.0,0.0
91,expression,0.79,0.65,0.721,0,0,0,0,0,0,0.0,0.0
91,notaire,0.541,0.451,0.676,0,0,0,0,0,0,1,0.0
91,espèce,0.561,0.33,0.645,0,0,0,0,0,0,0.0,0.0
91,bétail,0.729,0.42,0.519,0,0,0,0,0,0,0.0,0.0
92,père,0.812,0.333,0.824,0,0,0,0,0,0,1,0.0
92,recommandation,0.912,0.388,0.664,0,0,0,0,0,0,1,0.0
92,vingt,0.52,0.292,0.286,0,0,0,0,0,0,0.0,0.0
92,vendre,0.618,0.608,0.605,0,0,0,0,0,0,0.0,0.0
92,acheteur,0.51,0.549,0.673,0,0,0,0,0,0,0.0,0.0
93,grand,0.725,0.591,0.538,0,0,0,0,0,0,0.0,0.0
93,diable,0.161,0.9,0.611,1,1,1,0,1,0,0.0,0.273
93,pourquoi,0.561,0.357,0.402,0,0,0,0,0,0,0.0,0.0
93,cheval,0.688,0.588,0.566,0,0,0,0,0,0,0.0,0.0
93,blanc,0.729,0.173,0.42,0,0,0,0,0,0,0.0,0.0
94,nom,0.531,0.23,0.477,0,0,0,0,0,0,0.0,0.0
94,ciel,0.958,0.234,0.401,0,0,0,0,0,0,0.531,0.0
94,jeune,0.827,0.48,0.686,0,0,0,0,0,1,0.0,0.5
94,pension,0.612,0.477,0.464,0,0,0,0,0,0,0.0,0.0
94,femme,0.865,0.5,0.578,0,0,0,0,0,0,0.0,0.0
95,main,0.542,0.314,0.434,0,0,0,0,0,0,0.0,0.0
95,ami,0.906,0.413,0.573,0,0,0,0,0,0,1,0.0
96,note,0.625,0.235,0.407,0,0,0,0,0,0,0.0,0.0
96,expression,0.79,0.65,0.721,0,0,0,0,0,0,0.0,0.0
97,heure,0.552,0.265,0.336,0,0,0,0,0,0,0.0,0.516
97,juste,0.812,0.557,0.643,0,0,0,0,0,0,0.789,0.0
97,trouver,0.774,0.555,0.58,0,0,0,0,0,0,0.0,0.0
98,agréable,0.948,0.529,0.669,0,0,0,1,0,0,1,1
98,singe,0.548,0.449,0.283,0,0,0,0,0,0,0.0,0.0
98,content,1.0,0.735,0.772,0,0,0,1,0,0,1,1
98,ami,0.906,0.413,0.573,0,0,0,0,0,0,1,0.0
99,voiture,0.776,0.54,0.5,0,0,0,0,0,0,0.0,0.0
99,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
99,conduire,0.323,0.657,0.455,0,0,0,0,0,0,0.57,0.0
100,idiot,0.384,0.349,0.161,1,1,0,1,0,0,0.0,0.0
100,imbécile,0.082,0.569,0.26,1,1,0,0,0,0,0.0,0.0
101,fille,0.656,0.536,0.433,0,0,0,1,0,0,0.0,0.0
101,parler,0.833,0.346,0.594,0,0,0,0,0,0,0.0,0.0
101,haut,0.667,0.637,0.645,0,0,0,0,0,0,0.0,0.0
101,mal,0.04,0.827,0.545,1,1,1,0,1,0,0.0,0.0
102,cheval,0.688,0.588,0.566,0,0,0,0,0,0,0.0,0.0
102,trompette,0.673,0.6,0.676,0,0,0,0,0,0,0.0,0.0
102,fille,0.656,0.536,0.433,0,0,0,1,0,0,0.0,0.0
102,femme,0.865,0.5,0.578,0,0,0,0,0,0,0.0,0.0
103,idiot,0.384,0.349,0.161,1,1,0,1,0,0,0.0,0.0
103,possible,0.688,0.316,0.548,0,0,0,0,0,1,0.0,0.0
103,épouse,0.632,0.509,0.63,0,0,0,0,0,0,0.0,0.0
103,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
103,manger,0.731,0.5,0.464,0,0,0,0,0,0,0.0,0.0
103,coup,0.32,0.79,0.689,1,0,1,0,1,1,0.0,0.0
104,note,0.625,0.235,0.407,0,0,0,0,0,0,0.0,0.0
104,expression,0.79,0.65,0.721,0,0,0,0,0,0,0.0,0.0
104,temps,0.604,0.288,0.609,0,0,0,0,0,0,0.0,1
104,beau,0.701,0.471,0.636,0,0,0,1,0,0,0.0,0.0
105,dommage,0.059,0.726,0.403,1,1,1,0,1,0,0.0,0.0
105,bon,0.622,0.416,0.601,0,0,0,0,0,1,0.0,0.0
105,pluie,0.542,0.388,0.33,0,0,0,0,1,0,0.0,0.0
105,santé,0.935,0.427,0.551,0,0,0,1,0,0,0.0,0.0
106,diable,0.161,0.9,0.611,1,1,1,0,1,0,0.0,0.273
106,école,0.602,0.407,0.672,0,0,0,0,0,0,1,0.0
107,gens,0.604,0.4,0.5,0,0,0,0,0,0,0.0,0.0
107,école,0.602,0.407,0.672,0,0,0,0,0,0,1,0.0
107,bras,0.464,0.395,0.483,0,0,0,0,0,0,0.0,0.0
107,droit,0.851,0.39,0.708,0,0,0,0,0,0,1,0.0
107,village,0.684,0.367,0.336,0,0,0,0,0,0,0.0,0.0
108,gras,0.286,0.361,0.325,0,1,0,0,0,0,0.0,0.0
108,ruche,0.471,0.452,0.544,1,0,1,0,0,0,0.0,0.0
109,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
109,parler,0.833,0.346,0.594,0,0,0,0,0,0,0.0,0.0
109,bétail,0.729,0.42,0.519,0,0,0,0,0,0,0.0,0.0
109,voisin,0.656,0.306,0.481,0,0,0,0,0,0,1,0.281
110,vélo,0.708,0.519,0.425,0,0,0,0,0,0,0.0,0.0
110,journal,0.602,0.283,0.444,0,0,0,0,0,0,0.0,0.0
110,gens,0.604,0.4,0.5,0,0,0,0,0,0,0.0,0.0
110,mérite,0.854,0.5,0.722,0,0,0,0,0,0,1,0.602
110,commune,0.5,0.488,0.655,0,0,0,0,0,0,0.0,0.0
110,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
110,faire,0.684,0.42,0.48,0,0,0,0,0,0,0.0,0.0
110,petit,0.344,0.458,0.31,0,0,0,0,1,0,0.0,0.5
110,tour,0.531,0.398,0.482,1,1,0,0,0,1,0.0,0.0
110,village,0.684,0.367,0.336,0,0,0,0,0,0,0.0,0.0
110,dîner,0.823,0.392,0.379,0,0,0,0,0,0,0.0,0.0
111,rage,0.219,0.927,0.598,1,0,1,0,0,0,0.0,0.0
111,aller,0.51,0.441,0.444,0,0,0,0,0,0,0.0,0.0
111,taureau,0.521,0.64,0.644,0,0,1,0,0,0,0.0,0.0
111,commune,0.5,0.488,0.655,0,0,0,0,0,0,0.0,0.0
111,maison,0.587,0.135,0.533,0,0,0,1,0,0,0.0,0.0
111,école,0.602,0.407,0.672,0,0,0,0,0,0,1,0.0
111,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
112,matin,0.542,0.284,0.345,0,0,0,0,0,0,0.0,0.5369560890018037
112,visiter,0.729,0.44,0.519,0,0,0,0,0,0,0.0,0.0
112,exemple,0.547,0.45,0.558,0,0,0,0,0,0,0.0,0.0
112,pompe,0.417,0.882,0.681,0,0,0,0,0,0,0.0,0.0
112,crever,0.337,0.346,0.298,0,0,1,0,1,1,0.0,0.0
112,rage,0.219,0.927,0.598,1,0,1,0,0,0,0.0,0.0
113,village,0.684,0.367,0.336,0,0,0,0,0,0,0.0,0.0
113,entier,0.653,0.357,0.572,0,0,0,0,0,0,0.0,0.0
113,matériel,0.531,0.294,0.417,0,0,0,0,0,0,0.0,0.0
113,incendie,0.344,0.721,0.594,1,0,1,0,0,1,0.0,0.0
113,juste,0.812,0.557,0.643,0,0,0,0,0,0,0.789,0.0
113,honneur,0.896,0.587,0.857,0,0,0,0,0,0,1,0.0
113,peine,0.062,0.49,0.24,0,0,0,0,1,0,0.0,0.0
113,rendre,0.541,0.395,0.448,0,0,0,0,0,0,0.0,0.0
113,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
113,mal,0.04,0.827,0.545,1,1,1,0,1,0,0.0,0.0
114,pompe,0.417,0.882,0.681,0,0,0,0,0,0,0.0,0.0
114,rage,0.219,0.927,0.598,1,0,1,0,0,0,0.0,0.0
114,crever,0.337,0.346,0.298,0,0,1,0,1,1,0.0,0.0
115,accompagner,0.833,0.406,0.585,0,0,0,0,0,0,0.0,0.0
115,tenir,0.448,0.29,0.364,0,0,0,0,0,0,0.0,0.0
115,compagnie,0.906,0.425,0.798,0,0,0,0,0,0,0.0,0.0
115,laisse,0.32,0.347,0.427,1,0,1,0,1,0,0.0,0.0
115,aller,0.51,0.441,0.444,0,0,0,0,0,0,0.0,0.0
115,imbécile,0.082,0.569,0.26,1,1,0,0,0,0,0.0,0.0
116,bête,0.255,0.459,0.175,1,1,1,0,0,0,0.0,0.0
117,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
117,chose,0.449,0.222,0.26,1,1,1,0,0,0,0.0,0.0
117,beau,0.701,0.471,0.636,0,0,0,1,0,0,0.0,0.0
117,âge,0.561,0.226,0.498,0,0,1,0,1,0,0.586,0.0
117,vingt,0.52,0.292,0.286,0,0,0,0,0,0,0.0,0.0
117,jeunesse,0.938,0.608,0.736,1,0,1,0,0,1,0.0,0.492
117,temps,0.604,0.288,0.609,0,0,0,0,0,0,0.0,1
118,verre,0.49,0.404,0.322,0,0,0,0,0,0,0.0,0.0
118,litre,0.439,0.265,0.436,0,0,0,0,0,0,0.0,0.0
118,bon,0.622,0.416,0.601,0,0,0,0,0,1,0.0,0.0
118,suite,0.79,0.42,0.4,0,0,0,0,0,0,0.0,1
118,aller,0.51,0.441,0.444,0,0,0,0,0,0,0.0,0.0
118,aubergiste,0.578,0.224,0.472,0,0,0,0,0,0,0.0,0.0
118,médecin,0.583,0.49,0.843,0,0,0,0,0,0,1,0.0
119,beau,0.701,0.471,0.636,0,0,0,1,0,0,0.0,0.0
119,baiser,0.417,0.462,0.34,1,0,0,1,0,1,0.0,1
119,billet,0.684,0.387,0.434,0,0,0,0,0,0,0.0,0.0
119,gagner,0.927,0.694,0.888,0,0,0,1,0,0,1,0.602
120,paysan,0.53,0.275,0.407,0,0,0,0,0,0,0.0,0.0
120,faire,0.684,0.42,0.48,0,0,0,0,0,0,0.0,0.0
121,amour,1.0,0.519,0.673,0,0,0,1,0,0,1,0.590171679501338
121,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
121,crever,0.337,0.346,0.298,0,0,1,0,1,1,0.0,0.0
121,liste,0.531,0.306,0.381,0,0,0,0,0,0,0.0,0.0
122,triste,0.135,0.555,0.255,0,0,1,0,1,0,0.0,0.0
122,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
122,fâcheux,0.122,0.555,0.291,1,1,0,0,0,0,0.0,0.0
122,idée,0.448,0.551,0.57,0,0,0,0,0,0,0.0,0.32
122,véritable,0.794,0.33,0.759,0,0,0,0,0,0,0.789,0.0
123,père,0.812,0.333,0.824,0,0,0,0,0,0,1,0.0
123,conseil,0.875,0.279,0.635,0,0,0,0,0,0,1,0.328
123,municipal,0.625,0.39,0.758,0,0,0,0,0,0,0.0,0.0
123,rester,0.604,0.275,0.516,0,0,0,0,0,0,0.0,0.0
123,idiot,0.384,0.349,0.161,1,1,0,1,0,0,0.0,0.0
124,as,0.467,0.545,0.441,0,0,0,1,0,0,0.0,0.0
124,brillant,0.885,0.59,0.726,0,0,0,1,0,0,1,0.4609999999999999
124,heure,0.552,0.265,0.336,0,0,0,0,0,0,0.0,0.516
124,jeune,0.827,0.48,0.686,0,0,0,0,0,1,0.0,0.5
124,homme,0.688,0.427,0.767,0,0,0,0,0,0,0.0,0.0
125,chose,0.449,0.222,0.26,1,1,1,0,0,0,0.0,0.0
125,haut,0.667,0.637,0.645,0,0,0,0,0,0,0.0,0.0
125,village,0.684,0.367,0.336,0,0,0,0,0,0,0.0,0.0
125,moment,0.604,0.435,0.509,0,0,0,0,0,0,0.0,0.0
126,rester,0.604,0.275,0.516,0,0,0,0,0,0,0.0,0.0
126,difficile,0.257,0.729,0.598,0,0,0,0,1,0,0.0,0.0
126,camarade,0.847,0.417,0.669,0,0,0,0,0,0,1,0.0
126,faire,0.684,0.42,0.48,0,0,0,0,0,0,0.0,0.0
126,article,0.594,0.27,0.465,0,0,0,0,0,0,0.0,0.0
127,rire,0.959,0.654,0.588,0,0,0,1,0,1,0.0,0.422
127,malade,0.104,0.431,0.136,0,1,1,0,1,0,0.0,0.0
127,vache,0.449,0.23,0.3,0,0,0,0,0,0,0.0,0.0
127,coup,0.32,0.79,0.689,1,0,1,0,1,1,0.0,0.0
127,queue,0.48,0.272,0.293,0,0,0,0,1,0,0.0,0.0
127,tomber,0.177,0.657,0.221,0,0,1,0,1,0,0.0,0.0
127,chapeau,0.604,0.183,0.353,0,0,0,0,0,0,0.0,0.0
127,école,0.602,0.407,0.672,0,0,0,0,0,0,1,0.0
128,râteau,0.41,0.286,0.314,0,0,0,0,0,0,0.0,0.0
128,façon,0.48,0.275,0.42,0,0,0,0,0,0,0.0,0.0
128,manche,0.531,0.27,0.273,0,0,0,0,0,0,0.0,0.0
128,nez,0.582,0.27,0.245,0,1,0,0,0,0,0.0,0.0
129,article,0.594,0.27,0.465,0,0,0,0,0,0,0.0,0.0
129,affaire,0.52,0.459,0.657,0,0,0,0,0,0,0.0,0.0
129,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
129,nombre,0.406,0.231,0.471,0,0,0,0,0,0,0.0,0.0
129,quantité,0.52,0.472,0.783,0,0,0,0,0,0,0.0,0.0
129,bétail,0.729,0.42,0.519,0,0,0,0,0,0,0.0,0.0
129,bref,0.469,0.3,0.279,0,0,0,0,0,0,0.0,0.0
130,lécher,0.47,0.482,0.33,0,1,0,0,0,0,0.0,0.0
130,diable,0.161,0.9,0.611,1,1,1,0,1,0,0.0,0.273
131,faire,0.684,0.42,0.48,0,0,0,0,0,0,0.0,0.0
131,mal,0.04,0.827,0.545,1,1,1,0,1,0,0.0,0.0
131,corvée,0.094,0.522,0.241,0,1,0,0,1,0,0.0,0.0
132,juste,0.812,0.557,0.643,0,0,0,0,0,0,0.789,0.0
133,particulier,0.6,0.491,0.564,0,0,1,0,0,1,0.0,0.0
133,animal,0.521,0.51,0.513,0,1,1,0,0,0,0.0,0.0
133,sacré,0.833,0.375,0.862,0,0,0,0,0,0,0.672,0.391
133,juste,0.812,0.557,0.643,0,0,0,0,0,0,0.789,0.0
134,noir,0.375,0.394,0.365,1,1,1,0,1,0,0.0,0.0
135,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
135,note,0.625,0.235,0.407,0,0,0,0,0,0,0.0,0.0
135,expression,0.79,0.65,0.721,0,0,0,0,0,0,0.0,0.0
136,demander,0.625,0.51,0.731,1,0,0,0,0,0,0.0,1
136,époque,0.553,0.343,0.797,0,0,0,0,0,0,0.0,0.516
136,fièvre,0.194,0.674,0.364,0,0,1,0,0,0,0.0,0.0
136,histoire,0.729,0.382,0.754,1,0,0,0,1,0,0.0,0.0
137,peste,0.083,0.596,0.355,0,1,1,0,1,0,0.0,0.0
137,siècle,0.407,0.347,0.735,0,0,0,0,0,0,0.0,0.0
137,histoire,0.729,0.382,0.754,1,0,0,0,1,0,0.0,0.0
138,note,0.625,0.235,0.407,0,0,0,0,0,0,0.0,0.0
138,bien,0.938,0.368,0.534,0,0,1,1,0,1,1,0.0
138,certificat,0.786,0.377,0.746,0,0,0,0,0,0,0.0,0.0
138,chose,0.449,0.222,0.26,1,1,1,0,0,0,0.0,0.0
138,imbécile,0.082,0.569,0.26,1,1,0,0,0,0,0.0,0.0
138,faire,0.684,0.42,0.48,0,0,0,0,0,0,0.0,0.0
138,chambre,0.729,0.283,0.445,0,0,0,0,0,0,0.0,0.0
138,donner,0.521,0.441,0.694,0,0,0,0,0,0,0.4899619895217705,0.414
138,bois,0.656,0.34,0.473,0,0,0,0,0,0,0.0,0.0
138,hiver,0.663,0.355,0.5,0,0,0,0,1,0,0.0,0.0
139,paix,0.939,0.156,0.613,0,0,0,1,0,0,1,0.0
139,plein,0.602,0.255,0.704,0,0,0,0,0,0,0.6698497334343605,0.0
139,note,0.625,0.235,0.407,0,0,0,0,0,0,0.0,0.0
139,expression,0.79,0.65,0.721,0,0,0,0,0,0,0.0,0.0
140,goutte,0.354,0.314,0.17,0,1,1,0,1,0,0.0,0.0
140,bière,0.656,0.657,0.817,0,0,0,1,0,0,0.0,0.0
140,tenir,0.448,0.29,0.364,0,0,0,0,0,0,0.0,0.0
140,ivre,0.079,0.824,0.246,0,1,0,0,0,0,0.0,0.0
140,voyant,0.698,0.657,0.661,0,1,0,0,0,0,0.0,0.0
140,père,0.812,0.333,0.824,0,0,0,0,0,0,1,0.0
140,famille,0.968,0.383,0.643,0,0,0,0,0,0,0.0,0.0
141,bon,0.622,0.416,0.601,0,0,0,0,0,1,0.0,0.0
141,manger,0.731,0.5,0.464,0,0,0,0,0,0,0.0,0.0
