Id_block,valence,arousal,dominance,anger,disgust,fear,joy,sadness,surprise
0,0.062,0.49,0.24,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6243333333333333,0.6093333333333334,0.5476666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
2,0.906,0.717,0.615,0.0,0.0,0.0,1.0,0.0,0.0
3,0.938,0.368,0.534,0.0,0.0,0.0,1.0,0.0,0.0
4,0.7144999999999999,0.6355,0.6005,0.0,0.0,0.0,1.0,0.0,0.5
5,0.495,0.3435,0.48225,0.0,0.25,0.0,0.5,0.0,0.25
6,0.6587999999999999,0.4676,0.46959999999999996,0.0,0.0,0.0,0.4,0.0,0.2
8,0.669,0.4605,0.4475,0.0,0.0,0.0,0.0,0.0,0.0
9,0.815,0.5413333333333333,0.719,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
11,0.7813333333333333,0.5026666666666667,0.5576666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
12,0.909,0.5205,0.605,0.0,0.0,0.0,0.5,0.0,0.0
13,0.5303333333333333,0.516,0.5291666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0
14,0.786,0.5236666666666666,0.6266666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
15,0.6946666666666667,0.5,0.7766666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
16,0.5515,0.556,0.6174999999999999,0.0,0.0,0.0,0.0,0.0,0.0
17,0.724,0.6185,0.5485,0.0,0.0,0.0,0.0,0.0,0.5
18,0.5172,0.4974,0.5086,0.0,0.0,0.4,0.4,0.4,0.0
19,0.7546666666666667,0.5499999999999999,0.6223333333333333,0.0,0.0,0.0,0.0,0.0,0.0
20,0.922,0.461,0.552,0.0,0.0,0.0,1.0,0.0,0.0
21,0.145,0.392,0.31,0.0,0.0,0.0,0.0,1.0,0.0
22,0.3535,0.52,0.439,0.0,0.0,0.0,0.0,0.0,0.0
23,0.7173333333333334,0.5479999999999999,0.6263333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
24,0.854,0.576,0.7403333333333334,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
25,0.292,0.558,0.433,0.0,0.0,0.0,0.0,0.0,0.0
29,0.6956666666666665,0.278,0.5833333333333334,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
31,0.63,0.29900000000000004,0.4855,0.0,0.0,0.0,0.0,0.0,0.0
32,0.375,0.6020000000000001,0.426,0.5,0.0,0.5,0.0,0.0,0.0
33,0.1936,0.533,0.36679999999999996,0.2,0.2,0.2,0.0,0.2,0.0
34,0.6565,0.401,0.4595,0.0,0.0,0.0,0.5,0.0,0.0
36,0.4595,0.5960000000000001,0.5137499999999999,0.25,0.25,0.25,0.0,0.0,0.0
37,0.4346666666666667,0.5806666666666667,0.523,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
38,0.329,0.9,0.718,0.0,0.0,0.0,0.0,0.0,0.0
39,0.5865,0.324,0.359,0.0,0.0,0.0,0.5,0.5,0.0
40,0.71,0.216,0.473,0.0,0.0,0.0,0.0,0.0,0.0
41,0.587,0.135,0.533,0.0,0.0,0.0,1.0,0.0,0.0
42,0.6496,0.568,0.612,0.2,0.2,0.2,0.4,0.2,0.2
43,0.7734,0.5603999999999999,0.7448,0.0,0.0,0.0,0.6,0.0,0.0
44,0.8125,0.49,0.58675,0.0,0.0,0.0,0.5,0.0,0.0
45,0.535,0.3575,0.43225,0.0,0.25,0.0,0.25,0.0,0.0
46,0.8009999999999999,0.49724999999999997,0.651,0.0,0.0,0.0,0.5,0.0,0.0
48,0.062,0.704,0.225,0.0,0.0,0.0,0.0,0.0,0.0
49,0.587,0.135,0.533,0.0,0.0,0.0,1.0,0.0,0.0
50,0.5443333333333333,0.544,0.5396666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
51,0.59075,0.525,0.64775,0.0,0.0,0.0,0.25,0.25,0.0
52,0.496,0.44980000000000003,0.45220000000000005,0.0,0.0,0.0,0.2,0.0,0.0
53,0.6837500000000001,0.44575,0.6565,0.0,0.0,0.0,0.5,0.0,0.0
54,0.37666666666666665,0.5963333333333333,0.25333333333333335,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
55,0.8115,0.46599999999999997,0.5940000000000001,0.0,0.0,0.0,1.0,0.0,0.0
56,0.90875,0.48825,0.722,0.0,0.0,0.0,1.0,0.0,0.0
57,0.938,0.447,0.732,0.0,0.0,0.0,1.0,0.0,0.0
58,0.9033333333333333,0.48600000000000004,0.67,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
59,0.782,0.6054999999999999,0.65,0.0,0.0,0.0,0.5,0.0,0.0
61,0.395,0.351,0.231,0.0,0.0,0.0,0.0,0.0,0.0
