,Id_block,valence_als,arousal_als,dominance_als,anger_als,disgust_als,fear_als,joy_als,sadness_als,surprise_als,trust_als,anticipation_als,valence_fr,arousal_fr,dominance_fr,anger_fr,disgust_fr,fear_fr,joy_fr,sadness_fr,surprise_fr,trust_fr,anticipation_fr
15,15,0.724,0.458,0.788,0.000,0.000,0.133,0.230,0.000,0.094,0.490,0.295,0.597,0.498,0.720,0.141,0.000,0.230,0.094,0.000,0.094,0.290,0.174
16,16,0.620,0.459,0.692,0.094,0.000,0.000,0.100,0.000,0.000,0.358,0.000,0.696,0.474,0.732,0.136,0.000,0.000,0.125,0.000,0.000,0.357,0.000
17,17,0.694,0.581,0.605,0.000,0.000,0.000,0.072,0.000,0.269,0.115,0.398,0.718,0.551,0.608,0.000,0.086,0.068,0.296,0.000,0.201,0.000,0.350
18,18,0.548,0.489,0.537,0.054,0.057,0.230,0.158,0.206,0.031,0.088,0.222,0.570,0.534,0.561,0.077,0.069,0.188,0.182,0.115,0.049,0.000,0.201
19,19,0.759,0.467,0.627,0.006,0.044,0.000,0.094,0.000,0.025,0.386,0.041,0.620,0.480,0.568,0.104,0.166,0.077,0.106,0.046,0.053,0.252,0.119
20,21,0.461,0.320,0.420,0.000,0.000,0.000,0.000,0.182,0.094,0.000,0.333,0.642,0.397,0.557,0.000,0.000,0.072,0.000,0.000,0.060,0.156,0.591
21,22,0.570,0.473,0.512,0.121,0.115,0.000,0.000,0.000,0.000,0.287,0.000,0.613,0.446,0.569,0.099,0.123,0.049,0.142,0.085,0.093,0.266,0.342
22,23,0.688,0.458,0.635,0.000,0.000,0.000,0.222,0.000,0.067,0.373,0.133,0.694,0.477,0.626,0.025,0.000,0.033,0.201,0.000,0.077,0.427,0.268
23,24,0.854,0.576,0.740,0.000,0.000,0.000,0.566,0.000,0.214,0.341,0.373,0.769,0.530,0.692,0.000,0.072,0.085,0.329,0.000,0.107,0.298,0.274
24,25,0.464,0.418,0.388,0.106,0.000,0.000,0.000,0.000,0.000,0.000,0.242,0.625,0.611,0.646,0.285,0.278,0.379,0.344,0.334,0.301,0.379,0.430
25,26,0.812,0.333,0.824,0.000,0.000,0.000,0.000,0.000,0.000,0.586,0.000,0.729,0.409,0.604,0.025,0.063,0.047,0.163,0.000,0.000,0.195,0.174
26,27,0.587,0.422,0.771,0.000,0.000,0.000,0.000,0.000,0.000,0.410,0.000,0.474,0.330,0.382,0.000,0.000,0.000,0.000,0.000,0.445,0.000,0.000
27,28,0.633,0.506,0.468,0.000,0.000,0.000,0.000,0.000,0.000,0.469,0.000,0.624,0.417,0.532,0.000,0.000,0.000,0.000,0.000,0.000,0.586,0.000
28,29,0.696,0.397,0.671,0.000,0.000,0.019,0.218,0.119,0.030,0.434,0.120,0.729,0.441,0.689,0.000,0.000,0.055,0.241,0.099,0.154,0.442,0.106
29,30,0.683,0.333,0.618,0.000,0.000,0.000,0.000,0.000,0.000,0.727,0.000,0.666,0.398,0.628,0.000,0.000,0.000,0.000,0.000,0.000,0.656,0.000
30,31,0.630,0.299,0.485,0.000,0.000,0.000,0.383,0.000,0.000,0.000,0.000,0.668,0.349,0.594,0.187,0.000,0.068,0.305,0.052,0.000,0.224,0.000
31,32,0.507,0.473,0.485,0.192,0.097,0.128,0.042,0.000,0.000,0.187,0.162,0.606,0.431,0.544,0.007,0.000,0.031,0.173,0.000,0.204,0.207,0.387
32,33,0.355,0.467,0.414,0.121,0.065,0.105,0.000,0.115,0.035,0.116,0.060,0.495,0.519,0.573,0.090,0.000,0.162,0.048,0.000,0.073,0.296,0.368
33,34,0.680,0.402,0.517,0.000,0.000,0.000,0.137,0.117,0.055,0.427,0.096,0.541,0.468,0.605,0.000,0.000,0.129,0.169,0.144,0.000,0.305,0.000
34,35,0.971,0.400,0.685,0.000,0.000,0.000,0.000,0.000,0.000,0.844,0.000,0.709,0.440,0.518,0.000,0.000,0.059,0.122,0.000,0.000,0.365,0.285
35,36,0.547,0.505,0.567,0.101,0.128,0.071,0.060,0.035,0.033,0.354,0.144,0.625,0.434,0.566,0.020,0.077,0.029,0.075,0.039,0.055,0.353,0.156
36,37,0.529,0.519,0.598,0.000,0.000,0.254,0.067,0.180,0.256,0.396,0.137,0.570,0.532,0.607,0.000,0.000,0.239,0.067,0.168,0.256,0.390,0.137
37,38,0.544,0.494,0.645,0.126,0.000,0.151,0.000,0.000,0.000,0.417,0.000,0.517,0.505,0.647,0.150,0.000,0.185,0.000,0.000,0.000,0.417,0.000
38,39,0.624,0.346,0.389,0.000,0.000,0.089,0.182,0.177,0.073,0.206,0.268,0.643,0.416,0.570,0.015,0.038,0.081,0.201,0.106,0.000,0.158,0.106
39,40,0.651,0.313,0.617,0.021,0.000,0.000,0.000,0.000,0.000,0.310,0.000,0.664,0.590,0.645,0.219,0.273,0.373,0.339,0.322,0.000,0.000,0.000
40,41,0.405,0.151,0.399,0.000,0.000,0.000,0.280,0.000,0.000,0.000,0.262,0.586,0.459,0.553,0.144,0.225,0.171,0.171,0.107,0.025,0.160,0.187
41,42,0.640,0.448,0.564,0.068,0.071,0.095,0.255,0.067,0.071,0.341,0.115,0.668,0.471,0.555,0.053,0.085,0.068,0.239,0.048,0.084,0.341,0.122
42,43,0.718,0.469,0.712,0.000,0.000,0.019,0.394,0.047,0.000,0.433,0.158,0.649,0.477,0.575,0.065,0.039,0.089,0.344,0.034,0.026,0.318,0.153
43,44,0.764,0.482,0.573,0.000,0.000,0.000,0.356,0.000,0.052,0.452,0.092,0.760,0.466,0.575,0.000,0.000,0.051,0.414,0.000,0.062,0.534,0.319
44,45,0.595,0.367,0.463,0.000,0.108,0.050,0.165,0.136,0.036,0.158,0.250,0.627,0.412,0.538,0.000,0.055,0.000,0.212,0.028,0.117,0.283,0.234
45,46,0.801,0.497,0.651,0.000,0.000,0.000,0.492,0.002,0.150,0.146,0.139,0.810,0.589,0.648,0.000,0.029,0.000,0.642,0.009,0.124,0.368,0.411
46,47,0.749,0.438,0.672,0.000,0.000,0.000,0.000,0.000,0.000,0.510,0.188,0.697,0.399,0.617,0.000,0.000,0.028,0.094,0.000,0.030,0.577,0.225
47,48,0.437,0.518,0.524,0.000,0.000,0.242,0.000,0.227,0.000,0.293,0.000,0.457,0.551,0.533,0.000,0.000,0.310,0.000,0.113,0.000,0.291,0.133
48,49,0.653,0.244,0.489,0.000,0.000,0.000,0.280,0.000,0.000,0.242,0.000,0.643,0.401,0.519,0.000,0.245,0.085,0.140,0.000,0.000,0.000,0.159
49,50,0.614,0.495,0.635,0.207,0.000,0.192,0.133,0.256,0.044,0.287,0.194,0.499,0.563,0.668,0.239,0.164,0.188,0.136,0.260,0.124,0.164,0.117
50,51,0.660,0.467,0.616,0.063,0.064,0.051,0.154,0.089,0.000,0.162,0.174,0.615,0.514,0.624,0.057,0.070,0.016,0.141,0.000,0.052,0.192,0.171
51,52,0.533,0.434,0.451,0.000,0.000,0.042,0.159,0.143,0.036,0.452,0.064,0.653,0.488,0.587,0.000,0.000,0.000,0.189,0.100,0.000,0.407,0.000
52,53,0.709,0.423,0.690,0.000,0.000,0.019,0.303,0.073,0.000,0.342,0.228,0.685,0.456,0.656,0.000,0.027,0.000,0.235,0.024,0.125,0.558,0.325
53,54,0.546,0.508,0.397,0.188,0.176,0.222,0.000,0.304,0.000,0.117,0.117,0.567,0.518,0.542,0.216,0.145,0.184,0.094,0.191,0.036,0.201,0.267
54,55,0.712,0.382,0.644,0.000,0.000,0.000,0.332,0.000,0.000,0.111,0.129,0.714,0.410,0.609,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.384
55,56,0.813,0.418,0.711,0.000,0.000,0.016,0.455,0.000,0.036,0.493,0.144,0.831,0.488,0.668,0.000,0.000,0.000,0.547,0.000,0.000,0.441,0.286
56,57,0.780,0.377,0.755,0.000,0.000,0.000,0.344,0.000,0.000,0.582,0.000,0.708,0.565,0.671,0.219,0.273,0.373,0.344,0.322,0.000,0.359,0.000
57,58,0.833,0.441,0.697,0.000,0.000,0.000,0.406,0.000,0.055,0.420,0.096,0.753,0.595,0.659,0.109,0.136,0.187,0.405,0.161,0.000,0.283,0.139
58,59,0.729,0.506,0.693,0.162,0.000,0.000,0.268,0.000,0.000,0.148,0.000,0.678,0.552,0.558,0.087,0.109,0.149,0.388,0.248,0.078,0.242,0.128
59,60,0.622,0.306,0.778,0.000,0.000,0.000,0.000,0.000,0.000,0.445,0.000,0.602,0.445,0.518,0.000,0.000,0.000,0.574,0.000,0.000,0.000,0.000
60,62,0.811,0.536,0.650,0.000,0.000,0.000,0.402,0.000,0.000,0.363,0.000,0.731,0.442,0.612,0.000,0.072,0.057,0.392,0.000,0.000,0.359,0.000
61,63,0.395,0.351,0.231,0.000,0.000,0.250,0.000,0.359,0.000,0.203,0.000,0.732,0.640,0.438,0.000,0.000,0.000,0.728,0.000,0.000,0.000,0.000
62,64,0.783,0.423,0.592,0.000,0.017,0.000,0.214,0.000,0.049,0.364,0.055,0.725,0.484,0.655,0.000,0.000,0.016,0.140,0.000,0.000,0.468,0.107
63,65,0.594,0.406,0.494,0.000,0.047,0.000,0.197,0.117,0.000,0.152,0.268,0.664,0.507,0.591,0.087,0.109,0.149,0.238,0.129,0.000,0.122,0.416
64,66,0.647,0.321,0.671,0.000,0.000,0.000,0.121,0.000,0.000,0.351,0.129,0.703,0.372,0.571,0.000,0.000,0.000,0.121,0.000,0.000,0.240,0.288
65,67,0.552,0.358,0.473,0.000,0.000,0.000,0.484,0.000,0.000,0.375,0.000,0.647,0.564,0.599,0.073,0.091,0.153,0.151,0.107,0.126,0.246,0.167
66,68,0.770,0.359,0.478,0.000,0.000,0.000,0.380,0.101,0.073,0.206,0.128,0.679,0.641,0.660,0.146,0.182,0.249,0.226,0.215,0.156,0.000,0.000
67,69,0.938,0.368,0.534,0.000,0.000,0.000,0.547,0.000,0.219,0.617,0.383,0.706,0.434,0.581,0.000,0.000,0.000,0.367,0.000,0.245,0.154,0.159
68,70,0.635,0.590,0.427,0.000,0.000,0.000,0.363,0.039,0.176,0.281,0.321,0.706,0.686,0.668,0.000,0.000,0.086,0.338,0.000,0.176,0.270,0.582
69,71,0.727,0.411,0.640,0.000,0.000,0.000,0.228,0.000,0.000,0.328,0.000,0.655,0.406,0.490,0.000,0.000,0.029,0.302,0.048,0.027,0.241,0.125
70,72,0.744,0.451,0.608,0.000,0.000,0.042,0.262,0.060,0.107,0.501,0.233,0.748,0.505,0.674,0.000,0.000,0.025,0.198,0.000,0.128,0.402,0.366
71,73,0.587,0.280,0.630,0.000,0.000,0.000,0.000,0.000,0.000,0.461,0.000,0.578,0.409,0.482,0.000,0.000,0.000,0.182,0.000,0.221,0.206,0.292
72,74,0.812,0.333,0.824,0.000,0.000,0.000,0.000,0.000,0.000,0.586,0.000,0.802,0.344,0.793,0.000,0.000,0.000,0.000,0.000,0.000,0.586,0.000
73,75,0.670,0.330,0.612,0.000,0.000,0.000,0.000,0.000,0.000,0.465,0.000,0.472,0.479,0.455,0.000,0.000,0.070,0.000,0.000,0.223,0.000,0.250
74,76,0.619,0.355,0.597,0.055,0.051,0.047,0.137,0.100,0.055,0.449,0.225,0.593,0.478,0.598,0.000,0.000,0.000,0.226,0.000,0.000,0.388,0.138
75,77,0.471,0.610,0.585,0.336,0.152,0.367,0.000,0.274,0.418,0.000,0.293,0.451,0.550,0.485,0.227,0.328,0.187,0.000,0.161,0.000,0.000,0.146
76,78,0.719,0.353,0.446,0.000,0.000,0.000,0.000,0.000,0.000,0.484,0.000,0.568,0.509,0.478,0.000,0.000,0.112,0.274,0.000,0.110,0.309,0.484
77,79,0.418,0.675,0.474,0.410,0.297,0.328,0.391,0.184,0.000,0.000,0.000,0.488,0.522,0.522,0.257,0.148,0.154,0.187,0.092,0.121,0.000,0.000
78,80,0.738,0.481,0.526,0.000,0.000,0.000,0.402,0.061,0.090,0.195,0.340,0.753,0.481,0.608,0.000,0.086,0.068,0.392,0.000,0.108,0.392,0.258
79,81,0.526,0.555,0.422,0.000,0.000,0.000,0.229,0.000,0.073,0.443,0.305,0.581,0.554,0.518,0.109,0.136,0.187,0.169,0.161,0.000,0.178,0.133
80,82,0.622,0.306,0.778,0.000,0.000,0.000,0.000,0.000,0.000,0.445,0.000,0.603,0.568,0.582,0.219,0.273,0.373,0.234,0.322,0.000,0.218,0.207
81,83,0.714,0.349,0.528,0.000,0.000,0.000,0.221,0.000,0.044,0.230,0.320,0.645,0.467,0.633,0.056,0.000,0.044,0.124,0.016,0.085,0.167,0.122
82,84,0.935,0.427,0.551,0.000,0.000,0.000,0.493,0.000,0.000,0.000,0.000,0.935,0.427,0.551,0.000,0.000,0.000,0.493,0.000,0.000,0.000,0.000
83,85,0.604,0.288,0.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.516,0.591,0.412,0.593,0.000,0.000,0.000,0.000,0.000,0.000,0.308,0.258
84,86,0.707,0.405,0.478,0.083,0.075,0.065,0.173,0.152,0.036,0.243,0.064,0.651,0.468,0.584,0.196,0.074,0.100,0.234,0.106,0.000,0.112,0.000
85,87,0.645,0.439,0.447,0.000,0.000,0.083,0.326,0.120,0.000,0.141,0.221,0.753,0.534,0.574,0.000,0.000,0.000,0.246,0.000,0.000,0.000,0.301
86,88,0.604,0.540,0.558,0.000,0.000,0.000,0.484,0.000,0.000,0.219,0.664,0.571,0.640,0.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.603
87,90,0.859,0.373,0.698,0.000,0.000,0.000,0.235,0.000,0.000,0.668,0.000,0.710,0.388,0.642,0.000,0.000,0.000,0.000,0.000,0.099,0.401,0.000
88,91,0.572,0.431,0.629,0.114,0.000,0.137,0.000,0.159,0.000,0.425,0.000,0.580,0.456,0.671,0.190,0.000,0.229,0.000,0.266,0.000,0.398,0.000
89,92,0.797,0.404,0.714,0.000,0.000,0.000,0.125,0.000,0.000,0.563,0.219,0.767,0.425,0.647,0.000,0.000,0.000,0.125,0.000,0.000,0.563,0.219
90,93,0.647,0.551,0.545,0.144,0.133,0.166,0.182,0.115,0.000,0.244,0.101,0.540,0.553,0.484,0.265,0.255,0.163,0.230,0.090,0.117,0.103,0.212
91,94,0.766,0.363,0.498,0.000,0.000,0.000,0.295,0.000,0.000,0.242,0.000,0.616,0.421,0.447,0.070,0.058,0.000,0.425,0.078,0.080,0.133,0.221
92,95,0.906,0.413,0.573,0.000,0.000,0.000,0.471,0.000,0.000,0.750,0.000,0.844,0.396,0.648,0.000,0.000,0.000,0.000,0.000,0.000,0.616,0.000
93,96,0.800,0.400,0.620,0.000,0.000,0.000,0.594,0.000,0.000,0.000,0.000,0.711,0.743,0.689,0.000,0.000,0.000,0.000,0.000,0.469,0.000,0.000
94,97,0.707,0.463,0.583,0.000,0.000,0.000,0.441,0.000,0.180,0.596,0.219,0.731,0.498,0.666,0.000,0.000,0.000,0.289,0.000,0.090,0.503,0.274
95,98,0.815,0.549,0.675,0.033,0.000,0.077,0.474,0.000,0.030,0.394,0.195,0.759,0.650,0.656,0.078,0.061,0.141,0.398,0.072,0.000,0.265,0.114
96,99,0.938,0.368,0.534,0.000,0.000,0.000,0.547,0.000,0.219,0.617,0.383,0.683,0.509,0.622,0.000,0.000,0.000,0.339,0.000,0.000,0.285,0.000
97,100,0.233,0.459,0.210,0.258,0.476,0.000,0.258,0.000,0.000,0.000,0.000,0.187,0.497,0.192,0.516,0.424,0.000,0.000,0.000,0.000,0.000,0.000
98,101,0.364,0.557,0.453,0.309,0.320,0.340,0.182,0.357,0.000,0.096,0.172,0.511,0.533,0.462,0.148,0.145,0.138,0.254,0.131,0.000,0.278,0.103
99,102,0.626,0.477,0.500,0.056,0.041,0.038,0.109,0.080,0.000,0.233,0.103,0.649,0.496,0.548,0.012,0.000,0.000,0.203,0.000,0.000,0.338,0.083
100,103,0.569,0.504,0.504,0.297,0.199,0.183,0.266,0.137,0.264,0.258,0.096,0.458,0.567,0.485,0.328,0.140,0.000,0.226,0.000,0.000,0.000,0.000
101,104,0.652,0.379,0.623,0.000,0.000,0.000,0.391,0.000,0.000,0.000,0.258,0.697,0.384,0.637,0.000,0.000,0.000,0.375,0.000,0.000,0.000,0.258
102,105,0.539,0.489,0.471,0.144,0.098,0.000,0.123,0.185,0.000,0.121,0.000,0.650,0.492,0.502,0.193,0.142,0.214,0.390,0.178,0.247,0.000,0.000
103,106,0.510,0.507,0.640,0.180,0.166,0.207,0.000,0.144,0.000,0.244,0.227,0.514,0.465,0.553,0.138,0.127,0.149,0.000,0.108,0.186,0.222,0.181
104,107,0.594,0.500,0.671,0.164,0.119,0.150,0.109,0.074,0.000,0.434,0.097,0.584,0.512,0.617,0.173,0.148,0.154,0.082,0.092,0.000,0.474,0.000
105,108,0.286,0.361,0.325,0.000,0.539,0.000,0.000,0.312,0.000,0.000,0.000,0.508,0.394,0.417,0.000,0.202,0.000,0.156,0.104,0.148,0.145,0.138
106,109,0.689,0.374,0.534,0.000,0.000,0.000,0.137,0.000,0.098,0.398,0.166,0.747,0.413,0.484,0.000,0.000,0.000,0.226,0.000,0.057,0.174,0.094
107,110,0.558,0.471,0.471,0.041,0.225,0.000,0.109,0.244,0.169,0.256,0.077,0.600,0.460,0.532,0.047,0.137,0.113,0.126,0.099,0.091,0.272,0.216
108,111,0.587,0.459,0.584,0.228,0.121,0.160,0.277,0.000,0.055,0.287,0.096,0.697,0.385,0.599,0.000,0.000,0.000,0.313,0.000,0.089,0.264,0.000
109,112,0.421,0.480,0.520,0.222,0.069,0.092,0.000,0.067,0.000,0.225,0.059,0.526,0.404,0.477,0.212,0.039,0.067,0.000,0.059,0.000,0.182,0.202
110,113,0.467,0.531,0.593,0.219,0.110,0.237,0.107,0.143,0.027,0.345,0.048,0.566,0.524,0.573,0.230,0.092,0.235,0.188,0.153,0.000,0.204,0.034
111,115,0.082,0.569,0.260,0.000,0.461,0.000,0.000,0.000,0.000,0.000,0.000,0.193,0.471,0.187,0.516,0.429,0.000,0.000,0.000,0.000,0.000,0.000
112,116,0.255,0.459,0.175,0.562,0.000,0.734,0.000,0.000,0.000,0.000,0.000,0.216,0.423,0.203,0.000,0.000,0.000,0.516,0.000,0.000,0.000,0.000
113,117,0.781,0.413,0.656,0.007,0.000,0.010,0.375,0.000,0.065,0.224,0.232,0.737,0.423,0.629,0.006,0.000,0.008,0.352,0.000,0.021,0.219,0.178
114,118,0.648,0.464,0.587,0.000,0.000,0.000,0.186,0.000,0.108,0.473,0.248,0.741,0.525,0.681,0.000,0.000,0.000,0.308,0.000,0.108,0.377,0.248
115,119,0.691,0.495,0.578,0.228,0.000,0.000,0.529,0.000,0.078,0.262,0.178,0.602,0.601,0.670,0.269,0.213,0.221,0.187,0.197,0.171,0.284,0.150
116,120,0.188,0.558,0.259,0.441,0.445,0.000,0.000,0.625,0.000,0.000,0.000,0.188,0.558,0.259,0.441,0.445,0.000,0.000,0.000,0.000,0.000,0.000
117,121,0.969,0.444,0.604,0.000,0.000,0.000,0.688,0.000,0.110,0.688,0.192,0.780,0.519,0.612,0.000,0.000,0.059,0.481,0.000,0.000,0.283,0.417
118,122,0.398,0.493,0.360,0.194,0.117,0.120,0.182,0.281,0.073,0.206,0.128,0.493,0.510,0.476,0.061,0.110,0.137,0.217,0.167,0.025,0.209,0.128
119,123,0.690,0.320,0.540,0.172,0.164,0.000,0.172,0.000,0.000,0.393,0.109,0.633,0.420,0.605,0.129,0.105,0.000,0.082,0.000,0.000,0.499,0.082
120,124,0.781,0.498,0.604,0.000,0.000,0.000,0.410,0.000,0.000,0.412,0.248,0.731,0.470,0.626,0.000,0.086,0.068,0.304,0.000,0.033,0.233,0.402
121,126,0.552,0.573,0.633,0.178,0.114,0.179,0.000,0.000,0.000,0.324,0.000,0.603,0.537,0.684,0.178,0.114,0.000,0.000,0.000,0.000,0.314,0.000
122,127,0.439,0.565,0.476,0.176,0.157,0.210,0.127,0.247,0.183,0.180,0.060,0.544,0.481,0.506,0.089,0.071,0.131,0.095,0.121,0.040,0.204,0.118
123,128,0.362,0.465,0.251,0.000,0.090,0.000,0.000,0.315,0.000,0.000,0.000,0.291,0.559,0.377,0.000,0.000,0.266,0.000,0.314,0.000,0.000,0.000
124,129,0.679,0.372,0.496,0.000,0.000,0.000,0.137,0.117,0.055,0.457,0.096,0.670,0.505,0.636,0.146,0.182,0.249,0.226,0.215,0.000,0.242,0.000
125,130,0.342,0.563,0.441,0.313,0.422,0.339,0.000,0.325,0.000,0.096,0.263,0.364,0.592,0.448,0.230,0.345,0.248,0.000,0.180,0.161,0.225,0.091
126,131,0.040,0.827,0.545,0.706,0.758,0.833,0.000,0.672,0.000,0.000,0.000,0.570,0.667,0.465,0.148,0.145,0.197,0.273,0.131,0.000,0.179,0.154
127,134,0.375,0.394,0.365,0.000,0.000,0.000,0.000,0.281,0.000,0.000,0.000,0.600,0.513,0.515,0.000,0.138,0.203,0.352,0.170,0.000,0.263,0.000
128,135,0.938,0.368,0.534,0.000,0.000,0.000,0.547,0.000,0.219,0.617,0.383,0.511,0.544,0.505,0.115,0.000,0.078,0.226,0.145,0.000,0.000,0.206
129,136,0.409,0.592,0.547,0.000,0.000,0.234,0.000,0.000,0.000,0.000,0.293,0.568,0.503,0.626,0.109,0.136,0.187,0.109,0.161,0.000,0.000,0.275
130,137,0.526,0.434,0.508,0.000,0.284,0.234,0.197,0.182,0.000,0.242,0.000,0.666,0.472,0.596,0.109,0.136,0.187,0.257,0.161,0.000,0.182,0.000
131,138,0.565,0.433,0.483,0.000,0.115,0.000,0.137,0.000,0.055,0.387,0.096,0.513,0.508,0.530,0.238,0.244,0.187,0.169,0.161,0.000,0.122,0.103
132,139,0.747,0.220,0.548,0.000,0.000,0.000,0.272,0.000,0.000,0.271,0.107,0.771,0.334,0.529,0.000,0.000,0.000,0.593,0.000,0.152,0.632,0.000
133,140,0.553,0.464,0.471,0.000,0.275,0.125,0.125,0.000,0.000,0.146,0.000,0.559,0.515,0.537,0.000,0.178,0.083,0.083,0.000,0.112,0.194,0.000
134,141,0.438,0.398,0.451,0.083,0.123,0.155,0.000,0.266,0.000,0.303,0.000,0.581,0.516,0.608,0.148,0.145,0.136,0.169,0.130,0.000,0.322,0.000
135,142,0.515,0.469,0.730,0.000,0.000,0.000,0.000,0.000,0.000,0.492,0.000,0.681,0.418,0.683,0.000,0.000,0.000,0.000,0.000,0.000,0.554,0.000
136,143,0.670,0.280,0.644,0.000,0.000,0.000,0.384,0.000,0.000,0.148,0.000,0.670,0.276,0.554,0.000,0.000,0.000,0.559,0.000,0.000,0.000,0.000
137,144,0.508,0.329,0.505,0.000,0.000,0.125,0.000,0.179,0.000,0.324,0.000,0.682,0.400,0.625,0.000,0.000,0.000,0.469,0.000,0.000,0.485,0.414
138,145,0.510,0.594,0.567,0.182,0.097,0.128,0.295,0.047,0.152,0.319,0.308,0.723,0.524,0.610,0.000,0.000,0.047,0.392,0.000,0.166,0.197,0.448
139,146,0.707,0.396,0.454,0.000,0.000,0.000,0.159,0.000,0.044,0.339,0.222,0.762,0.449,0.574,0.000,0.000,0.000,0.359,0.000,0.031,0.264,0.213
140,147,0.592,0.440,0.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.656,0.702,0.427,0.525,0.000,0.107,0.085,0.155,0.000,0.000,0.160,0.308
141,148,0.635,0.234,0.576,0.000,0.000,0.000,0.280,0.000,0.000,0.363,0.000,0.677,0.443,0.604,0.067,0.061,0.049,0.208,0.000,0.000,0.280,0.115
142,149,0.598,0.423,0.513,0.000,0.000,0.000,0.000,0.224,0.000,0.164,0.297,0.482,0.485,0.453,0.125,0.254,0.226,0.095,0.281,0.098,0.125,0.306
143,150,0.499,0.726,0.672,0.089,0.057,0.230,0.182,0.000,0.000,0.268,0.144,0.478,0.689,0.646,0.133,0.057,0.190,0.000,0.000,0.000,0.264,0.295
144,151,0.534,0.396,0.499,0.281,0.000,0.367,0.000,0.000,0.000,0.293,0.000,0.542,0.428,0.532,0.000,0.000,0.000,0.172,0.000,0.000,0.401,0.000
145,152,0.609,0.394,0.556,0.000,0.000,0.083,0.000,0.000,0.000,0.573,0.000,0.663,0.621,0.624,0.000,0.000,0.000,0.306,0.000,0.000,0.233,0.123
146,153,0.631,0.334,0.388,0.000,0.000,0.089,0.182,0.177,0.073,0.367,0.128,0.668,0.579,0.508,0.000,0.000,0.067,0.435,0.133,0.000,0.090,0.080
147,154,0.350,0.534,0.401,0.261,0.119,0.394,0.230,0.167,0.000,0.000,0.106,0.534,0.505,0.488,0.117,0.059,0.206,0.268,0.084,0.068,0.144,0.095
148,155,0.795,0.446,0.602,0.031,0.000,0.000,0.000,0.000,0.000,0.199,0.000,0.547,0.562,0.551,0.191,0.219,0.281,0.177,0.310,0.193,0.219,0.133
