id	als	fr	de	en	valence	arousal	dominance	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	NRC_cosine	FEEL_cosine	avg_cosine	nb_checks
924	pique	piquer	pique	pique	0.3367926836114575	0.6055952658758508	0.3845176214262983	0.5330278335914872		0.461	0.4720177559285101			0.484		0.7446142188509045		0.7446142188509045	0
925	stupfe;stupf	piquer	pique;Stachel;Stechen	pique;sting;prick	0.291872967095055	0.6628806018328486	0.3647678094563771	0.6170254897289263		0.461	0.4727699813016136			0.484		0.861758961641136		0.861758961641136	0
926	Namesdaa;Namestag;Nammesdaa	fête	Feier;Party	celebration;party	0.9454511353799364	0.8228142452416849	0.7359697749663088		0.6559999999999999			0.860267527615846		0.539	0.523	0.9267907485889602		0.9267907485889602	0
927	glänzende;glänzendi;glänzend	brillant;éclatant;scintillant	leuchtenden;glänzend;brillant	lustrous;shiny;shining;glossy;glittering;gleaming;brilliant	0.8499259393588355	0.5994504034568233	0.7801931322987122		0.4610000000000001			0.7037155143321857			0.609	0.8306236315791774	0.8749154736322173	0.8527695526056973	0
928	klaga;klage	se plaindre;plainte	beschweren;trauern	complain;grieve	0.1276168920873134	0.5924836749158601	0.3074199884802557	0.469			0.375		0.7076270013992376			0.9143116004116604	0.636931538340461	0.7756215693760607	0
929	trauern	se plaindre;faire le deuil	trauern	mourn;grieve	0.1017528755672778	0.5690990413333833	0.2601512332595461	0.469			0.375		0.7785867006039247			0.8811667950277551	0.8224705193382114	0.8518186571829832	0
930	Angst;Aengschte;Angscht;Angschter;Angschte;angscht;Ängschte	frayeur;angoisse;crainte;peur;craindre	Ängste;fürchten;Angst	anxiousness;dread	0.2166713824235038	0.7438871000942455	0.3580124528480291		0.531		0.756297933776526					0.8357146363739671	0.586576835817765	0.7111457360958661	0
931	Konflikt	conflit	Streit;Konflikt	strife;conflict	0.310755375051835	0.8279808699989952	0.5071476931778579	0.6028379573390428			0.641		0.469			0.9135122773518144	0.5938804364764969	0.7536963569141556	0
932	stritte;Stritte;Streiten;Streit;stritt	conflit;querelle;contestation	Streit;streiten	dispute;strife;quarrel;argument	0.2709683441999685	0.7874603498765096	0.5450787696754558	0.6195996146598906			0.641		0.469			0.8083339032691315	0.6809551581129907	0.7446445306910611	0
933	Deschpetat;Dischpetat;Dischbetat	querelle	Streit;Fehde	quarrel;feud	0.2086339630686348	0.8168214718257699	0.4673011753680936	0.6538082303171484			0.641		0.469			0.8205313276987869	0.8145340218710208	0.8175326747849039	0
934	buschberli;buschberlig	aimable	liebenswert;liebenswürdig	lovable;amiable	0.8804393581045693	0.3596070852313546	0.5316995165427301					0.773			0.648	0.8659564386537446	0.3595761894590312	0.6127663140563879	0
935	liebenswürdig	gentil;aimable;agréable;accueillant	liebenswert;liebenswürdig	nice;enjoyable;homey;lovable;congenial;amiable;gentile	0.8703812537333554	0.3617334506568802	0.5526440932842785					0.7729999999999999			0.648	0.7710316433098335	0.3567345111682292	0.5638830772390313	0
936	Leichtherz	joyeux;aimable;gai	liebenswert;liebenswürdig	lovable;gleeful;amiable	0.8896294512903505	0.5200917273558571	0.5846562392282858					0.773			0.648	0.8306687025587983	0.2862305958721278	0.558449649215463	0
937	begriff;Begriff;begreifen;Begriffe;begreife;begriffe;begryffe;begriffen	appréhender	Begriff;Begriffe;begreifen	notion;term;apprehend	0.4511848185063253	0.4449773801392401	0.5913445278542839		0.531		0.6430241555893608					0.7624515773141013	0.5989701163284539	0.6807108468212776	0
938	erhabene;erhaben;erhawe	exalté	erhaben	exalted	0.7368248609225437	0.8462761870317387	0.7127672250498699		0.688			0.7009272345850911		0.5133617235766901	0.5244395632729512	0.8782600829492937		0.8782600829492937	0
939	Werzi	saveur	Geschmack;genießen	savor;flavor	0.840111513147472	0.5500659607134377	0.5481346625400465		0.4806021042435284	0.117		0.6637796591038134	0.034		0.5220030011636445	0.873456273225657	0.4838846033624217	0.6786704382940394	0
940	massleidi;massleidig	déprimé;découragé;dépressif	deprimiert	dispirited;downhearted;despondent;depressed;discouraged;crestfallen	0.1533151428420964	0.4257740356457326	0.1713860298161564	0.297			0.469		0.859			0.5127203726475313	0.7879532700959754	0.6503368213717533	0
941	qualvoll;Qualvoll	cruel	grausam	cruel	0.1616911926701477	0.824590999401595	0.497971263648746	0.734336920252329	0.4777912429683918	0.6426092830141024	0.6859676896213464	0.242	0.6379937755749968	0.657612883872215	0.398	0.867106920338669	0.8541741141280673	0.8606405172333682	0
942	gröusam;gröjsam;gröuisam;grausame;gräusam;Grausamer	féroce;barbare;cruellement;cruel;épouvantable;horrible;odieux	grausam;heftig;entsetzlich	fierce;cruelly;cruel;ferocious;heinous;gruesome;appalling	0.1682923157381415	0.8192113046079338	0.519609309795871	0.7431997741750554	0.4802700198432081	0.5865171171560797	0.6837539525785735	0.242	0.6696045219887743	0.6780044269695997	0.398	0.7045541076463859	0.7329683115611173	0.7187612096037517	0
943	g'schpanne;gschpanne;gschbanne	surpris;curieux	erschrocken;überrascht	surprised;inquisitive;nosy;inquiring	0.4113986651774765	0.6873136417160749	0.5082400617021426	0.7029268303454118	0.4772722505661285	0.5656159160011616	0.7686393939873818	0.242	0.6905518338782268	0.8373499690527397	0.398	0.5109071127081544	0.3606404920821	0.4357738023951272	0
944	wild;wildi;wilde;wilden;wilder	féroce;turbulent;sauvage	grausam;wild;heftig	fierce;untamed;uncivilized;ferocious	0.2367499290311902	0.7675784999567405	0.5691936884639671	0.7647367224682395	0.4754471478091294	0.5299335398179407	0.657123750533905	0.242	0.659856403109908	0.660981568529334	0.398	0.648218394324521	0.7085829304734421	0.6784006623989816	0
945	unbarmherzig	féroce;cruel;impitoyable	grausam;heftig;unversöhnlich;rücksichtslos	fierce;cruel;ferocious;ruthless;unforgiving	0.2001656658157088	0.7931724535168291	0.5530950585425621	0.7172608425165832	0.4757104502398905	0.5794820032569771	0.6764877401192518	0.242	0.63179296299711	0.6579401277877364	0.398	0.7826509614450984	0.7498348256190801	0.7662428935320893	0
946	grässlicher;grässlich;gräßlichi;Gräßlichs;gräßlich	horrible;odieux	grässlich	heinous;ghastly	0.1464757741925355	0.8057633926276396	0.4859852660467841	0.7212057749899253	0.4873398427427106	0.6158622270139109	0.7491159496584542	0.242	0.6909043260947664	0.6695043499160659	0.3979999999999999	0.5963420942839441	0.7057673397548975	0.6510547170194207	0
947	rücksichtslos;rucksichtslos	brutal;impitoyable;radical;inconsidéré;rudement	rücksichtslos	brutish;ruthless;radical;drastic;inconsiderate	0.271815232895527	0.7617835711354615	0.606020989725408	0.6147150443320235	0.4631182847918524	0.4993559715955315	0.6904737564876436	0.242	0.5131362404980737	0.6592544279948919	0.398	0.6464403794093456	0.550741033831663	0.5985907066205043	0
948	furchtbaren;furchtbarer;furchtbara;furichtbar;furichtbarer;furchtbari;furchtbar	épouvantable;terrible;horrible;atroce;monstrueux;redoutable;affreux;catastrophique	grausam;schrecklich;furchtbar;entsetzlich;grässlich	fearsome;catastrophic;horrid;horrible;frightful;dreadful;horrific;terrible;awful;horrendous;gruesome;ghastly;appalling;formidable	0.176090903887964	0.8100095564553039	0.5135666774300014	0.6713878495550683	0.4878107265793262	0.6059641896194993	0.6895151121215213	0.242	0.6751269019400576	0.6942496899669935	0.398	0.7087598669593873	0.7730664486956385	0.7409131578275129	0
949	verschreck;verschrocke;Verschrocke;schrecklich;vrschrocke;shreckli;Verschreck;Schrecklich;schreckli;schrecklicha;Schrecklichi;erschrok;erschrocken;schrecklicher;schrecklichs;verschrecke;erschrecken;verschrocken;schreckliche;schrecklichi;schrecklig;erschroken	épouvantable;terrible;horrible;terrifiant;affreux;effrayant;effroyable;catastrophique;terriblement;effrayé;terrifié;effrayer;surprenant;surpris	schrecklich;furchtbar;entsetzlich;erschreckender;erschreckend;erschrocken;erschrecken	catastrophic;horrid;horrible;spooky;creepy;terrible;awful;horrendous;appalling;dreadfully;terrifying;scared;terrified;terrify;frightened;startling;shockingly	0.2003724788772185	0.8279765215302092	0.4823038285522263	0.6946791132879534	0.4838776509943239	0.5960937046990112	0.7450144112577012	0.242	0.6852509032862029	0.7785179399404452	0.398	0.6513681264631713	0.7533448852359863	0.7023565058495789	0
950	schlechten;schlechte;schlæchte;schlecht;Schlecht;schlæcht;schlechti;schläechte;schlechteri;schläecht;schlechter	pire;mauvais;nul	schlecht;Schlecht;schlechter	null;poorly;worse	0.1175853478638209	0.5514232581276504	0.2135308157422666				0.484		0.453			0.7149742605433937	0.7599674159037337	0.7374708382235637	0
951	Krij;Kriej;Krej;Kriéj;Krieg;Kriei;Kriag	guerre	Krieg	warfare;war	0.0620983741274797	0.8725592312063194	0.7775580925851725	0.734			0.8950993370160347		0.734			0.907708885943466	0.9777132437602132	0.9427110648518396	0
952	abbekumme;abkomme;abkumme	accord;traité	Zustimmung;Übereinstimmung;Vertrag	accord;agreement;treaty;treatise	0.7023442000158814	0.402765067169688	0.6314649681719319								0.6585493972296198	0.9094329775435006	1.0	0.9547164887717504	0
953	Aprobation	accord	Zustimmung;Übereinstimmung	accord;agreement	0.7654284272335323	0.4072147528245398	0.6227211613968681								0.6585500455811849	0.9831849830761789	1.0	0.9915924915380894	0
954	Zustimmung;Zuestimmung	consentement;assentiment;agrément;approbation;accord	die Genehmigung;Billigung;Zustimmung	approbation;approval;acquiescence;assent;approvement;consent;agreement	0.7381173785217303	0.4923492193736895	0.7021229454181416								0.6522946917027433	0.9384974481467968	1.0	0.9692487240733983	0
955	Vertrag;Vertraa	accord;contrat;traité	Zustimmung;Übereinstimmung;Vertrag	accord;contract;agreement;treaty;treatise	0.6687156074900003	0.4023549739669816	0.6363162149593631								0.6585484101755502	0.8918087103807313	1.0	0.9459043551903656	0
956	Vorschuß	avance	voraus	advance	0.663686623970226	0.4839624416994323	0.7804642909611818		0.695		0.1879999999999999	0.375		0.375		0.9989908613113376	0.7890728267863454	0.8940318440488415	0
957	harthärzi	impitoyable;insensible	unversöhnlich;rücksichtslos	ruthless;unmoved;unforgiving;unfeeling;insensitive	0.2249436192713375	0.5651288373184665	0.4597758110392392	0.6540375748632893	0.4734092740003824	0.5575247489025784	0.6904364711340008	0.2419999999999999	0.6080586500127033	0.6528221005312614	0.398	0.5408322391266672	0.5861767928944848	0.563504516010576	0
958	iwerrumpelt	inconsidéré	rücksichtslos	inconsiderate	0.2101326938935784	0.6795052749235851	0.5032904280257541	0.5269964991310788	0.4570839689621722	0.445272919602898	0.6946918623112596	0.242	0.4594998302727798	0.6548978384979318	0.398	0.7155616525469679	0.5270804716799803	0.6213210621134742	0
959	hirnwietich;hirnwüetichi	enragé	tollwütig	rabid	0.1293071526161468	0.8172051789465604	0.4798729157847529	0.7760789475500274	0.4409828760224551	0.6433174375098172	0.6990311537687373	0.242	0.4659661848450622	0.6654701693695604	0.398	0.8980431779766151		0.8980431779766151	0
960	entsetzlich;entsetzlichen;entsetzlicha;Entsetzlich	épouvantable;horrible;horriblement	entsetzlich	horribly;horrific;appalling	0.1315968342561752	0.7870369256951995	0.4718075165776936	0.7266790384416864	0.4857521390193852	0.6398593642451237	0.7348717576418192	0.242	0.7366151492858308	0.6750606296082974	0.398	0.6755330690058718	0.745216650886257	0.7103748599460644	0
961	abscheili	détestable;abominable;atroce;monstrueux;affreux;exécrable;répugnant	schrecklich;furchtbar	horrid;frightful	0.1817024963287074	0.7811909170397515	0.4852825982813439	0.6878011342898273	0.4768094460922384	0.6111388295486967	0.7139014810574141	0.242	0.670781515474961	0.6760482962124875	0.398	0.8280862864106899	0.7692061180259908	0.7986462022183404	0
962	überraschende;iwerrascht;üewerrascht;iwwerrascht;überrascht	surprenant;surpris	erschreckend;überraschend;überrascht	surprising;surprised;startling	0.5992419144201735	0.8086190798015767	0.6046901353528014	0.6950975294355424	0.4792092401215451	0.5505190265603461	0.7336929552651024	0.242	0.6999244580114012	0.8336289563657823	0.398	0.6845463115862148	0.5385585032180439	0.6115524074021293	0
963	verstohlene;verstohlen;verstohle	furtif;furtivement	verstohlen	stealthy;stealthily	0.5583100088904327	0.3254517365451534	0.4827764671060442		0.531		0.25			0.4638194252175298		0.9098433552002668	0.8394393459778693	0.874641350589068	0
964	Geiste;Geischt;Geischter;Geister;Gaischtere	esprits	Spirituosen	spirits	0.583	0.847	0.545		0.531			0.375		0.414		1.0		1.0	0
965	Verderb;verderben;verdirb	perdition;gâcher	verdorben;verderben;Verderben	perdition	0.1871658902345136	0.6166321415030204	0.4705430455655573	0.562		0.461	0.577		0.569			0.998793195506972	0.9941633203625988	0.9964782579347856	0
966	schädlichs;schadlichi;schadlich	délétère;nocif;nuisible;pernicieux;préjudiciable	schädlich;verletzend	deleterious;harmful;injurious;detrimental;hurtful;noxious	0.1513123168885882	0.7113023822996896	0.358243537623108	0.5967504095917084		0.5523860635926822	0.6337760925151694		0.6039394877775496			0.8561568226192069	0.94828859940419	0.9022227110116984	0
967	verwundt;verwund	blesser	verletzen;verletzt;verletzend	hurting;hurt;injure;injuring	0.1297439707550792	0.7384437303974853	0.3227228633392089	0.6184041528869192		0.5067150267718784	0.6500948444693085		0.628534876202584			0.8787771353571645	0.9900287345160722	0.9344029349366184	0
968	moralischer;Moral;moralischen;moralisch;moralischa	morale;moral	Moral;Moral-	morale;moral	0.7068882551736707	0.3511104078266163	0.7584083601272169	0.0939999999999999							0.758	0.901916654370571	0.7760454487906556	0.8389810515806133	0
969	lab;läb;läwe;lawa;Leb;laben;lebe;Lebe;læwe;leben;lewe;lawe;läwen;laawe;läben;Lebn;Leben;läewe	vivant;vivre;vie	Leben	living;live;life	0.8722145007409952	0.6432717606026254	0.7245442715500034		0.461			0.4126958620011229			0.5	0.8938022508741595	0.9102416991407986	0.902021975007479	0
970	Gebrechen	affliction	Gebrechen	affliction	0.2965916865424114	0.6631845911487244	0.4499889863864558			0.484	0.5638031771738301	0.103	0.6181112521224815			0.998669880279128	0.9878670552051864	0.9932684677421572	0
971	Mut	moral	Moral;Moral-	morale;moral	0.70406123311463	0.3656482605622895	0.7438944115312812	0.094							0.758	0.9000763597339616	0.9742079917858888	0.9371421757599252	0
972	süfra	purifier	reinigen	purify	0.8055946697446886	0.3071649830691045	0.6607506181661499					0.3642956280197735			0.5826958627569668	0.9989371740112029	0.4430832991605009	0.7210102365858518	0
973	reinigen	épurer;purifier;nettoyer	reinigen	purify;clean	0.7981716394678559	0.2912289103203535	0.6124817316436891					0.3322188261852111			0.5523413053162066	0.9937318279419473	0.919296203534942	0.9565140157384444	0
974	Mores;Moores	angoisse	Angst;Pein	anguish;angst	0.1779997774347284	0.8095401099728102	0.3161450586337425	0.4637617211778093	0.6571178340535873		0.7104198064437169		0.7265711624994431	0.43		0.7840870497258867	0.9104938003566768	0.8472904250412817	0
975	Revolütion;Révolution;Revolutione;Revolution	révolution	Revolution	revolution	0.4185538307323841	0.8664737791641252	0.7366236860708244	0.606	0.641		0.359		0.203	0.664		0.9994946071075876		0.9994946071075876	0
976	Stärkung	renforcement	Stärkung	strengthening	0.8013487042648015	0.6551798304411153	0.8934480789999714					0.516			0.6172596119702458	0.9983008894780848	0.1862552242684895	0.592278056873287	0
977	fertigebrocht	réussi	erfolgreich	successful	0.9489999999999998	0.724	0.938		0.469			0.606			0.648	1.0		1.0	0
978	geglückt	réussi	erfolgreich	successful	0.9489999999999998	0.724	0.938		0.469			0.606			0.648	1.0		1.0	0
979	g’lunga;gelunge‚;gelunge	réussi	erfolgreich	successful	0.9489999999999998	0.724	0.938		0.469			0.606			0.648	1.0		1.0	0
980	raube;Räuwe;rauwe	voler	stehlen	steal	0.0209999999999999	0.856	0.528	0.469			0.422		0.656			1.0	0.8327890860586472	0.9163945430293235	0
981	Prejel	battement;fessée	Prügel	spanking;beating	0.1805615184871426	0.7708214713825952	0.4503238733941265	0.7597158677246315			0.609		0.652			0.8979960234962807		0.8979960234962807	0
982	behandeln;b'handele;b’handle;b'handle;behandle	traiter	behandeln;Deal	treat;deal	0.639985034402706	0.5830214310386184	0.4941503178190271	0.175	0.4711001675727377	0.078	0.094	0.4435327751165272	0.076	0.2785220547691465	0.4097903964452181	0.9846541174734212	0.7906233641534439	0.8876387408134325	0
983	Verderb;verdarwa;verderben;verdirb;verdorwe	gâté;gâcher;pourri;dépravé;vicié;dénaturer;brûlé	verdorben;verderben;Verderben	rotten;spoiling;depraved;misrepresent;stale;blighted	0.1303478492207716	0.6463868407618831	0.3445780162780463	0.591	0.391	0.6303834107868896	0.734		0.6774046396425873			0.6044420406330082	0.7648739386149435	0.6846579896239758	0
984	Verbrennt;vrbrannt;verbrennt;verbrännt	brûlé	verdorben;verbrannt	blighted;burned;burnt	0.1361688208904977	0.6627354739905935	0.3545743327981086	0.591	0.391	0.5666285122323411	0.734		0.6693901613446855			0.6187702638944165		0.6187702638944165	0
985	Attacke	attaque	Attacke	attack	0.2896758045376206	0.9275533372594852	0.6653478098820741	0.853			0.797					0.9999475481849586		0.9999475481849586	0
986	Anfall	attaque	Attacke	attack	0.2940538110007027	0.9032006763085912	0.6598068954522357	0.853			0.797					0.999743568575232		0.999743568575232	0
987	Angriff;angriffe	attaque;attentat;offensive	Attacke;Angriff	attack	0.2940545982886358	0.9031962970194628	0.6598058990409452	0.853			0.7970000000000002					0.999743517599857	0.4215964565966004	0.7106699870982287	0
988	Tumult	tumulte	Tumult	tumult	0.271	0.64	0.636	0.719			0.656			0.641		1.0	0.9440896434292276	0.9720448217146138	0
989	Dieb;Diebe	voleur	Dieb;Räuber	thief;robber	0.1404791164610396	0.8121824684913994	0.4687119045146414	0.561		0.5269058828177504	0.5356742248609139		0.422	0.609		0.8954994584991101	0.941283385953868	0.9183914222264892	0
990	griessgrämig	grincheux;maussade	mürrisch;Grummel	grumpy;grump	0.2259441433370535	0.6106736534688038	0.4493353508520283	0.4159635938693558		0.3023481203251716			0.3705582998349642			0.9205657920488538	0.6448124728294182	0.7826891324391361	0
991	Vergeltung;Vergaltung	châtiment;de représailles;représailles	Vergeltung	retribution;retaliatory;retaliation	0.2371461933707695	0.7602970813122816	0.5680435090057573	0.6696319269931276	0.406	0.3909999999999999	0.6266624488997837		0.5257919179127336			0.832848331323555	0.8587767346591393	0.8458125329913471	0
992	Leidaschaft;Lydeschaft;Liedeschaft	passion;ardeur	Eifer	eagerness;ardor	0.4347430508030983	0.6999101561076541	0.5195751322919205		0.690569405100869			0.5500539968766165		0.4839999999999999	0.414122711920585	0.8011489200547839	0.1607169710223536	0.4809329455385687	0
993	jäschte;jäscht	zèle	Eifer	zeal	0.4082139103812252	0.7147805564466206	0.5561667656016848		0.6109110081044927			0.5487774200016746		0.484	0.3781232440472226	0.9950161254150044	0.7962368564696218	0.8956264909423131	0
994	Mangel	pénurie;défaut;rareté;manque;carence	Defekt;Fehler;Mangel;Makel;Standard	deficiency;lack;defect;dearth;shortcoming;blemish;default	0.1923875250717575	0.4405779086314029	0.2899946559995378	0.2450469768574463		0.3898775437765927	0.247431255760078		0.2222626834663684			0.7547738738223366	0.5447093825549106	0.6497416281886237	0
995	Verlust;Vrluscht	dommage;casse;déchet;perte	Beschädigung;Verlust	damage;undoing;junk	0.1648149480293369	0.5528667713540679	0.2730302611246737	0.5779999999999998		0.4257920332699793	0.641		0.5349405528836888	0.742		0.5281708622164779	0.6276046177989802	0.5778877400077291	0
996	mogle	tricher;frauder	betrügen	defraud;cheat	0.1525212587626521	0.7059471115983839	0.3446227255340791	0.4775347665967444		0.5122017908411756						0.996306333157561	0.6463039872956029	0.821305160226582	0
997	Macke	défaut	Defekt;Fehler;Mangel;Makel;Standard	defect;shortcoming;blemish;default	0.2364277604486888	0.4758910767494386	0.3542336331063569	0.245037287273913		0.3898774781852919	0.2474312471296436		0.2222626426875663			0.826362668860953		0.826362668860953	0
998	fahlerhafter	erroné;défectueux	Defekt;fehlerhaft	flawed;faulty;erroneous	0.1264842354114588	0.523988439464335	0.2627310889177435	0.3460980904995311		0.4063998213651368	0.2496052396533074		0.2325347573618778			0.7169719544933514	0.449994450384505	0.5834832024389283	0
999	Glüwes	argent	Silber-;Geld	silver;money	0.6764218403329887	0.483067967941932	0.6546701386492398	0.074	0.5741431877649885			0.531		0.203	0.359	0.8800840992179259	0.4807883845873741	0.68043624190265	0
1000	Mumes;Mummes	argent	Silber-;Geld	silver;money	0.6764218403329887	0.483067967941932	0.6546701386492398	0.074	0.5741431877649885			0.531		0.203	0.359	0.8800840992179259	0.4266065558275014	0.6533453275227137	0
1001	Armüet	pauvreté;indigence;misère	Elend;Armut	misery	0.146	0.378	0.158	0.547		0.594	0.7340000000000001		0.938			1.0	0.932208081182744	0.966104040591372	0
1002	Sehnsucht;sehnsüchtig	aspiration;désir	Sehnsucht	longing;yearning	0.6754769876983464	0.5421395028622517	0.5885836737787887		0.6556052882637791			0.375399665063132	0.594	0.391	0.495999581328915	0.881752704762404	0.4946501200044673	0.6882014123834357	0
1003	begahra;Begähre;Begahra;Begahr	désir	Sehnsucht	longing	0.6758682090790401	0.522604917506919	0.6047083232348196		0.6375857552683438			0.3796217404434263	0.594	0.391	0.5012771755542829	0.8771628708761701		0.8771628708761701	0
1004	V’rlang;Verlangen;Verlange;verlang	envie;demande;besoin;désir	Verlangen;Sehnsucht	longing;request	0.6797553957469881	0.5199214048179504	0.6224173074845549		0.6375976876654511			0.3796481187997479	0.594	0.391	0.5013101484996848	0.7785397026436154	0.4374931758947885	0.608016439269202	0
1005	Winsch;Wuensch;wüensch;wünsche;Wünschen;wuensch;Wünsche;wünsch;Wünsch;Wüensch;Wunsche;Wunsch	souhait;volonté;demande;désir	Wunsch;Sehnsucht	wish;willpower;willingness;will;longing;request	0.7294780670784538	0.5478664818448483	0.6793957329595822		0.6376014900284784			0.3796558670394256	0.594	0.3909999999999999	0.501319833799282	0.7332018897706706	0.457686300653928	0.5954440952122992	0
1006	untrej;untreij	infidèle	ungläubig;untreu	infidel;unfaithful	0.1413488235052099	0.6998148241218778	0.3416570461164024	0.4557402708790828		0.5615214214071753	0.594					0.8910925761332951	0.8596997206008035	0.8753961483670493	0
1007	Ferie	congé;vacances	Urlaub;Ferien	furlough;holiday;vacation;holidays	0.833648051626561	0.4721293241233464	0.6076705148722958		0.6843790034020676			0.6550129575295038				0.9018630445452204	0.9974032809917832	0.9496331627685016	0
1008	klebbere	claquer;taper	zuschlagen	slam	0.404054868831955	0.617423917930776	0.5113972178103114	0.8029999999999999			0.484			0.703		0.9987239897327156	0.6940502878844602	0.846387138808588	0
1009	frejwillig;Freiwelligi;freiwilli;frejwillich	bénévole;bénévoles	freiwillig;Freiwillige	volunteer;volunteers;voluntarily;voluntary	0.8405606523092964	0.4430602213653409	0.6007896046931122		0.445		0.031	0.294			0.5345794907676436	0.8933258872006083	0.4025794767612968	0.6479526819809526	0
1010	munter	alerte;éveillé;vif	munter;lebhaft	alert;awake;vivid	0.5952187928529595	0.6627199206782339	0.6798026152606157									0.958446131798816	0.2495613326416464	0.6040037322202313	0
1011	energischi;Energisch;energischer;energischen;energisch;energische	vif	lebhaft	vivid	0.6395283186751483	0.6990916113422401	0.650442402707387									0.9097534148109612	0.0028867393178927	0.4563200770644269	0
1012	uffgeweckt;uffgeweckter	vif	lebhaft	vivid	0.6395283186751481	0.6990916113422401	0.650442402707387									0.9097534148109612	0.0028867393178927	0.4563200770644269	0
1013	Schnellzugg;Schnellzug	express;rapide	schnell;lebhaft	quick;speedy;swift;express;brisk	0.7139778298546329	0.6911180202053547	0.6983799909150834									0.9949061854151606	0.8517722989600526	0.9233392421876064	0
1014	frisch;frische;frishi;Frisch;frischa;Frischi;frischi;frischer;firschi	vif	lebhaft	vivid	0.6395283186751481	0.6990916113422401	0.650442402707387									0.9097534148109612	0.0028867393178927	0.4563200770644269	0
1015	schnelle;schnalli;Schnall;schnaller;Schnell;schnall;schnell;schnellen;schnalle;schnelli;schneller	vivement;diligent;vite;prompt;rapide;rapidement	schnell;Schnalle;lebhaft	quick;apace;quickly;speedy;speedily;buckle;swiftly;swift;brisk;diligent	0.6709664566203802	0.6695867753488886	0.6541781144732088									0.9926723950550927	0.8517722989600526	0.9222223470075728	0
1016	lebhaft;Lebhafte;lebhafte;lebhafter;Lebhaft;labhaft;läbhaft;liebhaftig;Lebhafter;lebhaften	vivace;rapide;vif	lebhaft	vivid;vivacious;brisk	0.6987127312227278	0.7307132671999994	0.6976999918531274									0.92582346174202	0.3532156686189989	0.6395195651805095	0
1017	Gelübde	vœu	Gelübde	vow	0.56	0.51	0.664		0.484			0.382			0.781	1.0		1.0	0
1018	heissa;heiss;heiß;heißa;heißi;heisser;haiss;häiss	chaud;ardent;brûlant	warm;heiß	fiery;warm;burning;blazing	0.5150135923836093	0.6832052745796544	0.6163672528889061					0.429				0.909131248490142	0.136588585869961	0.5228599171800514	0
1019	Hexemeister	démoniste	Hexenmeister	warlock	0.312	0.558	0.657				0.641					1.0		1.0	0
1020	Direkter	directeur	Aufseher	warden	0.6115161513125726	0.6226715819338023	0.8415194227947379	0.219			0.354				0.5	0.9995568784500792	0.3309704717749124	0.6652636751124958	0
1021	Leiter;Läider;Läiter	meneur;directeur;conducteur	Aufseher	conductor;warden;ringleader	0.605114747372825	0.6147183224935098	0.7377390861957973	0.219			0.354				0.5	0.9079896200966197	0.3309704717749124	0.619480045935766	0
1022	schwind;schwunde;schwinden;schwand	décliner	schwinden	wane	0.188	0.402	0.098						0.456			1.0	0.6238921968194807	0.8119460984097404	0
1023	reise;Reisen;reisen;reis;räise;Reis';Reis’;Reiß;Räis;reis';Reise;Reis	périple;voyager;voyage	Reise;Reisen	voyage;journey;traveling;travel	0.8883446408353176	0.7114135770810949	0.5785742117377444		0.7152354168558228		0.062	0.4265205110279751			0.422	0.8959294015786703	0.7494934979713276	0.822711449774999	0
1024	kälwere	se vautrer	Suhle	wallow	0.286	0.878	0.491			0.469			0.562			1.0	0.5475686265231847	0.7737843132615924	0
1025	gemeine;Gemein;gemäni;gmeiner;g’meina;gemahn;gemahne;Gemäin;gmein;gemeini;Gemein’;gemein;gemeinen;gemeiner	ignoble;bassement;grossier;vil;infâme;vulgaire	vulgär;gemein	coarse;vile;rude;crass;uncouth;vulgar	0.122151239552937	0.6396629312289852	0.4753734417149235			0.719						0.7705015682894403	0.7152167882164147	0.7428591782529275	0
1026	ordinär;ordinari;ordinäri;ordinair	grossier;vulgaire	vulgär	coarse;rude;crass;uncouth;vulgar	0.1394423764065547	0.685002004676651	0.4410904473144093			0.7190000000000001						0.78549755706333	0.9928248687867768	0.8891612129250535	0
1027	Lebenskraft	vitalité	Vitalität	vitality	0.923	0.565	0.869					0.531			0.562	1.0	0.8159751613071945	0.9079875806535972	0
1028	Verletzunge	infraction;lésion;violation;blessure	Verletzung;Verstoß	violation;lesion;infringement	0.1652100029429605	0.7877146487228028	0.4215045841482592	0.547			0.7660000000000001		0.594	0.539		0.7246979024124425	0.558754226485368	0.6417260644489052	0
1029	Schlange;Schlang	file;vipère;serpent	Schlange;Viper;Schlangen	viper	0.2152841953541552	0.7458532215296323	0.5854237998542575				0.672					0.9975499574866564	0.5939039334419086	0.7957269454642826	0
1030	siegreich;siegreiche	victorieux	siegreich	victorious	0.884	0.886	0.946					0.8120000000000002				1.0	0.9994608183478586	0.9997304091739292	0
1031	Sieger;Sieg;Siege;siege	victor;vainqueur	Sieg;Sieger	victor	0.802	0.587	0.7959999999999999					0.667				0.9999999999999998	0.1842378010277778	0.5921189005138888	0
1032	leidende	victime	Leidende	sufferer	0.1555099215768938	0.5970672683690088	0.2324333157787392	0.4819560163682689		0.656	0.6647762774161984		0.7657533240315944	0.523		0.7775651455085076	0.7816810955372785	0.7796231205228931	0
