id	als	fr	de	en	valence	arousal	dominance	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	NRC_cosine	FEEL_cosine	avg_cosine	nb_checks
1648	Dickkopf	dickhead	dickköpfig;Dickkopf	hardheaded;dickhead	0.1314949676227124	0.6446107817967519	0.3994647733589869	0.824								0.8361114181607985		0.8361114181607985	0
1649	Diamante	diamant	Diamant;Diamanten	diamond;diamonds	0.916120133126652	0.6340806108164019	0.8222811589849678					0.5				0.969638965227546	0.9647298282524368	0.9671843967399912	0
1650	Brillant;brillant;brillanti;Brillante	diamant	Diamant;brillant	diamond	0.9128185527919388	0.6189321833983069	0.7935379890121721					0.5				0.9999149285677276	0.9647298282524368	0.982322378410082	0
1651	teiflischa;teiflicher;teuflisch	diabolique	teuflisch	diabolical;devilish	0.0886546618420399	0.8903713485026165	0.471646258530022	0.788		0.6800612244099337	0.7172657063067849					0.9360895047486192	0.7147343807764784	0.8254119427625488	0
1652	entwickeln;entwickle	développer;créer	entwickeln;Entwickler	developer;develop	0.7965230279402474	0.6640562811646	0.836034112348365		0.508							0.9669274740396469	0.8517722989600525	0.9093498864998496	0
1653	halte;hält;halt;halt';halta	cesser	unterlassen	desist	0.3111065596608406	0.4304222742857499	0.3607767117547636	0.4529999999999999		0.281						0.992533120072021		0.992533120072021	0
1654	Maide;Mäide;Mäidel;Maidl;Maidle;Maidele;Mäidle;Maidla;Meidle;Maidel;Maidli;Maid'l;Mädel;Maid;Mäidele;Maïdel	jeune fille;filles;fille;fillette	Tochter;Mädel	girlie;daughter;maiden;lass	0.72982164130509	0.4747670435627462	0.4394212915699073					0.547				0.8980704152997664	0.7188443642456681	0.8084573897727172	0
1655	v’rlange;v’rlang;verlangen;verlange;Verlangen;v'rlang;Verlange;v'rlange;verlang;V’rlang;vrlange	désir;besoin;demande;désirer;envie	Verlangen	request;desire	0.7638764198766799	0.5853870638586067	0.6273041830086996					0.484				0.9576585756101368	0.6521930366776115	0.8049258061438742	0
1656	Näid;Nid	envie	Neid;Verlangen	desire	0.864063784643995	0.6673547021060935	0.6367261243860748					0.484				0.9999131756946305		0.9999131756946305	0
1657	hänke;hang;Hange;häng;hänge;hanke;hænge;häng';hängen;haengen	dépendre	abhängen	depend	0.3833330359482302	0.4252363193130889	0.3720008921553094		0.383						0.594	0.9998812404460058	1.0	0.9999406202230028	0
1658	abhängig	dépendre	abhängen;abhängig	dependant;depend	0.3777778345901061	0.4207563182178275	0.3886664962296816		0.383						0.594	0.8464409046395094	1.0	0.9232204523197548	0
1659	furtgeh	départ	Abfahrt	departure	0.5906793199263806	0.5117295487973103	0.4832877962999065						0.438			0.9990262503408044		0.9990262503408044	0
1660	abreise;Abreise	départ	Abfahrt	departure	0.5906793199263806	0.5117295487973103	0.4832877962999065						0.438			0.9990262503408044		0.9990262503408044	0
1661	Abfahrt;abfahrt	départ	Abfahrt	departure	0.586638641311313	0.5090487139469289	0.4701944434799276						0.438			0.9994092137457288		0.9994092137457288	0
1662	abhängig	décrocher;dépendant;dépendre;abandonner;tributaire	abhängig;abhängen	dependent;dropout;clinch;unhook	0.3564506921197879	0.5179842578221143	0.4088278050537239								0.531	0.8550322399516493	0.6674999973958456	0.7612661186737475	0
1663	Verstorbenen;Verstorbene	défunt	verstorben;Verstorbener;Verstorbene;abgereist	defunct;departed;decedent	0.2318149150017785	0.4989286642917018	0.3406573482289203						0.5349444617713621			0.9120494565082952	0.8563637918241626	0.8842066241662289	0
1664	Doot;Dot;Dote	défunt;mort	verstorben;abgereist	defunct;departed;dead	0.1406842976997734	0.4884539663035057	0.2814189164289624						0.5381344262365737			0.9037273790182528	0.737109450240317	0.820418414629285	0
1665	ufbracha	éclore;partir	abfahren	depart	0.4274527758274886	0.5069802222130374	0.4697154058831638		0.5				0.2339999999999999			0.9995884044054776	0.9661983586319705	0.982893381518724	0
1666	loosgehn;loßgehn;lusgehn;losgehn	démarrer;partir	abfahren	depart;kickoff	0.4806336783811231	0.5383803490497776	0.5243653018121652		0.5				0.2339999999999999			0.9234577723727032	0.96491496428927	0.9441863683309868	0
1667	verreise;verreisa	voyager;partir	abfahren	depart	0.4274527758274886	0.5069802222130374	0.4697154058831638		0.5				0.2339999999999999			0.9995884044054776	0.6788607105779872	0.8392245574917325	0
1668	abgereist	défunt	abgereist	departed	0.2049665041189869	0.5163303728095059	0.3477426543958466						0.5453394585681284			0.9988990744366704	0.8607305888179028	0.9298148316272864	0
1669	bedüre;bedür;bedüere;bedauern;bedaure;bedühre;bedüür	plaindre;déplorer	bedauern;Bedauern	deplore	0.135	0.575	0.373	0.734		0.461			0.576			1.0	0.8164279040306601	0.90821395201533	0
1670	beklaga	déplorer	bedauern	deplore	0.135	0.575	0.373	0.734		0.461			0.576			1.0	0.8164279040306601	0.90821395201533	0
1671	niederdrücken;niderdrucke	déprimer	niederdrücken	depress	0.219	0.635	0.528				0.422		0.755			1.0	0.6230720998660125	0.8115360499330062	0
1672	Saharah;Sahara	désert	Wüste	desert	0.4275450394781205	0.2691401598138705	0.3665017154985976	0.206		0.203	0.359		0.344			0.999240298337832	0.5330611182634681	0.76615070830065	0
1673	Wildnis	désert	Wildnis;Wüste	desert	0.4275399628184461	0.2691389606629653	0.3664990308768397	0.206		0.203	0.359		0.344			0.9992401055269527	0.9147876999077746	0.9570139027173636	0
1674	Wüschte;Wüascht;Wüste	désert	Wüste	desert	0.4393925396935518	0.2719580237400775	0.3729315431825645	0.206		0.203	0.359		0.344			0.9996212562774952	0.9016983656912138	0.9506598109843544	0
1675	berriab	descente	Abstammung	descent	0.473875448346962	0.4145772569261237	0.3522072252083537				0.391		0.3769999999999999			0.9659506135671936	0.6811169061711349	0.8235337598691642	0
1676	Abstammung	descente;dérivé;définition;origine;suffrage;vote;assortiment	Abstimmung;Abstammung	assortment;origin;descent;parentage;derivative;voting;polling;definition	0.6075581822280396	0.4486644356937149	0.5381259648171045				0.391		0.377			0.860413232655585	0.5297892655221423	0.6951012490888637	0
1677	G'falle;gfall;G’falle;g’fall;Gefalle;Gfalle;G’fall	descente;pente;inclinaison	Abstammung;Gefallen	tilt;slope;descent;gradient;tilting	0.4421990709247622	0.4359376769826039	0.3852350508862883				0.391		0.377			0.828938347159422	0.7045887792309741	0.7667635631951981	0
1678	Lust;Luscht	désir;envie;libido;plaisir	Lust;Neid;Verlangen	desire;libido	0.8110012044523797	0.6286516687901356	0.6086477180899827					0.484				0.9630299258673788	0.9993195217381184	0.9811747238027486	0
1679	Fräid;fraid;Fraid;Frait;Fräit;Fräide;Fraide;Freid	allégresse;joie	Begeisterung	elation	0.7318896974235932	0.8082638102553833	0.64104483732925		0.711			0.8717577280242275		0.641		0.8480496399038749	0.7661492975908186	0.8070994687473467	0
1680	Cholera;choléra	choléra	Cholera	cholera	0.02	0.867	0.507			0.68	0.75		0.583			1.0	0.884713531583417	0.9423567657917084	0
1681	bewaffnete;bewaffnet	armé	bewaffnet;Bewaffneter;Bewaffnete	armed;gunman	0.1799069076631788	0.8162862800920592	0.76213914342468	0.6999999999999998			0.703					0.8729509375179572		0.8729509375179572	0
1682	Waffe;Waffen	arme;armements	Waffe;Waffen	weapon;armaments	0.1156264103787498	0.8395534318088498	0.8305534318088498				0.636					0.9393058630366404	0.755028822576914	0.8471673428067772	0
1683	Argumente	argument;arguments	Argumente	arguments	0.541	0.602	0.657	0.404								1.0	0.9116738534838082	0.955836926741904	0
1684	händel;händle;Händle	se disputer	streiten	argue	0.1193045024406192	0.7808512083536294	0.5386609018199902	0.734								0.9996002636110936	0.971028710674491	0.9853144871427924	0
1685	Ankunft	arrivée	ankommen;Ankunft	arrive;arrival	0.7211739839701311	0.479900138507195	0.5341771522074549		0.6556616527638757							0.9947409686362312		0.9947409686362312	0
1686	stritt;strittig;stritte;Streit;Stritte;Streiten	se disputer	Streit;streiten	argue;contention;squabble	0.2014126436694567	0.7273221439061002	0.5813026989222593	0.734								0.8418870677789156	0.693594176047855	0.7677406219133853	0
1687	iverstande	approuvé	genehmigt	approved	0.833	0.349	0.698					0.486			0.633	1.0		1.0	0
1688	ähnliche;ähnlich;ähnlichen;ähnli;ähnlichi;ähnlichs	semblable;similaire;pareil;approchant	ähnlich;Annäherung	approaching;resembling;similar	0.6158706701593145	0.3449967584474723	0.4664536431415976		0.688							0.8431632159037085	0.9999999999999996	0.921581607951854	0
1689	Annäherunug;Annäherung	approchant	Annäherung	approaching	0.7070228521555991	0.5166583636390087	0.4846638398172919		0.688							0.9996046759716696		0.9996046759716696	0
1690	Anerkennung	reconnaissance;appréciation;consécration;acclamer	Anerkennung	reconnaissance;acknowledgment;appreciation;acknowledgement;recognition;acclaim	0.7802848444692358	0.607248813363831	0.7088240997702151					0.656			0.6026893289800205	0.8481745956927121	0.2698921233923677	0.5590333595425399	0
1691	schätzt	apprécie	schätzt	appreciates	0.765	0.5	0.656					0.7029999999999998				0.9999999999999998		0.9999999999999998	0
1692	annekumme;aankumme;anekumme;annekumm;anekomme;annekomme;ankomme;ankumma;ankumme;ankäme	arriver;arrivée;arrivé	ankommen;Ankunft	arrive;arrival	0.7493235932516958	0.4614794246185704	0.5539642484327365		0.6356675879723676							0.9950600525300256	0.9999999999999998	0.9975300262650126	0
1693	Ziel;Ziele	arrivée	Ziel;ankommen;Ankunft	arrive;arrival;target;aim	0.6368883802125153	0.526052818288886	0.6202914152897226		0.6458454932435271							0.913575222359834		0.913575222359834	0
1694	morde;ermorda;morda	assassiner;tué	ermorden	assassinate	0.051	0.969	0.722	0.912			0.906					1.0	0.914200423481202	0.957100211740601	0
1695	Merder;Möerder;merdere;Mörder	assassin;meurtrier	Mörder;Attentäter	assassin;killer	0.0608518420938975	0.9474259375134968	0.5982129358236526	0.703			0.875		0.734			0.8202330455538889	0.7458457188585766	0.7830393822062327	0
1696	Attentat;attentat	assassin	Attentäter	assassin	0.0712743914946766	0.9350491601000716	0.6272006513445695	0.703			0.875		0.7339999999999999			0.9999951642912585	0.7458457188585766	0.8729204415749174	0
1697	üewerfalle;iwerfalle;üwerfall;üwerfalle;Iwerfall;iwerfalla;iewerfalle	envahir;assaillir;agresser	angreifen	assail	0.4149722112033732	0.5432414006909713	0.487020396771978	0.594			0.578			0.602		0.9993470553640242	0.5706139025859843	0.7849804789750043	0
1698	angriffe;Angriff	attaquer;assaillir;toucher;agresser	angreifen;Angriff	touch;assail	0.4576823750544534	0.5244652130320021	0.4822707875038103	0.594			0.578			0.602		0.8110163055041102	0.5588231268090654	0.6849197161565879	0
1699	Artillerie	artillerie	Artillerie	ordnance;artillery	0.3514972327989604	0.879435186622611	0.7509545570298881				0.5078415334813475					0.9946979937719622	0.3903536334955111	0.6925258136337367	0
1700	G’schuetz	artillerie	Artillerie	artillery	0.3510753500302446	0.88861113684218	0.7630836866304678				0.5408538601333601					0.99896089170514	0.3965132176244625	0.6977370546648012	0
1701	Kunscht;Kunst;Künscht	art	Kunst	art	0.812	0.36	0.603		0.391			0.234	0.0	0.172		1.0	0.5409611528371158	0.7704805764185578	0
1702	geschätzte	apprécié	geschätzt	appreciated	0.91	0.434	0.7789999999999999					0.682				1.0		1.0	0
1703	Klage	demandeur;plaignant	Klage;Kläger;Antragsteller	applicant;plaintiff	0.4838317875061626	0.6866871121395616	0.6999346918516529		0.602							0.9279384224991808	0.5024999687505858	0.7152191956248832	0
1704	applaudiere	applaudir	applaudieren	applaud	0.865	0.824	0.464								0.562	1.0	0.9999999999999998	1.0	0
1705	Abmeldung	annulation	Stornierung;Aufhebung	annulment;cancellation	0.1884901862197592	0.4029922595536129	0.4180080168909009						0.4390002764445139			0.9975021187178206	0.4269377775115488	0.7122199481146847	0
1706	langwillich;langwielig;langwyli;langwilig;langwielige;langwilige;langwieli;langweilig;langwill	ennuyeux	langweilen;langweilig;nervig	boring;tedious;bore;annoying	0.2045694635278734	0.5213920830799712	0.3029340848700139	0.47								0.8185470474804001	0.4240691915256186	0.6213081195030093	0
1707	Nerfe;Nerv;Nerve;Narve	nerfs;ennuyer	Nerven;Nerv	nerve;annoy	0.1388350533908768	0.7138310696066447	0.3037598368704668	0.52		0.336						0.8921186099851481	0.6488599237143323	0.7704892668497403	0
1708	bloose;blose;bloos;blos	ennuyer;souffler	Nerven	puffing;blowing;chug;annoy	0.3285120632649423	0.5832433505345059	0.3562412996331461	0.52		0.3360000000000001						0.8063394112644696	0.3258935076451618	0.5661164594548157	0
1709	Bekanntmachungen;Bekanntmachung	notification;annonce	Ankündigung;Bekanntmachung	bulletin;announcement	0.6513832811511583	0.3929840152998603	0.4217972885851933		0.734							0.8799569107270085	0.9999999999999998	0.9399784553635042	0
1710	Inserat	annonce	Ankündigung	announcement	0.707921580315875	0.4643817392450474	0.4656507129373133		0.734							0.9998078695229418	1.0	0.9999039347614708	0
1711	vernichtet	annihilé	vernichtet	annihilated	0.08	0.76	0.324	0.865			0.859		0.8280000000000001			1.0		1.0	0
1712	animiert	animé	animiert	animated	0.8230000000000001	0.676	0.538					0.515				1.0		1.0	0
1713	Angle	pêche à la ligne	Angeln	angling	0.625	0.408	0.5		0.578							1.0		1.0	0
1714	klatschen	applaudir	applaudieren;klatschen	applaud	0.8650000000000001	0.824	0.464								0.562	1.0	1.0	1.0	0
1715	Beschwerde	charme;réclamation	Beschwerde;Beschwerden	appeal;reclamation	0.623029726176543	0.665505351346283	0.5535588584640604		0.531							0.9447801732374246	0.3542722677106386	0.6495262204740315	0
1716	Erschienung;Erscheinunga;Erscheinungen;Arschäinung;Erscheinung	apparition;vision;avènement	Erscheinung	apparition	0.406	0.573	0.636				0.547			0.633		1.0	0.5153783954882427	0.7576891977441214	0
1717	Aposchtel	apôtre	Apostel	apostle	0.646	0.347	0.732								0.57	1.0	1.0	1.0	0
1718	Ängstlich;ängschtlich;angschtli;ängstlich	anxieux;craintif	Ängstlich;ängstlich	anxious	0.281	0.875	0.434		0.641		0.518					1.0	0.7687040299647753	0.8843520149823876	0
1719	Gejemittel	antidote	Gegenmittel	antidote	0.541	0.49	0.629		0.391						0.539	1.0	1.0	1.0	0
1720	Gejegift	antidote	Gegenmittel	antidote	0.541	0.49	0.629		0.391						0.539	1.0	1.0	1.0	0
1721	umbrenge;umbringe	assassiner	ermorden	assassinate	0.051	0.969	0.722	0.912			0.906					1.0	0.914200423481202	0.957100211740601	0
1722	üwerfalle;üwerfall;iwerfalle;Iwerfall;iwerfalla	agresser;agression	Angriff;Aggression	aggression;assault	0.1369802698884162	0.8954489798750445	0.5509043342696671	0.7822513075839319			0.7531456607558523					0.99547879080204	0.7284840828416149	0.8619814368218275	0
1723	Iwilligung	autorisation;assentiment;agrément;consentement	Genehmigung	acquiescence;authorization;assent;consent	0.6140029699483524	0.5052087110455274	0.6799906416880281								0.625	0.8893955556528989	0.9999999999999996	0.9446977778264491	0
1724	Erlaubnis	autorisation;permission	Genehmigung	authorization	0.5796742788617124	0.514954306032438	0.7528905278321856								0.625	0.9972160699366998	1.0	0.99860803496835	0
1725	Harrschaft;Herrschafften;Herrschaften;Herrschaft;Herrschafte;Harrschafte	règne;autorité;pouvoir	Behörde;Herrschaft	authority;reign	0.7289088944086279	0.5843689296165956	0.899947217537056								0.664	0.9419816062093864	0.6683333125003906	0.8051574593548885	0
1726	Owrikäit;Owriekäit	autorité	Behörde	authority	0.6412769297050459	0.5958807156268145	0.9256841900524916								0.664	0.9994588167454648	1.0	0.9997294083727324	0
1727	Macht	puissance;autorité;pouvoir	Behörde;Macht	authority;power	0.68379825951501	0.6199716662985846	0.930841865831902								0.664	0.9451332333289568	0.6683333125003905	0.8067332729146737	0
1728	Glorieschyn	aura	Aura	aura	0.76	0.333	0.5					0.493				1.0	0.9216562723587552	0.9608281361793776	0
1729	Behörden	autorité	Behörde	authority	0.6169202475884807	0.5939618486938096	0.9297941258468068								0.664	0.9998598996513852	1.0	0.9999299498256926	0
1730	Habsucht	avarice;cupidité	Habsucht	avarice	0.198	0.726	0.352	0.4899999999999999		0.523						1.0	0.906700274011254	0.9533501370056268	0
1731	grausame;gräusam;gröuisam;gröusam	barbare	grausam;barbarisch;Barbar	barbaric;barbarian	0.245825893716356	0.8023934929301588	0.675178557810358	0.812		0.719	0.7592461721467146					0.881470299049028	0.9063134475947436	0.8938918733218859	0
1732	barbarisch;barbare;barbarische;Barbar	barbare	barbarisch;Barbarei;Barbar	barbaric;barbarism;barbarian	0.2406699331032765	0.8177991613178791	0.6775970581646702	0.812		0.719	0.7592461955761853					0.7998616444038892	0.8501333059458724	0.8249974751748808	0
1733	Verbannung;Vrbannunge	exil;bannissement;proscription	Verbannung	banishment	0.16	0.775	0.298	0.422		0.469			0.79			1.0	0.7851092202109585	0.8925546101054793	0
1734	Bosheite;Busheit;Bosheit	méchanceté	Schlechtigkeit;Bosheit	badness	0.094	0.823	0.463	0.536		0.422	0.539					1.0	0.9119517636929108	0.9559758818464554	0
1735	Dachs	blaireau	Dachs	badger	0.344	0.429	0.357	0.4060000000000001								1.0	0.3751297994472193	0.6875648997236097	0
1736	zuruckgehn;zeruckgänn;zeruckgenn	reculer;retourner	Zurückweichen	backoff	0.1625643656224971	0.3897134296789409	0.2843368643695741	0.469								0.9947898894995072		0.9947898894995072	0
1737	Schlechtigkeit	méchanceté	Schlechtigkeit	badness	0.094	0.823	0.4629999999999999	0.536		0.422	0.539					1.0	0.924930291252455	0.9624651456262274	0
1738	Prüfen;prüfen	auditeur	Prüfer;prüfen	inspect;check;cheque;auditor	0.5722754222254259	0.5648692879247251	0.699997324646248				0.297				0.555	0.8922843067426255	0.9773505032760924	0.934817405009359	0
1739	versicher;vrsicher;versichere;versichern	assurer	versichern;Versicherer	underwriter;insure;assure	0.7493466491904591	0.4110169770009927	0.7332103962999534								0.6058494065527374	0.959344804084699	0.9999999999999998	0.9796724020423494	0
1740	versichert	assuré	versicherte	assured	0.878	0.327	0.754								0.625	1.0		1.0	0
1741	Verbindung;Verbindungen	relation;contact;liaison;lien;accouplement;association;correspondance;union	Verband;Verbindung	nexus;association;link;compound;contact;mating;relation;liaison;connection;conjunction;bond	0.6673183947639049	0.4885917004431651	0.6028759017587088								0.516	0.896269553510302	1.0	0.948134776755151	0
1742	Erstünne;Erstaunen	étonnement	Erstaunen;erstaunen	amazedness;astonishment	0.7283855831668163	0.7686896585557125	0.5160376173571336					0.547		0.7766927880792773		0.9637360489896902	0.7070326602794381	0.8353843546345642	0
1743	Vereinigung	mariage;alliance;unification;association;union	Verband;Vereinigung	association;wedlock	0.7075810191685183	0.538303072032946	0.6888034703160394								0.516	0.9517727345628376	1.0	0.9758863672814188	0
1744	Verein;Veräin;Vereine;Vereinen	club;association	Verband;Vereine;Verein;Vereinen	association;clubs;club;unite	0.7018310272725321	0.5180283723241663	0.5567915522725464								0.516	0.9105963052653306	1.0	0.9552981526326654	0
1745	mithalfe	aider	helfen	assist	0.833	0.435	0.629								0.648	1.0	0.9999999999999998	1.0	0
1746	nochhalfe;nachhelfen	aider	helfen	assist	0.833	0.435	0.629								0.648	1.0	0.9999999999999998	1.0	0
1747	bisteh	aider	helfen	assist	0.833	0.435	0.629								0.648	1.0	0.9999999999999998	1.0	0
1748	hälfe;Halfe;hælfe;helfen;halfe;hälf;Hälfe;helfe;helf;Helfe;half;halfa	secourir;aider;seconder	helfen	assist	0.833	0.435	0.629								0.648	1.0	0.9011815326400352	0.9505907663200176	0
1749	fordere;forder	aider	helfen	assist	0.8329999999999999	0.435	0.629								0.648	1.0	1.0	1.0	0
1750	Verband;Verbinda;verbunde;verbunda	syndicat;organisation;association;fédération	Verband	federation;association;union;syndicate	0.6764728959174082	0.4237710860680301	0.7278803045348662								0.516	0.9150628662704652	1.0	0.9575314331352326	0
1751	Narrehüss	asile	Asyl	asylum	0.4130554440557191	0.3523017573759416	0.4324460306161918				0.547					0.9995719863414588	0.7401586354627244	0.8698653109020917	0
1752	Asyl	asile	Asyl	asylum	0.4101454997435505	0.3415846453969787	0.4384788419950782				0.547					0.9998838469897012	0.8178089191673622	0.9088463830785316	0
1753	Bewys;Bewiesa;Bewies;Beweise;Bewis;Bewiß;Beweis	preuve;démonstration;attestation	Bescheinigung;Beweise;Beweis	evidentiary;attestation;evidence	0.4312923270210116	0.5437342906580591	0.6910204882032039								0.664	0.8744992268308541	1.0	0.9372496134154272	0
1754	uffmeriksam;äufmerksam;uffmerksam;aufmerksam;aufmerksamer	observateur;attentif;appliqué	aufmerksam	observant;observer;watcher;attentive;spotter	0.704112840268842	0.4530421208329654	0.6902190248159555								0.617	0.8921462334015713	0.9999999999999998	0.9460731167007856	0
1755	begleiten;biegeleit;Begleit;begleite;begleit;begleita	équipier;préposé	begleiten;Begleiter	companion;attendant;accompany;crewman	0.6938656795438459	0.4337667844194126	0.5658696440368579					0.406			0.5958591467446713	0.8849555615622874		0.8849555615622874	0
1756	beauftragt	préposé	Begleiter	attendant	0.6512388539528466	0.3813754522016785	0.5537159339903904					0.406			0.5582172927251589	0.9358041844329504		0.9358041844329504	0
1757	Gejewart;Gegewart	présence	Teilnahme	attendance	0.7890529345816882	0.4997377478237906	0.5919344369559476		0.5							0.9999006993695452	1.0	0.9999503496847726	0
1758	Teilnehmer;Theilnahme;Teilnahme	présence	Teilnahme;teilnehmen;Teilnehmer	attendance;subscriber;participant	0.7038286996877122	0.4987637565678596	0.5916909391419649		0.5							0.9320436362609378	0.9999999999999998	0.9660218181304688	0
1759	versuchen;Versuchen;versuech;versüache;versüeche;versüech;Versuch;versueche;versuche;Versuech;versuchen‚;Versüeche;versüche	essai;expérience;tentative	versuchen;Versuchen;Versuch	assay;tempt;try;attempt;essay	0.5400733674752863	0.5324653675407206	0.502861383110614		0.562							0.8637273847392244	0.8517722989600526	0.8577498418496385	0
1760	angriffe;Angriff	attaque;attaquer;attaquant;offensive;agresser;agression	angreifen;Angreifer;Angriff	attacker;assault	0.1600924886934224	0.917494640526048	0.5829163916308602	0.7982331550378707			0.7818519090489143					0.8485246538898756	0.6121047623722281	0.7303147081310519	0
1761	Anarchist	anarchiste	Anarchist	anarchist	0.204	0.7	0.759	0.7650000000000001			0.7499999999999999					1.0	0.8389798708831588	0.9194899354415794	0
1762	verantwortlich	modérateur;responsable	haftbar;verantwortlich	liable;accountable;responsible;answerable	0.6987350796590787	0.4573431267518136	0.7566688466105439								0.6747362039907303	0.9600543711323968	1.0	0.9800271855661984	0
1763	Schuldige;Schuldig;schuldi;schuldich;schuld;schuldig;schuldige	redevable;dû;coupable;obligé;responsable	haftbar;verantwortlich;schuldig	liable;beholden;accountable;culprit;due;responsible;culpable;obliged;answerable	0.3971823987997299	0.5583741629574911	0.4698644817411215								0.6747367096689181	0.800330088284572	0.6674999973958454	0.7339150428402087	0
1764	Schulde;Schuld	responsabilité;faute	Verantwortung;Rechenschaftspflicht;Schuld	responsibility;accountability;culpability	0.4918983084440048	0.5995848072486173	0.6402589914338227								0.664	0.8405285790623211	0.0035355118090529	0.422032045435687	0
1765	Verantwortung	responsabilité	Verantwortung;Rechenschaftspflicht	responsibility;accountability;stewardship	0.6771681379588982	0.512707609031841	0.7675513915606414								0.664	0.9092608512069524		0.9092608512069524	0
1766	Konto	compte	Konto	account	0.531	0.347	0.472								0.523	1.0	1.0	1.0	0
1767	Angeklagte	accusé;prévenu	Angeklagte	accused	0.13	0.67	0.42	0.641			0.469					1.0		1.0	0
1768	erreiche;erreicha	accomplir;atteindre	erreichen	attain;accomplish;reach	0.7949958565744774	0.5928117259500237	0.7251386587863713					0.5				0.9492492859653876	0.8006837824092561	0.8749665341873218	0
1769	verrichte;verricht	accomplir	erreichen	accomplish	0.7909865479915518	0.615628602813941	0.7164256841701928					0.5				0.9986757707001556	0.9888016437954684	0.993738707247812	0
1770	läischte;leischte;leischta;laischte;leischt	réaliser;rendre;accomplir	erreichen	accomplish;reciprocate;render	0.7089950517964436	0.5058314638991926	0.6093737844838272					0.5				0.934309802578717	0.7226748834717105	0.8284923430252138	0
1771	Begläitung;Begleitung	accompagnement	Begleitung	accompaniment	0.74	0.479	0.6949999999999998		0.477			0.179			0.531	1.0	0.8978444585457518	0.9489222292728758	0
1772	Anklage;anklagen;Anklag;Anklaga	accusateur	anklagen;Ankläger;Anklage	impeachment;accuser	0.1363007672025586	0.7636528351972542	0.6425551368049299	0.47			0.438					0.9205529559536548	0.7349584957466072	0.8277557258501309	0
1773	ufnämme;ufnamme	admettre;relever	eingestehen	admit	0.538	0.423	0.667								0.562	1.0	1.0	1.0	0
1774	bewundere;bewunder	admirer	Bewunderer;bewundern	admire;admirer	0.8363903701192699	0.7040714033332456	0.6807194364287404							0.266	0.703	0.931478856430262	0.8409242497692643	0.8862015530997631	0
1775	wunderschöne;wunderscheener;wunderschön;wunderschöen	admirable;merveilleux;magnifique	bewundernswert	admirable	0.9036423390827948	0.5945113288057997	0.8354213714765379					0.562			0.734	0.9998667960280868	0.3393346760318631	0.6696007360299749	0
1776	prachtig;prächtige;brachti;prächti;prächtig;prächtigi;pracht	superbe;splendide;admirable;somptueux	bewundernswert	admirable;sumptuous	0.8037378754204794	0.5728869860217488	0.6991880119370174					0.562			0.734	0.8943608900109077	0.6508710683755762	0.7726159791932419	0
1777	anschaffe	acquérir	erwerben	acquiring	0.723320014227519	0.5150283834319406	0.7699991595584776		0.5940000000000001							0.9996288533613786	1.0	0.9998144266806892	0
1778	aschaffa	procurer;acquérir	erwerben	acquiring;procure	0.7309480066940173	0.516777606608052	0.7207414098597622		0.594							0.9421444552460292	1.0	0.9710722276230146	0
1779	erworben;erwerben	obtenir;acquérir	erwerben;Erwerb	obtain;acquisition;elicit;get;acquiring	0.6781244493571209	0.5256215278828105	0.7289397111164949		0.5940000000000001							0.9005521571118461	0.8517722989600526	0.8761622280359493	0
1780	erricht;erreicht	accompli;atteint	erreicht	accomplished;achieved	0.882707596732385	0.5195112462795237	0.7867586644290442					0.5879343600780691				0.9983726150581044		0.9983726150581044	0
1781	wunderbare;wunderbara;wunderbarer;wunderbari;wunderbar;Wunderbari	admirable;merveilleux;magnifique	bewundernswert;wunderbar	admirable	0.9036422220639276	0.5945113034770406	0.8354212119053559					0.562			0.7339999999999999	0.9998667947737327	0.3393346760318631	0.669600735402798	0
1782	zueffällig;zuefälli;Zuefall;Zuefäll;züfälli;Zufall;zufällig;züefallig;zuefællig;Züfall;Züefall;Zuefälli;zuefällig	par hasard;fortuit;accidentel;accidentellement	Zufall;zufällig	accidental;fortuitous;accidentally	0.433195757057933	0.6577468254056803	0.4007761408161545				0.438			0.672		0.8701554493578155	0.6838859083402807	0.7770206788490481	0
1783	annahme;aannehme;annamme;annehmen;annämme;annehme;annäme;Annahme;annemme;oonahme	supposer;accepter;acceptation	annehmen;Annahmen;Annahme	assume;acceptance;suppose	0.6866079708411328	0.3338152935215856	0.5241482358807119								0.68	0.862580094549457	0.6683333125003906	0.7654567035249238	0
1784	akzeptier;akzeptiere	acceptez	akzeptieren	accept	0.847	0.286	0.565								0.664	1.0		1.0	0
1785	Eise	abcès	Abszess	abscess	0.154	0.451	0.349						0.438			1.0	0.4663772242950228	0.7331886121475114	0
1786	heftig;haftig	vivement;brusque;intense;impétueux;violent	heftig;abrupt	impetuous;brash;abrupt	0.407956938779098	0.8168159498415889	0.6043399530255211							0.703		0.8890904861427601	0.4906042990269328	0.6898473925848465	0
1787	scharf	brusque	scharf;abrupt	abrupt	0.298725718489312	0.8200382225060099	0.560588073964704							0.703		0.999736407382974	0.345984662382897	0.6728605348829355	0
1788	grobi;grob;grobb;grobe	brusque;brutal;rude;violent	grob;heftig;abrupt	brutish;abrupt	0.2951766894090715	0.8270591918825806	0.5758700228426608							0.703		0.9151805014845904	0.1629461726119598	0.5390633370482751	0
