shortName,drama_type,polarity,valence,arousal,dominance,anger,disgust,fear,joy,sadness,surprise,trust,anticipation
am-letzte-maskebal,comedy,-5,0.5490091783200309,0.544987008604684,0.5434852491143235,0.13872951374888992,0.08542607886670138,0.14197871287812,0.16163087811613025,0.10736148019041507,0.13045824332787073,0.10799173226059529,0.12642336061127715
arnold-der-pfingstmontag,comedy,70,0.6033075491371118,0.48627710948229025,0.562537429103308,0.08103857515594788,0.06699988414682741,0.09690457254615628,0.22750203442932931,0.07887740498513975,0.053248002811382526,0.23540250551821834,0.1600270204069985
babette-mach-s-fenster-zue,comedy,-6,0.5809326286542806,0.48480298219454054,0.5739183454501977,0.15465064076437385,0.08141531642702436,0.17941751201179215,0.17939700620629523,0.044797999577034425,0.05719326130103619,0.16610638207043033,0.1370218816420135
bastian-dr-hans-im-schnokeloch,comedy,36,0.5994154882447359,0.5062130094228837,0.5373961573568123,0.08377757740125191,0.0683690776503596,0.0848089908140878,0.24422236382989254,0.08471701677245698,0.07214140232333353,0.1860170167302019,0.17594655447841565
bastian-dr-maischter-hett-gewunne,comedy,-10,0.5905042218629862,0.5080543511276319,0.5686482261215,0.0897795942119195,0.07051395921380539,0.08903259047081619,0.23118644503744917,0.08103658369732994,0.06294360381982511,0.20019234950789347,0.17531487404096122
bastian-e-sportschochzitt,comedy,21,0.6154615147227114,0.5284323539086967,0.5810138448716159,0.06524697545077339,0.04715140022942848,0.0744630090587641,0.27765540458808674,0.07570491803318692,0.07081447819209873,0.21103229776594848,0.1779315166817132
bastian-e-sportshochzitt,comedy,14,0.6158213782872266,0.5298313439362845,0.578248725852069,0.06493166133143657,0.04557223902805774,0.07503787835032373,0.28161695371987405,0.07730236817440168,0.07142504204835834,0.20513917058327233,0.17897468676427564
bastian-hofnarr-heidideldum,tale,10,0.5763486882810179,0.5219800112497467,0.5540559907633539,0.08599572471433696,0.08127634775695734,0.10444128138206944,0.22097787569859367,0.08725397627928251,0.08916104129357533,0.18147757217029262,0.14941618070489215
bastian-s-gaischtert-im-huss,horreur,-6,0.5699583926581254,0.4976484037659037,0.551433950023123,0.1470891735432521,0.08219300681064948,0.11107471184492826,0.2811627641992324,0.07492829500096528,0.090874840107898,0.1367957998425517,0.07588140865052277
bastian-struwelpeter,tale,31,0.5489594121656918,0.5292985860819237,0.5660469893738508,0.1191042623987355,0.10355993677203446,0.1271052301780722,0.16111097138696986,0.09480776116731507,0.07834089861135354,0.18759309217540318,0.1283778473101161
bi-de-wilde,comedy,3,0.5458569976810164,0.5070177331496335,0.5393299278953673,0.115244512771547,0.10695037758147191,0.16108326105773632,0.14409160916546357,0.10649579680387594,0.10656951473034526,0.11307832220748364,0.14648660568207628
clemens-a-latzi-visit,comedy,1,0.5795924757552254,0.5156232601504344,0.5540796266343673,0.08873075121790502,0.07478086885653262,0.10447875019879875,0.22355621352821678,0.0886696641470087,0.08912122113870126,0.20035626646041854,0.13030626445241833
clemens-charlot,comedy,0,0.5359891333333433,0.5116297221006784,0.515874015654644,0.10216869565365919,0.07832261696837088,0.1255257677880885,0.1980098599714629,0.10392645508552346,0.07830315833733724,0.1853969720426189,0.12834647415293898
clemens-chrischtowe,tale,-3,0.6715198810509821,0.43081164500417873,0.5555496728216085,0.04297104643127573,0.030449138585239448,0.06625487243643913,0.2583377353546388,0.06941107667235752,0.04686616457671018,0.32848685734446637,0.15722310859887279
clemens-d-brueder,comedy,59,0.6149536612253012,0.5039630903084368,0.5653463057932452,0.09601595347429627,0.0595924395973734,0.0810239265870037,0.26286631316729525,0.07391167768050394,0.06333957194364653,0.21392580111048048,0.14932431643940028
clemens-dr-amerikaner,comedy,46,0.5728956827199665,0.5082815506832935,0.5256571812221308,0.1276113154062127,0.06449914108905536,0.10119452587731223,0.2276405644569649,0.091725240787872,0.07680703703464564,0.19447572006847225,0.11604645527946494
clemens-gift,comedy,43,0.5648936948089393,0.5164826970915225,0.5431914260609751,0.09251500166570596,0.08468163820535982,0.1309882829851633,0.1933198885137803,0.12066541899578753,0.06264288070592786,0.20674308115981235,0.10844380776846298
d-gsellschaftere,comedy,-12,0.5594427570527652,0.4554441314760819,0.522060170895647,0.11191841592988076,0.14703995059242458,0.1287619492175134,0.1491909228890641,0.04643404767148849,0.03943602259191508,0.2680907990689766,0.10912789203873678
d-huslit-vo-dr-frau-suppedunke,comedy,9,0.5758263489846482,0.46960015350817386,0.5758703661751468,0.1332632159280001,0.13257532458877222,0.17164925087882846,0.1553144812541387,0.05326547870380333,0.051920264378112965,0.19224088461870872,0.10977109964963559
d-milhuser-in-paris,comedy,-2,0.5855829833357259,0.460401875179179,0.5898826948120196,0.13237313031790793,0.14814296982355682,0.17744838147969624,0.15326553093980708,0.0488187441698535,0.05071181370186593,0.18308983309684532,0.1061495964704672
d-singstund,comedy,13,0.580385011265401,0.4928026327207725,0.5946650280302851,0.15603743936138628,0.10801959266468258,0.1885300784782938,0.17386716917565606,0.028782812041012174,0.03667126826583038,0.19185360690689,0.1162380331062487
d-tante-domino,comedy,-1,0.563593768708923,0.51294830403347,0.5814150752971328,0.15216467081987026,0.0950944478917916,0.17978982548347855,0.13870465848922417,0.09477016860306882,0.044186118320046375,0.1757510707805638,0.11953903961195653
dr-astronom,comedy,3,0.6189769550744263,0.469330968427634,0.5578566858515468,0.09031098054409067,0.08339259771678362,0.12717693138916,0.1921197899227522,0.033015307867274545,0.08321092536574468,0.3019558851188015,0.08881758207539295
dr-chineserfranz,comedy,15,0.5830541933970169,0.4851314328819081,0.582512085358001,0.13036907573083759,0.10147209429110982,0.16765586065071866,0.18528005367096756,0.048738170589647585,0.06316696002789589,0.17442561304797485,0.12889217199084813
dr-fechtmeister,comedy,3,0.5959540871457991,0.5020508938170656,0.5618544572510218,0.12406143063602748,0.026045266803256657,0.16516323257820226,0.1847590548833066,0.0351241184272203,0.05317129148050973,0.20392740977530008,0.20774819541617687
