,Id_block,valence_als,arousal_als,dominance_als,anger_als,disgust_als,fear_als,joy_als,sadness_als,surprise_als,trust_als,anticipation_als,valence_fr,arousal_fr,dominance_fr,anger_fr,disgust_fr,fear_fr,joy_fr,sadness_fr,surprise_fr,trust_fr,anticipation_fr
136,140,0.553,0.460,0.473,0.000,0.269,0.125,0.125,0.000,0.000,0.146,0.000,0.559,0.515,0.537,0.000,0.178,0.083,0.083,0.000,0.112,0.194,0.000
137,141,0.484,0.478,0.490,0.080,0.031,0.185,0.204,0.168,0.000,0.000,0.105,0.581,0.516,0.608,0.148,0.145,0.136,0.169,0.130,0.000,0.322,0.000
138,142,0.353,0.416,0.463,0.203,0.000,0.242,0.000,0.278,0.000,0.254,0.000,0.681,0.418,0.683,0.000,0.000,0.000,0.000,0.000,0.000,0.554,0.000
139,143,0.582,0.387,0.548,0.084,0.129,0.141,0.143,0.112,0.125,0.248,0.255,0.670,0.276,0.554,0.000,0.000,0.000,0.559,0.000,0.000,0.000,0.000
140,144,0.538,0.426,0.546,0.025,0.063,0.203,0.000,0.151,0.000,0.000,0.211,0.682,0.400,0.625,0.000,0.000,0.000,0.469,0.000,0.000,0.485,0.414
141,145,0.492,0.416,0.496,0.199,0.153,0.141,0.000,0.141,0.082,0.329,0.176,0.723,0.524,0.610,0.000,0.000,0.047,0.392,0.000,0.166,0.197,0.448
142,146,0.458,0.530,0.413,0.136,0.141,0.161,0.144,0.185,0.000,0.000,0.000,0.762,0.449,0.574,0.000,0.000,0.000,0.359,0.000,0.031,0.264,0.213
143,147,0.645,0.444,0.593,0.025,0.063,0.047,0.226,0.000,0.000,0.000,0.211,0.702,0.427,0.525,0.000,0.107,0.085,0.155,0.000,0.000,0.160,0.308
144,148,0.687,0.420,0.585,0.019,0.047,0.094,0.169,0.000,0.000,0.154,0.154,0.677,0.443,0.604,0.067,0.061,0.049,0.208,0.000,0.000,0.280,0.115
145,149,0.458,0.491,0.469,0.115,0.186,0.165,0.169,0.307,0.000,0.000,0.000,0.482,0.485,0.453,0.125,0.254,0.226,0.095,0.281,0.098,0.125,0.306
146,150,0.565,0.429,0.590,0.000,0.000,0.051,0.213,0.165,0.000,0.281,0.159,0.478,0.689,0.646,0.133,0.057,0.190,0.000,0.000,0.000,0.264,0.295
147,151,0.612,0.499,0.613,0.000,0.000,0.000,0.249,0.000,0.000,0.470,0.131,0.542,0.428,0.532,0.000,0.000,0.000,0.172,0.000,0.000,0.401,0.000
148,152,0.692,0.666,0.496,0.000,0.000,0.000,0.273,0.095,0.000,0.179,0.141,0.663,0.621,0.624,0.000,0.000,0.000,0.306,0.000,0.000,0.233,0.123
149,153,0.675,0.449,0.544,0.013,0.031,0.068,0.335,0.106,0.056,0.172,0.065,0.668,0.579,0.508,0.000,0.000,0.067,0.435,0.133,0.000,0.090,0.080
150,154,0.552,0.587,0.484,0.123,0.092,0.246,0.212,0.000,0.097,0.336,0.106,0.534,0.505,0.488,0.117,0.059,0.206,0.268,0.084,0.068,0.144,0.095
151,155,0.479,0.596,0.523,0.137,0.094,0.183,0.196,0.276,0.125,0.127,0.150,0.547,0.562,0.551,0.191,0.219,0.281,0.177,0.310,0.193,0.219,0.133
152,156,0.628,0.573,0.597,0.031,0.033,0.191,0.305,0.112,0.300,0.166,0.347,0.881,0.641,0.756,0.000,0.000,0.000,0.416,0.000,0.000,0.422,0.000
153,157,0.735,0.572,0.657,0.187,0.094,0.070,0.397,0.000,0.000,0.293,0.270,0.594,0.544,0.614,0.199,0.081,0.175,0.131,0.237,0.120,0.384,0.292
154,158,0.459,0.508,0.562,0.203,0.137,0.152,0.000,0.113,0.000,0.144,0.000,0.771,0.432,0.563,0.000,0.000,0.000,0.547,0.000,0.219,0.618,0.383
155,159,0.144,0.806,0.538,0.690,0.179,0.377,0.000,0.334,0.000,0.000,0.000,0.225,0.736,0.545,0.690,0.637,0.743,0.000,0.541,0.484,0.000,0.273
156,160,0.824,0.575,0.727,0.000,0.000,0.000,0.546,0.000,0.000,0.672,0.633,0.644,0.438,0.570,0.000,0.000,0.000,0.226,0.000,0.000,0.430,0.000
157,163,0.298,0.519,0.307,0.000,0.000,0.000,0.000,0.219,0.172,0.000,0.578,0.505,0.631,0.498,0.000,0.000,0.000,0.000,0.110,0.321,0.000,0.289
158,164,0.440,0.537,0.569,0.000,0.000,0.469,0.000,0.453,0.000,0.000,0.000,0.474,0.535,0.485,0.272,0.185,0.167,0.299,0.198,0.130,0.167,0.445
159,165,0.785,0.563,0.655,0.000,0.000,0.000,0.322,0.000,0.000,0.586,0.000,0.564,0.624,0.602,0.000,0.128,0.159,0.109,0.181,0.000,0.330,0.098
160,167,0.489,0.443,0.445,0.000,0.000,0.000,0.020,0.000,0.047,0.000,0.466,0.533,0.456,0.601,0.000,0.000,0.000,0.000,0.000,0.000,0.163,0.544
161,168,0.502,0.563,0.545,0.000,0.000,0.213,0.000,0.141,0.000,0.000,0.375,0.571,0.476,0.483,0.142,0.000,0.000,0.434,0.000,0.044,0.199,0.077
162,169,0.722,0.419,0.621,0.025,0.063,0.047,0.258,0.000,0.000,0.458,0.000,0.850,0.482,0.567,0.000,0.000,0.000,0.730,0.000,0.000,0.456,0.000
163,170,0.440,0.537,0.569,0.000,0.000,0.469,0.000,0.453,0.000,0.000,0.000,0.341,0.585,0.567,0.386,0.351,0.517,0.000,0.437,0.430,0.000,0.000
164,171,0.457,0.663,0.617,0.375,0.182,0.402,0.000,0.532,0.000,0.141,0.000,0.166,0.801,0.364,0.691,0.594,0.615,0.000,0.368,0.000,0.000,0.000
165,172,0.579,0.408,0.627,0.076,0.188,0.141,0.000,0.000,0.000,0.000,0.000,0.673,0.545,0.542,0.000,0.000,0.125,0.364,0.000,0.000,0.282,0.000
166,173,0.482,0.344,0.427,0.038,0.348,0.321,0.000,0.000,0.000,0.000,0.000,0.385,0.279,0.227,0.000,0.508,0.500,0.000,0.000,0.000,0.000,0.000
167,175,0.927,0.888,0.555,0.000,0.000,0.000,0.643,0.000,0.000,0.000,0.000,0.927,0.888,0.555,0.000,0.000,0.000,0.643,0.000,0.000,0.000,0.000
168,176,0.571,0.701,0.788,0.151,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.709,0.442,0.614,0.000,0.000,0.000,0.223,0.000,0.000,0.464,0.000
169,178,0.535,0.498,0.384,0.000,0.000,0.000,0.000,0.379,0.000,0.000,0.000,0.674,0.518,0.555,0.034,0.040,0.000,0.367,0.000,0.051,0.270,0.053
170,179,0.574,0.620,0.489,0.204,0.183,0.000,0.355,0.000,0.114,0.241,0.211,0.586,0.647,0.550,0.287,0.177,0.229,0.286,0.000,0.119,0.201,0.141
171,180,0.595,0.477,0.525,0.105,0.130,0.176,0.287,0.141,0.082,0.219,0.176,0.589,0.554,0.606,0.182,0.000,0.181,0.293,0.000,0.000,0.242,0.117
172,182,0.546,0.482,0.543,0.176,0.086,0.212,0.290,0.213,0.087,0.143,0.000,0.344,0.673,0.501,0.263,0.177,0.379,0.000,0.286,0.236,0.000,0.127
173,183,0.625,0.501,0.611,0.126,0.136,0.162,0.291,0.088,0.081,0.216,0.117,0.225,0.736,0.545,0.690,0.637,0.743,0.000,0.541,0.484,0.000,0.273
174,184,0.476,0.482,0.458,0.084,0.083,0.079,0.104,0.229,0.000,0.269,0.000,0.517,0.485,0.497,0.179,0.142,0.215,0.175,0.165,0.031,0.088,0.217
175,185,0.742,0.494,0.702,0.019,0.047,0.164,0.311,0.000,0.211,0.426,0.233,0.720,0.501,0.582,0.097,0.000,0.091,0.331,0.094,0.000,0.169,0.000
176,186,0.664,0.398,0.600,0.025,0.063,0.047,0.156,0.000,0.000,0.388,0.138,0.463,0.374,0.437,0.219,0.000,0.000,0.000,0.000,0.000,0.363,0.000
177,187,0.426,0.377,0.416,0.038,0.094,0.203,0.000,0.265,0.000,0.000,0.000,0.597,0.492,0.604,0.188,0.091,0.245,0.098,0.274,0.000,0.321,0.000
178,188,0.538,0.496,0.549,0.000,0.000,0.172,0.164,0.000,0.254,0.395,0.000,0.589,0.603,0.590,0.227,0.136,0.187,0.264,0.161,0.000,0.197,0.000
179,189,0.597,0.450,0.521,0.013,0.031,0.104,0.091,0.126,0.000,0.217,0.000,0.630,0.468,0.516,0.143,0.109,0.212,0.354,0.194,0.044,0.125,0.077
180,190,0.729,0.452,0.682,0.009,0.024,0.018,0.265,0.000,0.000,0.234,0.000,0.677,0.437,0.657,0.000,0.000,0.000,0.168,0.000,0.064,0.348,0.000
181,191,0.423,0.660,0.504,0.432,0.360,0.328,0.277,0.174,0.000,0.000,0.000,0.707,0.506,0.568,0.075,0.170,0.068,0.152,0.000,0.000,0.262,0.186
182,192,0.492,0.489,0.429,0.182,0.180,0.208,0.078,0.214,0.047,0.214,0.100,0.534,0.376,0.386,0.092,0.114,0.124,0.091,0.176,0.000,0.118,0.183
183,193,0.440,0.567,0.558,0.344,0.207,0.187,0.169,0.161,0.000,0.000,0.000,0.519,0.532,0.583,0.109,0.136,0.243,0.000,0.161,0.000,0.164,0.275
184,194,0.702,0.534,0.576,0.000,0.000,0.000,0.411,0.000,0.152,0.136,0.479,0.692,0.534,0.578,0.190,0.185,0.253,0.418,0.222,0.140,0.066,0.168
185,195,0.668,0.488,0.589,0.000,0.000,0.000,0.365,0.000,0.194,0.091,0.302,0.682,0.564,0.629,0.000,0.000,0.034,0.328,0.000,0.181,0.108,0.361
186,196,0.657,0.455,0.611,0.035,0.136,0.047,0.000,0.000,0.000,0.357,0.000,0.574,0.306,0.587,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.516
187,197,0.571,0.581,0.532,0.167,0.154,0.135,0.401,0.144,0.000,0.299,0.143,0.820,0.414,0.519,0.000,0.000,0.000,0.591,0.000,0.000,0.000,0.000
188,199,0.719,0.515,0.647,0.025,0.063,0.047,0.460,0.000,0.000,0.000,0.000,0.636,0.478,0.587,0.115,0.099,0.103,0.309,0.061,0.027,0.132,0.169
189,200,0.443,0.459,0.453,0.202,0.047,0.060,0.069,0.092,0.000,0.217,0.000,0.471,0.448,0.471,0.144,0.028,0.087,0.056,0.055,0.059,0.131,0.174
190,201,0.672,0.447,0.629,0.000,0.000,0.034,0.340,0.044,0.036,0.246,0.216,0.654,0.427,0.550,0.004,0.000,0.019,0.320,0.000,0.075,0.246,0.285
191,202,0.664,0.413,0.641,0.000,0.000,0.234,0.164,0.227,0.000,0.395,0.000,0.474,0.372,0.384,0.000,0.000,0.234,0.000,0.000,0.000,0.000,0.617
192,203,0.599,0.501,0.623,0.125,0.056,0.112,0.133,0.057,0.000,0.243,0.052,0.504,0.553,0.503,0.123,0.149,0.046,0.091,0.000,0.228,0.215,0.101
193,204,0.729,0.453,0.555,0.000,0.000,0.000,0.469,0.000,0.000,0.436,0.414,0.873,0.276,0.536,0.000,0.000,0.000,0.547,0.000,0.219,0.618,0.383
194,205,0.729,0.453,0.555,0.000,0.000,0.000,0.469,0.000,0.000,0.436,0.414,0.697,0.384,0.637,0.000,0.000,0.000,0.375,0.000,0.000,0.000,0.258
195,206,0.583,0.490,0.563,0.000,0.000,0.000,0.000,0.000,0.000,0.245,0.523,0.443,0.530,0.446,0.351,0.283,0.501,0.121,0.345,0.419,0.199,0.547
196,207,0.612,0.571,0.667,0.259,0.119,0.200,0.256,0.202,0.036,0.342,0.204,0.802,0.419,0.604,0.000,0.000,0.000,0.387,0.000,0.000,0.675,0.233
197,208,0.766,0.432,0.610,0.000,0.000,0.000,0.393,0.000,0.000,0.000,0.158,0.599,0.405,0.511,0.000,0.000,0.000,0.339,0.000,0.000,0.242,0.000
198,209,0.570,0.531,0.577,0.049,0.097,0.083,0.107,0.139,0.068,0.123,0.462,0.622,0.509,0.587,0.000,0.000,0.000,0.164,0.071,0.216,0.157,0.425
199,210,0.694,0.383,0.691,0.025,0.063,0.047,0.000,0.000,0.000,0.388,0.000,0.747,0.512,0.552,0.000,0.000,0.000,0.379,0.000,0.000,0.120,0.172
200,211,0.688,0.493,0.673,0.019,0.047,0.035,0.218,0.000,0.160,0.291,0.178,0.807,0.412,0.627,0.000,0.000,0.000,0.345,0.000,0.055,0.471,0.096
201,212,0.750,0.521,0.662,0.025,0.063,0.047,0.415,0.000,0.000,0.224,0.211,0.666,0.435,0.544,0.091,0.140,0.155,0.259,0.205,0.000,0.233,0.105
202,213,0.592,0.526,0.515,0.000,0.068,0.111,0.311,0.106,0.000,0.144,0.137,0.687,0.485,0.671,0.068,0.081,0.000,0.497,0.000,0.000,0.219,0.000
203,214,0.502,0.371,0.408,0.000,0.092,0.031,0.121,0.099,0.000,0.096,0.181,0.533,0.482,0.485,0.084,0.083,0.099,0.104,0.127,0.021,0.260,0.192
204,215,0.535,0.267,0.413,0.000,0.000,0.156,0.182,0.349,0.073,0.206,0.128,0.577,0.519,0.538,0.000,0.000,0.089,0.423,0.146,0.000,0.000,0.000
205,216,0.755,0.566,0.674,0.000,0.000,0.000,0.379,0.000,0.000,0.353,0.000,0.881,0.641,0.756,0.000,0.000,0.000,0.416,0.000,0.000,0.422,0.000
206,217,0.673,0.449,0.599,0.019,0.047,0.094,0.169,0.000,0.000,0.297,0.293,0.705,0.496,0.617,0.051,0.032,0.033,0.254,0.000,0.041,0.257,0.326
207,218,0.469,0.483,0.523,0.109,0.182,0.107,0.093,0.108,0.000,0.204,0.105,0.486,0.434,0.430,0.163,0.155,0.197,0.160,0.168,0.000,0.145,0.197
208,219,0.579,0.408,0.627,0.076,0.188,0.141,0.000,0.000,0.000,0.000,0.000,0.683,0.333,0.618,0.000,0.000,0.000,0.000,0.000,0.000,0.727,0.000
209,220,0.445,0.419,0.494,0.264,0.234,0.070,0.000,0.000,0.000,0.000,0.000,0.554,0.490,0.452,0.000,0.000,0.000,0.000,0.000,0.461,0.000,0.000
210,221,0.554,0.414,0.533,0.106,0.132,0.057,0.139,0.078,0.043,0.000,0.196,0.569,0.410,0.526,0.112,0.121,0.041,0.057,0.094,0.052,0.145,0.236
211,222,0.565,0.479,0.557,0.138,0.119,0.123,0.123,0.074,0.052,0.273,0.255,0.649,0.414,0.518,0.154,0.061,0.000,0.274,0.000,0.000,0.162,0.248
212,223,0.638,0.645,0.654,0.000,0.000,0.006,0.377,0.096,0.080,0.268,0.301,0.633,0.597,0.681,0.114,0.109,0.142,0.224,0.075,0.068,0.253,0.164
213,224,0.631,0.434,0.531,0.000,0.199,0.000,0.211,0.000,0.000,0.336,0.000,0.577,0.422,0.476,0.000,0.000,0.044,0.322,0.088,0.036,0.224,0.162
214,225,0.548,0.440,0.548,0.013,0.031,0.062,0.000,0.000,0.000,0.193,0.290,0.581,0.512,0.559,0.000,0.000,0.000,0.169,0.000,0.000,0.000,0.428
215,226,0.536,0.547,0.594,0.125,0.055,0.122,0.175,0.158,0.064,0.254,0.134,0.553,0.659,0.571,0.109,0.136,0.243,0.208,0.161,0.000,0.154,0.146
216,227,0.644,0.519,0.481,0.000,0.100,0.000,0.488,0.000,0.088,0.136,0.160,0.688,0.555,0.603,0.000,0.000,0.000,0.678,0.000,0.215,0.445,0.293
217,228,0.515,0.475,0.529,0.145,0.141,0.171,0.095,0.146,0.048,0.111,0.089,0.478,0.500,0.443,0.197,0.176,0.194,0.131,0.210,0.069,0.092,0.177
218,229,0.530,0.422,0.514,0.113,0.087,0.156,0.000,0.094,0.055,0.223,0.289,0.390,0.596,0.501,0.264,0.194,0.294,0.113,0.295,0.146,0.095,0.066
219,230,0.680,0.443,0.549,0.013,0.163,0.023,0.216,0.091,0.000,0.188,0.000,0.751,0.432,0.528,0.071,0.147,0.000,0.395,0.007,0.044,0.345,0.175
220,231,0.601,0.466,0.516,0.069,0.066,0.159,0.097,0.112,0.066,0.297,0.476,0.813,0.415,0.546,0.000,0.000,0.000,0.647,0.000,0.000,0.563,0.288
221,232,0.779,0.453,0.620,0.000,0.000,0.000,0.396,0.000,0.000,0.329,0.307,0.727,0.392,0.556,0.187,0.000,0.000,0.414,0.000,0.000,0.361,0.138
222,233,0.727,0.412,0.699,0.000,0.000,0.000,0.216,0.000,0.000,0.544,0.069,0.646,0.460,0.611,0.047,0.039,0.000,0.231,0.151,0.091,0.313,0.268
223,234,0.785,0.342,0.672,0.000,0.000,0.000,0.441,0.000,0.289,0.312,0.539,0.563,0.510,0.587,0.150,0.142,0.238,0.267,0.132,0.194,0.225,0.156
224,235,0.524,0.480,0.480,0.065,0.040,0.085,0.269,0.121,0.000,0.172,0.120,0.380,0.592,0.500,0.411,0.481,0.508,0.167,0.474,0.228,0.000,0.000
225,236,0.630,0.393,0.630,0.025,0.063,0.047,0.000,0.000,0.000,0.195,0.211,0.802,0.344,0.793,0.000,0.000,0.000,0.000,0.000,0.000,0.586,0.000
226,237,0.699,0.387,0.637,0.000,0.000,0.000,0.274,0.000,0.000,0.363,0.000,0.683,0.333,0.618,0.000,0.000,0.000,0.000,0.000,0.000,0.727,0.000
227,238,0.568,0.493,0.480,0.129,0.112,0.000,0.182,0.000,0.000,0.289,0.000,0.595,0.451,0.499,0.103,0.086,0.000,0.371,0.000,0.000,0.224,0.300
228,239,0.609,0.550,0.607,0.144,0.000,0.094,0.286,0.091,0.120,0.145,0.000,0.645,0.606,0.685,0.119,0.076,0.000,0.109,0.000,0.156,0.263,0.000
229,241,0.280,0.523,0.317,0.000,0.000,0.000,0.000,0.328,0.000,0.000,0.317,0.176,0.594,0.252,0.199,0.166,0.000,0.000,0.242,0.039,0.000,0.229
230,242,0.456,0.509,0.403,0.231,0.199,0.186,0.185,0.261,0.055,0.034,0.117,0.843,0.447,0.527,0.000,0.000,0.000,0.432,0.000,0.000,0.000,0.000
231,243,0.618,0.505,0.524,0.125,0.055,0.094,0.257,0.094,0.055,0.146,0.262,0.678,0.538,0.651,0.348,0.141,0.307,0.365,0.290,0.340,0.527,0.215
232,244,0.477,0.531,0.589,0.303,0.297,0.270,0.211,0.267,0.000,0.336,0.000,0.479,0.456,0.498,0.172,0.143,0.000,0.000,0.000,0.000,0.242,0.195
233,245,0.474,0.479,0.447,0.173,0.148,0.154,0.337,0.092,0.000,0.000,0.000,0.604,0.479,0.551,0.103,0.172,0.068,0.000,0.000,0.094,0.253,0.000
234,246,0.617,0.551,0.602,0.078,0.086,0.083,0.364,0.000,0.000,0.258,0.000,0.587,0.730,0.741,0.345,0.319,0.371,0.303,0.270,0.242,0.324,0.371
235,247,0.599,0.580,0.592,0.172,0.159,0.186,0.270,0.135,0.199,0.231,0.453,0.551,0.593,0.614,0.300,0.284,0.294,0.346,0.263,0.314,0.000,0.214
236,248,0.542,0.610,0.548,0.000,0.000,0.254,0.203,0.000,0.104,0.163,0.552,0.513,0.556,0.620,0.300,0.284,0.294,0.226,0.263,0.228,0.163,0.138
237,249,0.680,0.515,0.575,0.000,0.000,0.053,0.229,0.000,0.106,0.212,0.234,0.777,0.523,0.688,0.098,0.000,0.066,0.262,0.078,0.143,0.308,0.238
238,250,0.653,0.387,0.682,0.051,0.125,0.094,0.000,0.000,0.000,0.195,0.000,0.778,0.488,0.671,0.000,0.000,0.000,0.206,0.000,0.000,0.613,0.231
239,251,0.646,0.510,0.546,0.095,0.031,0.134,0.197,0.075,0.086,0.083,0.083,0.664,0.501,0.540,0.000,0.128,0.000,0.349,0.000,0.000,0.187,0.211
240,252,0.649,0.521,0.572,0.000,0.142,0.000,0.308,0.000,0.084,0.332,0.000,0.488,0.519,0.505,0.000,0.000,0.125,0.087,0.000,0.173,0.341,0.083
241,253,0.508,0.531,0.611,0.228,0.210,0.397,0.109,0.327,0.161,0.263,0.091,0.368,0.423,0.332,0.000,0.000,0.000,0.000,0.000,0.531,0.000,0.000
242,254,0.516,0.490,0.544,0.150,0.131,0.180,0.000,0.159,0.055,0.370,0.194,0.485,0.474,0.452,0.182,0.245,0.083,0.000,0.000,0.000,0.000,0.411
243,255,0.494,0.422,0.508,0.140,0.169,0.171,0.147,0.189,0.108,0.000,0.129,0.471,0.560,0.546,0.230,0.212,0.248,0.127,0.378,0.292,0.167,0.515
244,256,0.656,0.484,0.614,0.064,0.087,0.042,0.110,0.000,0.052,0.306,0.140,0.756,0.411,0.584,0.000,0.000,0.000,0.125,0.000,0.000,0.344,0.266
245,257,0.579,0.408,0.627,0.076,0.188,0.141,0.000,0.000,0.000,0.000,0.000,0.489,0.656,0.551,0.212,0.178,0.176,0.000,0.179,0.344,0.000,0.000
246,258,0.579,0.433,0.538,0.105,0.144,0.169,0.095,0.000,0.000,0.285,0.212,0.514,0.464,0.503,0.230,0.220,0.273,0.048,0.138,0.167,0.483,0.095
247,259,0.655,0.524,0.533,0.038,0.094,0.070,0.364,0.000,0.000,0.000,0.000,0.625,0.550,0.655,0.230,0.212,0.248,0.226,0.180,0.161,0.242,0.091
248,260,0.579,0.408,0.627,0.076,0.188,0.141,0.000,0.000,0.000,0.000,0.000,0.850,0.497,0.681,0.000,0.000,0.000,0.678,0.000,0.000,0.000,0.000
249,261,0.434,0.612,0.528,0.171,0.117,0.307,0.104,0.000,0.000,0.081,0.088,0.368,0.770,0.562,0.330,0.000,0.326,0.141,0.083,0.208,0.000,0.180
250,262,0.627,0.468,0.622,0.030,0.000,0.000,0.000,0.000,0.000,0.385,0.000,0.538,0.568,0.637,0.171,0.154,0.099,0.035,0.154,0.094,0.393,0.128
251,263,0.610,0.463,0.607,0.013,0.108,0.023,0.247,0.000,0.036,0.350,0.202,0.621,0.546,0.566,0.047,0.099,0.019,0.221,0.000,0.071,0.307,0.214
252,264,0.435,0.597,0.570,0.289,0.153,0.119,0.200,0.081,0.000,0.221,0.071,0.458,0.675,0.684,0.493,0.109,0.255,0.000,0.000,0.000,0.099,0.000
253,265,0.376,0.578,0.508,0.270,0.164,0.268,0.182,0.299,0.124,0.087,0.209,0.298,0.700,0.585,0.463,0.439,0.483,0.000,0.431,0.417,0.242,0.000
254,266,0.658,0.410,0.536,0.015,0.038,0.028,0.337,0.000,0.000,0.116,0.000,0.463,0.545,0.524,0.305,0.220,0.291,0.000,0.000,0.000,0.281,0.000
255,267,0.619,0.440,0.568,0.000,0.000,0.000,0.000,0.097,0.000,0.408,0.127,0.802,0.344,0.793,0.000,0.000,0.000,0.000,0.000,0.000,0.586,0.000
256,268,0.588,0.443,0.493,0.028,0.091,0.023,0.000,0.031,0.125,0.108,0.105,0.694,0.525,0.585,0.078,0.000,0.000,0.113,0.000,0.143,0.098,0.106
257,269,0.617,0.469,0.625,0.195,0.038,0.028,0.113,0.000,0.041,0.330,0.089,0.444,0.599,0.606,0.227,0.134,0.390,0.000,0.000,0.000,0.234,0.000
258,271,0.738,0.519,0.682,0.019,0.047,0.035,0.209,0.000,0.000,0.340,0.310,0.669,0.438,0.513,0.000,0.000,0.039,0.308,0.000,0.178,0.172,0.103
259,272,0.706,0.428,0.687,0.019,0.047,0.062,0.118,0.000,0.000,0.361,0.269,0.439,0.478,0.464,0.110,0.000,0.067,0.000,0.110,0.129,0.182,0.000
260,273,0.670,0.276,0.554,0.000,0.000,0.000,0.559,0.000,0.000,0.000,0.000,0.747,0.492,0.681,0.000,0.000,0.000,0.215,0.000,0.000,0.447,0.160
261,274,0.880,0.639,0.604,0.000,0.000,0.000,0.771,0.000,0.114,0.241,0.211,0.670,0.571,0.557,0.107,0.092,0.094,0.360,0.117,0.000,0.182,0.141
262,275,0.487,0.457,0.476,0.143,0.109,0.077,0.065,0.046,0.000,0.175,0.208,0.568,0.430,0.530,0.106,0.162,0.093,0.026,0.110,0.023,0.184,0.205
263,277,0.715,0.507,0.693,0.215,0.000,0.051,0.199,0.039,0.000,0.146,0.430,0.631,0.505,0.608,0.114,0.061,0.136,0.096,0.000,0.116,0.179,0.155
264,278,0.683,0.336,0.587,0.025,0.063,0.047,0.157,0.000,0.000,0.193,0.000,0.458,0.569,0.559,0.305,0.220,0.291,0.000,0.000,0.000,0.232,0.000
265,279,0.686,0.413,0.676,0.019,0.047,0.035,0.000,0.000,0.000,0.451,0.000,0.700,0.399,0.577,0.000,0.000,0.000,0.000,0.000,0.000,0.645,0.000
266,280,0.567,0.423,0.616,0.038,0.094,0.129,0.000,0.000,0.000,0.159,0.154,0.872,0.643,0.725,0.000,0.000,0.000,0.413,0.000,0.000,0.500,0.461
267,281,0.486,0.493,0.486,0.011,0.027,0.020,0.000,0.192,0.000,0.180,0.090,0.380,0.605,0.471,0.268,0.317,0.250,0.000,0.313,0.000,0.000,0.293
268,282,0.652,0.471,0.608,0.013,0.031,0.023,0.121,0.000,0.000,0.200,0.200,0.606,0.466,0.643,0.013,0.031,0.070,0.000,0.000,0.099,0.303,0.199
269,283,0.540,0.346,0.455,0.019,0.047,0.035,0.000,0.243,0.000,0.154,0.000,0.659,0.384,0.516,0.000,0.000,0.117,0.000,0.000,0.000,0.308,0.308
270,284,0.724,0.551,0.722,0.000,0.000,0.000,0.000,0.000,0.000,0.363,0.324,0.758,0.441,0.599,0.000,0.000,0.000,0.250,0.000,0.103,0.430,0.198
271,285,0.445,0.429,0.426,0.115,0.208,0.183,0.177,0.061,0.036,0.315,0.064,0.456,0.467,0.410,0.206,0.170,0.000,0.076,0.000,0.044,0.169,0.238
272,287,0.699,0.407,0.578,0.000,0.000,0.000,0.230,0.000,0.000,0.450,0.000,0.796,0.516,0.618,0.000,0.000,0.000,0.578,0.000,0.000,0.263,0.000
273,288,0.471,0.518,0.512,0.231,0.293,0.298,0.137,0.288,0.000,0.144,0.000,0.465,0.558,0.544,0.296,0.290,0.273,0.274,0.261,0.000,0.000,0.000
274,289,0.702,0.494,0.747,0.025,0.063,0.047,0.344,0.000,0.200,0.263,0.000,0.621,0.535,0.588,0.089,0.057,0.000,0.251,0.000,0.115,0.197,0.000
275,290,0.758,0.486,0.612,0.008,0.021,0.016,0.427,0.000,0.018,0.081,0.056,0.700,0.511,0.538,0.050,0.062,0.080,0.325,0.053,0.130,0.243,0.304
276,291,0.634,0.429,0.480,0.000,0.000,0.089,0.430,0.177,0.201,0.000,0.000,0.634,0.424,0.532,0.000,0.000,0.117,0.212,0.000,0.144,0.231,0.547
277,292,0.427,0.644,0.587,0.412,0.237,0.303,0.274,0.242,0.000,0.000,0.000,0.474,0.372,0.384,0.000,0.000,0.234,0.000,0.000,0.000,0.000,0.617
