shortName,drama_type,polarity,valence,arousal,dominance,anger,disgust,fear,joy,sadness,surprise,trust,anticipation
jost-daa-im-narrehuss,comedy,-15,9.82855724101184,8.769764814954115,9.676617061150496,0.15741801088693622,0.12945230242363054,0.17437050954258698,0.22715922797143218,0.08268354344557428,0.0371359134103223,0.14631991905941463,0.04546057326010287
jost-dr-erscht-handel,comedy,7,7.086372085694808,5.584552062769502,7.025386319584064,0.053266080790772836,0.06123890107314175,0.0524235547619426,0.2593158641772241,0.06777474853358104,0.05120599183668171,0.30137982916157474,0.15339502966508117
jost-e-dienschtbott-wurd-gsuecht,comedy,-21,7.8539921263779195,5.845650107627651,7.8080535553722585,0.0694317644857241,0.08544122762775647,0.07714369014745955,0.3236091209707885,0.06202292443410841,0.05706391533421179,0.24969181968360948,0.07559553731634168
jost-so-e-liederlicher-frack,comedy,-30,8.51039288438798,7.659716538855524,8.53427335316102,0.08881938702533192,0.06352179258052987,0.10654462071452953,0.22780031955573807,0.10039754440466118,0.08411677153645714,0.18099661881565726,0.14780294536709485
kettner-uff-dr-hochzittsreis,comedy,-14,6.502661829290634,5.101719338868054,6.137195796393668,0.05990586596485871,0.04910417786157933,0.09176052378044279,0.21371756685792245,0.049769881967784146,0.03834733274113648,0.2811417061662237,0.21625294466005235
kleisecker-dr-schnider-von-gambse,comedy,-36,3.8850771793807204,3.542008994929597,3.881733456550535,0.11766887722612755,0.06193386784267514,0.14478840482919672,0.18062631001439386,0.09718907738570856,0.09251484517313922,0.19004848012874356,0.1152301374000154
kuehne-bureaukrate,comedy,-56,6.96613227594995,5.577775641336463,7.244818416507031,0.056589080524732445,0.059420213753391043,0.06297667003289817,0.2931578080925475,0.03539335589685863,0.018709761975097945,0.40497476873950655,0.06877834098496773
lasch-dr-babbler,comedy,1,5.315616543528007,4.08456135484224,4.700454235789818,0.11634028152770853,0.10751762924723687,0.09224000268176025,0.1510111235329252,0.07920806830952722,0.041965588244601205,0.2193727657362611,0.19234454071997953
milhuser-bilder,comedy,2,5.199057766776274,4.196947208098469,5.425010533873476,0.07956630716378099,0.18729220500641952,0.18591859265234034,0.08358552248395203,0.12411048140925339,0.02114875981182802,0.13546083654686775,0.182917294925558
ne-hiroth-dur-d-extrapost,comedy,1,4.651089028824961,3.4952750005168403,4.699886099434573,0.04887246769917259,0.08907950247847546,0.14077551679528316,0.37712901439921254,0.0659038398178063,0.00988143379880196,0.15473446364462412,0.11362376136662394
ne-jumpfre-wo-nitt-hirothe-will,comedy,-8,4.7721386866611955,4.365532388745406,5.181427563966685,0.25431508195195884,0.07878936279017894,0.14063274497500367,0.19750026702334403,0.038344206298811134,0.029781384149165566,0.15648135493019452,0.10415559788134313
ne-scandal,comedy,-34,1.0310867570322078,1.5344191403544105,1.347401193865725,0.1623631475852902,0.12456388234927514,0.14236206187886905,0.07701661688656779,0.15178350078182554,0.10838183930946756,0.12177915459065608,0.11174979661804857
riff-d-schloofere,comedy,-34,8.606839742666848,5.748213795278407,7.836072799444815,0.1026570949102719,0.086704874533836,0.06761837686189033,0.44563886888328624,0.06997136985496548,0.023363963004009135,0.15540879374028707,0.04863665821145384
riff-dr-hasestrickler,comedy,-21,7.428867866781467,5.775962942534813,7.070892347196591,0.08367278613343497,0.08780499885050799,0.11095524349769709,0.28629672240596366,0.03096727443695912,0.08387386263071642,0.21693358094546183,0.09949553109925885
riff-s-paradies,comedy,-21,3.9206815742777197,3.350178667682361,3.7083684922041673,0.1269467985580734,0.12449527726281359,0.125861829744823,0.2720261070476841,0.06962130744516366,0.03015144855610528,0.13452599576712354,0.11637123561821358
riff-sainte-barbe,comedy,-46,7.41812879149831,6.539290499172917,7.224341046681758,0.08661934629042888,0.056049046214105454,0.06848313873877081,0.30767929771492963,0.0443233220703153,0.05003373631169814,0.2728590243523381,0.11395308830741353
schneegans-steckelburjer-universite-saaue,comedy,-31,7.444189322034403,5.279370895719489,6.92783891204216,0.09182820991403252,0.061018619831558846,0.07409238488069933,0.23163398384100473,0.018038807485404713,0.0701619464763656,0.32069149985956485,0.13253454771136938
sengelin-d-mamsell-elis,comedy,-86,6.4413744821744245,5.324635121316295,6.117972860153562,0.12340431757578503,0.08166256678880868,0.08413506435478788,0.19039793414491774,0.07749722909629171,0.04666487353351912,0.24823038298621994,0.14800763151967003
stoskopf-dr-herr-maire,comedy,-97,6.8034522883551025,5.247401579612338,6.656685120423903,0.0846636066357183,0.09306125642424595,0.08472633646484058,0.22036121606492226,0.034297608900900285,0.050123801259165886,0.28853283829388854,0.14423333595631835
stoskopf-dr-hoflieferant,comedy,-180,8.255748934114148,7.124958633226172,7.87268995301561,0.09908587882641468,0.06718832148421548,0.0945660532558832,0.2346265630433006,0.050992064256710365,0.10254341447479097,0.20924753052738837,0.14175017413129634
stoskopf-e-diplomat,comedy,-15,2.103597649982205,1.8052533570531994,2.0653783950580378,0.05882127852120064,0.08381602799498146,0.0990814175668022,0.2813928012478949,0.15202121938361512,0.06333298345433225,0.16583135075538932,0.09570292107578421
stoskopf-e-mordsaffar,comedy,-19,5.127886479083562,4.372941749512843,4.68819593200704,0.08995146110352463,0.05495667346712317,0.11292589901239844,0.1534134843566188,0.14121518109308429,0.05187113569950023,0.22121018379600899,0.17445598147174152
stoskopf-ins-ropfers-apothek,comedy,-100,7.4585926128023345,6.045712699980218,7.490648926798353,0.07574787178261777,0.07023637023920486,0.08859268741759178,0.21990745259898448,0.048136459245953944,0.07079279826638075,0.2978064323550007,0.12877992809426575
stoskopf-wenn-d-fraue-wahle,comedy,-131,7.688231898892614,6.073348615627591,7.465618980306447,0.09395672878176495,0.06355615527146155,0.07329417191327384,0.22476010785438694,0.056288736748866024,0.03976556727931442,0.3066737775607656,0.14170475459016676
uf-bsuech-bi-dr-frau,comedy,-53,6.205908480457275,4.980801522718302,6.353137272626047,0.11939826104665595,0.20457783997587395,0.1689695611106028,0.12992130805414182,0.17890739399376715,0.02689616710258187,0.1194295867624332,0.05189988195394313
vor-un-no-dr-hochzit,comedy,-16,6.135988076273734,4.38598815262501,5.7861120764095455,0.06399424675647343,0.14779694678341537,0.11318043271959773,0.31551602361158704,0.019727935279635112,0.02905130450093364,0.19812747508139825,0.11260563526695944
wagner-die-greifensteiner,drama,-40,8.179884943812556,7.382371143007468,8.015783048734322,0.09690454278191121,0.12299905916080317,0.1091207783801823,0.19291417681740528,0.07943073480300515,0.04474069128281337,0.2389495212211992,0.11494049555268036
weber-am-wihnachtsowe-bym-e-kriejsblinde,tale,-28,6.5420920849975115,4.866947089842572,5.2834682014429655,0.018464558985747954,0.011544136937406684,0.030907350617413596,0.41278231085335226,0.030373932501343518,0.0030841140173911395,0.2614765693585631,0.2313670267287816
weber-e-bissel-lieb,drama,-40,8.180350400526013,5.940424730801007,7.004673161277574,0.05054983300844088,0.047935464758443756,0.06623847307303693,0.24259373042699053,0.07409895850737605,0.02454452540562538,0.3072425264277751,0.18679648839231147
weber-wihnachtsstimme,tale,-17,9.089963771563088,6.885010535055338,8.561098840543206,0.07907780675426662,0.058106912881819545,0.10518001260044135,0.24289615237337941,0.07632129348699758,0.024416683552890544,0.23359312960052186,0.18040800874968302
weber-yo-yo,comedy,-45,2.37072800330408,2.0946506142602206,2.3162095579167006,0.075353335268348,0.08168072175513191,0.20359207354877396,0.20274307398573044,0.08986099208886587,0.025539685776302983,0.14984851511130118,0.17138160246554562
weigel-in-dr-awril-gschickt,comedy,-43,6.369303206622665,4.5596482848449655,5.479347645819178,0.030327187067774562,0.03799906298068853,0.06972965789247369,0.26235079481589724,0.05683288648715316,0.029157728079395796,0.3274727744642376,0.18612990821237935
z-nacht-am-zehne,comedy,-9,4.625682507213966,3.973137963009046,4.0079864015888225,0.11402612098515875,0.06889397529929779,0.22872072402094829,0.16864371262567276,0.02346986423320339,0.027856210932423492,0.0005782580228748205,0.3678111338804207
zwei-erfindunge,comedy,-33,5.117086289835696,4.109326036226135,4.922433411310779,0.07599094147957385,0.22216383712640536,0.23317306747185534,0.07918658327849795,0.0515167046237986,0.04563971604093765,0.176643119936558,0.11568603004237321
