shortName,drama_type,polarity,valence,arousal,dominance,anger,disgust,fear,joy,sadness,surprise,trust,anticipation
riff-sainte-barbe,comedy,-34,1.3637167359496036,1.2878808529695984,1.2924488502649196,0.10543558638445177,0.06285708118001987,0.1038122133472072,0.299485175378131,0.060398482117717006,0.0418463257887865,0.1822837396632752,0.14388139614041137
bastian-hofnarr-heidideldum,tale,-108,1.6734842728236703,1.574410860382159,1.6553796319645995,0.10166479786082573,0.10607290970814867,0.10796332184122884,0.2149137152346521,0.09252390515248876,0.07856345170457428,0.15642233279959303,0.14187556569848853
weber-yo-yo,comedy,-3,1.1477753130168387,1.0467257368692704,0.9870626644334376,0.0653083858291108,0.08479958273735434,0.1353561035789128,0.2559297914779598,0.10955920965436679,0.05298524817090692,0.1321466278039074,0.16391505074748097
clemens-charlot,comedy,-20,1.0166027847944334,1.076305699854183,1.0248257593548373,0.09306726596123373,0.11490843491324054,0.13943559330389482,0.17397017443565116,0.139079559835274,0.0469641853510944,0.14530863186735032,0.14726615433226098
stoskopf-dr-herr-maire,comedy,-77,1.5392058148437957,1.3116640944160887,1.4704406968315442,0.09462894868729504,0.08914891530315554,0.10536910207111971,0.22818748607880623,0.07113541709515299,0.050638640906084345,0.2060211571674954,0.15487033269089073
bastian-dr-hans-im-schnokeloch,comedy,-102,1.739355777264267,1.5730118696493558,1.6289596064743626,0.08836905898074074,0.08059509696591467,0.10367488396373184,0.20557965002285317,0.09905286652184594,0.0664956378053173,0.15406445268901126,0.20216835305058506
