drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"Nit böes sin, Adam!|||: Mhmmm! — Aaaah! — Dies sell nit kriwwle! —|||Jetz schlooft m'r d'r groß Zeh gar nimmi! —|||Marie, Evele, noch e Schmutz! — Noch aaner!",169,riff-s-paradies
comedy,Jacques,M,valet,elementary_professions,lower_class,O V'rdoria noch emol! — Noch aaner!,170,riff-s-paradies
comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"— Naan, min liewer Adam, jetz isch's genüej!",171,riff-s-paradies
comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,Siehsch — jetz het's gschellt! — Do kannsch nix mehr dran mache! Jacques|||Zell welle m'r aw'r doch emol sehne!,172,riff-s-paradies
comedy,Jacques,M,valet,elementary_professions,lower_class,"Jaja, m'r kumme, alti Schawäll! Diesmol kumme m'r alli Zwei mitnander! — Warte Sie numme, Madam, diesmol selle Sie sich wundere, wenn ich anfang ""höefli"" zu wäre! - Uffgekündt wurd! — Uff d'r Stell! — Marie, machsch mit?!",173,riff-s-paradies
comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,Aw'r sicher mach ich mit!,174,riff-s-paradies
comedy,Jacques,M,valet,elementary_professions,lower_class,Batsch in! —,175,riff-s-paradies
comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,E Mann — e Wort!,176,riff-s-paradies
comedy,Jacques,M,valet,elementary_professions,lower_class,Un noch emol e Schmutz!,177,riff-s-paradies
comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,Naan — jetz nit — später — wenn m'r emol ghyroot sin.,178,riff-s-paradies
comedy,Jacques,M,valet,elementary_professions,lower_class,Höersch — Marie — sie lytte schun —,179,riff-s-paradies
comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,Zue unsere Hochzytt!,180,riff-s-paradies
comedy,Jacques,M,valet,elementary_professions,lower_class,"Juuuuuuuuh! — Kumm, Marie, m'r packe unser Bimbelebaasch zamme, un d'rnoo aw'r nix aß wie nüs üs dere Höll! :",181,riff-s-paradies
comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,Un nin ins Paradies!,182,riff-s-paradies
