shortName,drama_type,valence,arousal,dominance,anger,disgust,fear,joy,sadness,surprise,trust,anticipation
uf-bsuech-bi-dr-frau,comedy,0.35172393569204197,0.28920830581837953,0.3590677584895785,0.15287550427169277,0.17776685920520915,0.19505032378254472,0.11124427313943747,0.10403429313723293,0.03342605623145468,0.15183452662949745,0.07376816360293074
vor-un-no-dr-hochzit,comedy,0.3511877751012416,0.30106791133331035,0.34774431356544805,0.13314492961541022,0.16301096675590418,0.1861061652500863,0.15898292871731085,0.05306814567233377,0.038827214116617846,0.16920481322091543,0.09765483665142144
wagner-die-greifensteiner,drama,0.3372257389824039,0.3277633010861884,0.3350109599314078,0.11736356970715378,0.10585737302354084,0.12888639034247215,0.16792224614640988,0.10454513630189008,0.06224017083353568,0.18420943311160978,0.12897568053338776
weber-am-wihnachtsowe-bym-e-kriejsblinde,tale,0.3672238813805595,0.3204729626538964,0.3123031559655441,0.07239425777562597,0.039163935651399896,0.09289252737773919,0.3106677982367224,0.09151367529611558,0.04282226341873808,0.2026388511529567,0.14790669109070226
weber-e-bissel-lieb,drama,0.3862149969242708,0.28304584856073484,0.33073915451499447,0.04971467656118711,0.03853910132201837,0.05275183858156962,0.2547750529865042,0.06031388163749914,0.04266611253859249,0.3203470366796887,0.1808922996929403
weber-wihnachtsstimme,tale,0.3604862305731644,0.29673320821086696,0.3427805612159686,0.09586865193950292,0.07760774071547186,0.11490230631639545,0.19304037964387707,0.10551527228195069,0.06964856521792796,0.20620401244933156,0.13721307143554254
weber-yo-yo,comedy,0.36772995982080564,0.3146124168764898,0.31765762330270464,0.05041170431723331,0.06530437235476146,0.09032179945483013,0.3170682961708245,0.08082088550034293,0.07520828246840693,0.17588821473146654,0.1449764450021341
weigel-in-dr-awril-gschickt,comedy,0.3663734538734095,0.3094651594641013,0.32416138666248917,0.09414146269286688,0.042216825224258826,0.10389159013811106,0.30536106309115885,0.05413887158665927,0.04581469174415522,0.20534986968379063,0.1490856258389993
z-nacht-am-zehne,comedy,0.37006098216544686,0.3044546445763679,0.32548437325818513,0.09993427571957449,0.051307685268477794,0.17378775553957984,0.14082689123810668,0.0909467248191786,0.06806359729613132,0.09405248586901263,0.2810805842499385
zwei-erfindunge,comedy,0.3591993368533158,0.29110896867790237,0.34969169446878173,0.1224619850514206,0.1327101461051006,0.20267544639812726,0.15941305771661066,0.04701983370460264,0.05241885729818694,0.1719337951107133,0.11136687861523789
