shortName,drama_type,polarity,valence,arousal,dominance,anger,disgust,fear,joy,sadness,surprise,trust,anticipation
im-gretele-sine-kunstler,comedy,-18,0.7257129449878111,0.5457602034719644,0.7836846090842059,0.20797325646496934,0.3246100821337682,0.3195998460943275,0.07336240898855646,0.004386920538304877,0.007964795853497015,0.040886812888203686,0.021215877038373097
im-julie-si-gheimniss,comedy,-26,0.2819183679024394,0.24459542900920445,0.30512938724344474,0.2756529763878256,0.19324648410388764,0.3552874113849125,0.05230371871471602,0.0071067972838135055,0.0084489267077504,0.07270601654723428,0.03524766886985998
in-dr-falle,comedy,-4,0.7086534753840248,0.5605640265892321,0.7313647965521689,0.19487893824791763,0.23218282433582182,0.297814491716286,0.02718430042566282,0.004371009130842169,0.003417677062567477,0.18645681942752088,0.053693939653381345
jost-d-satisfaction,comedy,-28,0.10087006115321676,0.09619527030433546,0.10417455760375248,0.11930859249553177,0.03361849089292466,0.14916060406237688,0.32825200430929485,0.06337039502833462,0.03688096877245605,0.1462786237300099,0.12313032070907137
jost-daa-im-narrehuss,comedy,-11,0.2060144287113707,0.22959160944119814,0.22651761315357544,0.20836094173428538,0.1842681328144471,0.1954915751257314,0.0857032538989396,0.11029788775669615,0.019005953350479565,0.17518644586215085,0.021685809457269997
jost-dr-erscht-handel,comedy,-29,0.1023894695516883,0.0736615247536311,0.0935558541327314,0.06251246530969064,0.0657260849261124,0.06738749480948897,0.4445102888918617,0.06279257721005779,0.036194177629633936,0.15156613689240772,0.1093107743307467
jost-e-dienschtbott-wurd-gsuecht,comedy,-15,0.09954885602712368,0.07451226005867403,0.09288509511571305,0.06877788263154508,0.052902812052585055,0.07154568721987876,0.3979983907452787,0.06099797541295137,0.04172958567372577,0.20471425267550647,0.10133341358852874
jost-so-e-liederlicher-frack,comedy,-20,0.12016017137276969,0.09487792142820321,0.11049189424278846,0.053187633821987046,0.043881123081178953,0.06307723238445981,0.40534269603337897,0.061202793816559076,0.1356260174711912,0.17328444813110389,0.06439805526014107
kettner-uff-dr-hochzittsreis,comedy,-30,0.09656867880356755,0.07458922556831907,0.08328585734538178,0.07235856558642749,0.03854280505164633,0.05208617706502849,0.3730522195226036,0.05173591655677784,0.05058126948334614,0.1990241760818337,0.16261887065233652
kleisecker-dr-schnider-von-gambse,comedy,-22,0.08957506266849329,0.07436165223738798,0.08096447674700058,0.044228546647024525,0.041604124100464615,0.09184894999734344,0.27498768196653445,0.06182259690973964,0.06671776480464783,0.2495790110421056,0.16921132453213983
kuehne-bureaukrate,comedy,-42,0.2835004878026511,0.24535689769408175,0.27444507337666746,0.13585072824325364,0.015258960627951929,0.05904912088222553,0.2875278000052882,0.006488181330349097,0.0097024190098133,0.3081004696035775,0.17802232029754073
lasch-dr-babbler,comedy,-23,0.07739112000861036,0.057909405400444224,0.07204779151341145,0.07707326931289024,0.0880964904821174,0.10358679389566956,0.22088781956534684,0.0739805354739635,0.07780387442752967,0.18744732441561424,0.1711238924268685
milhuser-bilder,comedy,-14,0.3273899250745262,0.26385575194238153,0.34087905090088977,0.18557177132619398,0.17112836604147025,0.25466279721644497,0.17936200907991567,0.018935204197104604,0.00814147509142348,0.09711179132455974,0.08508658572288727
ne-hiroth-dur-d-extrapost,comedy,3,0.33012273600361963,0.31947446242750827,0.3479940063011537,0.2924178970441594,0.08484836215106399,0.31534389188751183,0.1505751845440135,0.01636015812583962,0.024791461180474143,0.05563781159611095,0.06002523347082655
ne-jumpfre-wo-nitt-hirothe-will,comedy,0,0.9165974170408563,0.7959092320167497,0.9314639980626079,0.40854872109374957,0.0788844303132108,0.09449983167705313,0.18017408769011917,0.003373829858507235,0.0020449941207893577,0.21270546116378258,0.019768644082788063
ne-scandal,comedy,-8,0.1833316620813699,0.15343962106752013,0.1821125147439571,0.164563318725772,0.036543904390214085,0.1589768752552602,0.15380111167511756,0.05048548115657454,0.041539207007744515,0.20915153283324328,0.18493856895607394
riff-d-schloofere,comedy,-32,1.1918010675402486,0.40779143039125554,0.9339799530781777,0.0076906366148049715,0.0090200907144067,0.009540550237194308,0.9238075339652214,0.009077427728098232,0.0076287311358370375,0.020269909122111067,0.012965120482326327
riff-dr-hasestrickler,comedy,-41,0.09134700548316034,0.08217614479791573,0.07611256184349657,0.07925548209521832,0.052295822563522706,0.10267305319264174,0.464218353311285,0.04869905529656243,0.07021993419503117,0.1007008461040288,0.08193745324170974
riff-s-paradies,comedy,-15,0.12303643256063347,0.09722714877107479,0.09976616134028177,0.044350904516180976,0.05516109477965274,0.034304403664333516,0.4873445595097076,0.028563390951288712,0.1278222728331626,0.15947584825411415,0.06297752549155962
riff-sainte-barbe,comedy,-104,0.3424551010322955,0.287097163459469,0.329808506986992,0.017156722830981522,0.019681882582460307,0.032923096601202156,0.18299847927394516,0.009336644685041072,0.5221022777753838,0.16618827626686458,0.04961261998412145
schneegans-steckelburjer-universite-saaue,comedy,-13,0.15500319678875626,0.12266776185168862,0.1305672355517685,0.05388614674206007,0.09755422247739028,0.07902595705013572,0.4204412411904828,0.04864711967582415,0.020147181398608806,0.1868354946342028,0.09346263683129541
sengelin-d-mamsell-elis,comedy,-92,0.09720171481948583,0.1021065729039254,0.09158839162038673,0.15471891706824223,0.21177281715102497,0.15431961499613497,0.18736475904210714,0.020114074035782758,0.028698852996956434,0.16552826105214666,0.07748270365760469
stoskopf-dr-herr-maire,comedy,-151,0.36333166985855014,0.21635285383932637,0.2689586912580132,0.024628869789760536,0.041912297268786404,0.0738251794023491,0.6544175705644487,0.021756699034392795,0.005760054257596302,0.07431314982604655,0.10338617985661945
stoskopf-dr-hoflieferant,comedy,-102,0.08073391443942636,0.06496982771480357,0.06573911882785786,0.044058928630472005,0.09654667504630873,0.045469610600549756,0.439209620277747,0.03200848160094435,0.05814443228466617,0.18005685187843062,0.10450539968088131
stoskopf-e-diplomat,comedy,-7,0.13158790718180952,0.11389818316166393,0.11109547672142332,0.0783418672770267,0.057505637267554414,0.09500593575404932,0.3565634132188989,0.048754366962657184,0.06773738749968407,0.17143738946138043,0.12465400255874902
stoskopf-e-mordsaffar,comedy,-9,0.2320877256520907,0.18404260602754566,0.1697282376552312,0.03593769724265929,0.02799682516471211,0.04656442253026314,0.5085115451713548,0.07029202813484699,0.03453140995612641,0.16740293913975168,0.10876313266028563
