word,valence,arousal,dominance,anger,disgust,fear,joy,sadness,surprise,trust,anticipation 
vergalte,0.111,0.812,0.595,0.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vrgolte,0.111,0.812,0.595,0.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vergelte,0.111,0.812,0.595,0.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vergalt,0.111,0.812,0.595,0.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zeruckhalte,0.1643202546549213,0.6552344901529527,0.4323316606290354,0.4839999999999999,0.0,0.4529999999999999,0.0,0.0,0.0,0.0,0.0
zurückhalten,0.1643202546549213,0.6552344901529527,0.4323316606290354,0.4839999999999999,0.0,0.4529999999999999,0.0,0.0,0.0,0.0,0.0
gejäscht,0.373384414210468,0.8411699191483524,0.5195014514482053,0.5141981579105133,0.0,0.0,0.0,0.359,0.0,0.0,0.0
Verfolgung,0.229,0.865,0.66,0.703,0.625,0.797,0.0,0.844,0.0,0.0,0.0
Linderung,0.6646614482962182,0.3907659075107113,0.4547332424272238,0.0,0.0,0.0,0.438,0.0,0.0,0.0,0.0
zuverlässig,0.8614210925996117,0.3105068921704596,0.7869045204016408,0.0,0.0,0.0,0.0,0.0,0.0,0.703,0.0
züverlässig,0.8614210925996117,0.3105068921704596,0.7869045204016408,0.0,0.0,0.0,0.0,0.0,0.0,0.703,0.0
züeverlassig,0.8614210925996117,0.3105068921704596,0.7869045204016408,0.0,0.0,0.0,0.0,0.0,0.0,0.703,0.0
unterhaltend,0.8808461738390697,0.4951339514492356,0.4775567784608638,0.0,0.0,0.0,0.4385089985178739,0.0,0.0,0.0,0.547
erleichtert,0.796,0.385,0.4909999999999999,0.0,0.0,0.0,0.422,0.0,0.0,0.0,0.0
widderredd,0.4979094927019624,0.4660923612559695,0.5537683878305053,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entlassa,0.1428038979712536,0.5686149041237565,0.4247548040314526,0.4502558533503594,0.32,0.391,0.0,0.547,0.0,0.2716421828907031,0.0
verzichten,0.2559917991382874,0.5362714864181031,0.4540858562046783,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
verzichte,0.2559917991382874,0.5362714864181031,0.4540858562046783,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
verzicht,0.2559917991382874,0.5362714864181031,0.4540858562046783,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v’rzicht,0.2559917991382874,0.5362714864181031,0.4540858562046783,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Verzichte,0.2559917991382874,0.5362714864181031,0.4540858562046783,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ufgah,0.276229659336859,0.435608813853071,0.4559468979155282,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
versaawe,0.2766263436257066,0.4706120451988194,0.4733328523756728,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renegat,0.14,0.64,0.509,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erüsnemme,0.2995064397182083,0.554984578316268,0.4607204551213044,0.351,0.0,0.328,0.0,0.281,0.0,0.0,0.0
abhewe,0.2995064122851401,0.5549855309595783,0.4607205956154298,0.351,0.0,0.328,0.0,0.281,0.0,0.0,0.0
eweggnemm,0.2995064397182083,0.554984578316268,0.4607204551213044,0.351,0.0,0.328,0.0,0.281,0.0,0.0,0.0
ewecknäme,0.2995064397182083,0.554984578316268,0.4607204551213044,0.351,0.0,0.328,0.0,0.281,0.0,0.0,0.0
ewegnäme,0.2995064397182083,0.554984578316268,0.4607204551213044,0.351,0.0,0.328,0.0,0.281,0.0,0.0,0.0
abzieh,0.3034418270019119,0.7224175128016374,0.4704236769305301,0.351,0.0,0.328,0.0,0.281,0.0,0.0,0.0
lösche,0.3213323278807817,0.4100683063236266,0.4091316814483961,0.351,0.0,0.328,0.0,0.281,0.0,0.0,0.0
löesche,0.3213323278807817,0.4100683063236266,0.4091316814483961,0.351,0.0,0.328,0.0,0.281,0.0,0.0,0.0
Reue,0.103,0.673,0.377,0.0,0.0,0.0,0.0,0.594,0.0,0.0,0.0
nachlässig,0.2636938408656614,0.5137659806699665,0.2787919700518015,0.397,0.281,0.0,0.0,0.266,0.0,0.0,0.0
bereuen,0.323001635548403,0.3939991135239008,0.2460019458150377,0.0,0.0,0.0,0.0,0.391,0.0,0.0,0.0
berej,0.323001635548403,0.3939991135239008,0.2460019458150377,0.0,0.0,0.0,0.0,0.391,0.0,0.0,0.0
bereuj,0.323001635548403,0.3939991135239008,0.2460019458150377,0.0,0.0,0.0,0.0,0.391,0.0,0.0,0.0
Zile,0.4802409288525954,0.2545961536623337,0.4223005108605409,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reihe,0.4814745923985207,0.2826743192921647,0.4715898476360272,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reih,0.4814745923985207,0.2826743192921647,0.4715898476360272,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Räih,0.4814745923985207,0.2826743192921647,0.4715898476360272,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reih’,0.4814745923985207,0.2826743192921647,0.4715898476360272,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reihen,0.4814745923985207,0.2826743192921647,0.4715898476360272,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ruine,0.1762377555650321,0.5590395294632426,0.2123280225883007,0.0,0.0,0.725,0.0,0.656,0.0,0.0,0.0
Radel,0.326,0.69,0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68
radel,0.326,0.69,0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68
Radle,0.326,0.69,0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68
Rädel,0.326,0.69,0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68
Turm,0.38,0.4,0.51,0.203,0.242,0.0,0.0,0.0,0.0,0.0,0.0
Türm,0.38,0.4,0.51,0.203,0.242,0.0,0.0,0.0,0.0,0.0,0.0
Thuerm,0.38,0.4,0.51,0.203,0.242,0.0,0.0,0.0,0.0,0.0,0.0
Dhurm,0.38,0.4,0.51,0.203,0.242,0.0,0.0,0.0,0.0,0.0,0.0
Durm,0.38,0.4,0.51,0.203,0.242,0.0,0.0,0.0,0.0,0.0,0.0
Thurm,0.38,0.4,0.51,0.203,0.242,0.0,0.0,0.0,0.0,0.0,0.0
romantisch,0.936,0.531,0.598,0.0,0.0,0.0,0.75,0.0,0.0,0.5,0.5
Romantik,0.9372096063511204,0.6273233858930983,0.5890376377928038,0.0,0.0,0.031,0.7372284252475223,0.0,0.289,0.484,0.594
ruiniert,0.135,0.564,0.194,0.545,0.531,0.5,0.0,0.697,0.0,0.0,0.0
rüinierter,0.135,0.564,0.194,0.545,0.531,0.5,0.0,0.697,0.0,0.0,0.0
rüiniert,0.135,0.564,0.194,0.545,0.531,0.5,0.0,0.697,0.0,0.0,0.0
Trürigkeit,0.052,0.288,0.164,0.0,0.0,0.0,0.0,0.864,0.0,0.25,0.0
Traurigkeit,0.052,0.288,0.164,0.0,0.0,0.0,0.0,0.864,0.0,0.25,0.0
heilsami,0.8758620200148822,0.3942692286561948,0.6914274070882123,0.0,0.0,0.0,0.465,0.0,0.0,0.523,0.0
heilsamen,0.8758620200148822,0.3942692286561948,0.6914274070882123,0.0,0.0,0.0,0.465,0.0,0.0,0.523,0.0
häilsami,0.8758620200148822,0.3942692286561948,0.6914274070882123,0.0,0.0,0.0,0.465,0.0,0.0,0.523,0.0
häilsam,0.8758620200148822,0.3942692286561948,0.6914274070882123,0.0,0.0,0.0,0.465,0.0,0.0,0.523,0.0
Empfangszimmer,0.5766446351161723,0.2856912921563124,0.4225646449368642,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salon,0.5735978005051678,0.2886715146968202,0.4172728922682609,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salon,0.5735978005051678,0.2886715146968202,0.4172728922682609,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wohnzimmer,0.5766446351161723,0.2856912921563124,0.4225646449368642,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Üswäj,0.6569179786305194,0.4529429228781017,0.4844034837038587,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0
Uswäj,0.6569179786305194,0.4529429228781017,0.4844034837038587,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0
Ueswag,0.6569179786305194,0.4529429228781017,0.4844034837038587,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0
üsgange,0.6569176878592675,0.4529427489606978,0.4844033937383584,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0
Uessgäng,0.6569176878592675,0.4529427489606978,0.4844033937383584,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0
Uesgang,0.6569176878592675,0.4529427489606978,0.4844033937383584,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0
Ausgang,0.6569176878592675,0.4529427489606978,0.4844033937383584,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0
üssgange,0.6569176878592675,0.4529427489606978,0.4844033937383584,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0
Spaziergang,0.7414241658525796,0.4582400873300253,0.485923458638634,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0
üsfalle,0.6311865573306888,0.4223372360171686,0.4681612090132772,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0
üssfalle,0.6311865573306888,0.4223372360171686,0.4681612090132772,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0
üßfalle,0.6311865573306888,0.4223372360171686,0.4681612090132772,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0
Uessfahrt,0.6569179786305195,0.4529429228781018,0.4844034837038588,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0
Üessfahrt,0.6569179786305195,0.4529429228781018,0.4844034837038588,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0
Gehalt,0.786,0.48,0.652,0.0,0.0,0.0,0.234,0.0,0.0,0.414,0.516
Käib,0.3069359972010243,0.7115566483595157,0.5467918288438781,0.682,0.4009257649423394,0.6222817672944101,0.0,0.0,0.0,0.117,0.0
Kaib,0.3069359972010243,0.7115566483595157,0.5467918288438781,0.682,0.4009257649423394,0.6222817672944101,0.0,0.0,0.0,0.117,0.0
Kaibe,0.3069359972010243,0.7115566483595157,0.5467918288438781,0.682,0.4009257649423394,0.6222817672944101,0.0,0.0,0.0,0.117,0.0
Wackes,0.4724942294711062,0.72371559690781,0.5161141596585782,0.606,0.594,0.672,0.0,0.0,0.0,0.0,0.0
Gewehr,0.2583887398112452,0.8973427872067398,0.7300986156796251,0.4647188902524615,0.0,0.5752690769590948,0.0,0.0,0.0,0.0,0.0
Gewehre,0.2583887398112452,0.8973427872067398,0.7300986156796251,0.4647188902524615,0.0,0.5752690769590948,0.0,0.0,0.0,0.0,0.0
Pistol,0.1813157914475417,0.9085895595493576,0.724795086875854,0.5130029678188714,0.0,0.6441412891223497,0.0,0.0,0.0,0.0,0.0
Pischtol,0.1813157914475417,0.9085895595493576,0.724795086875854,0.5130029678188714,0.0,0.6441412891223497,0.0,0.0,0.0,0.0,0.0
Pistole,0.1813157914475417,0.9085895595493576,0.724795086875854,0.5130029678188714,0.0,0.6441412891223497,0.0,0.0,0.0,0.0,0.0
Pischtole,0.1813157914475417,0.9085895595493576,0.724795086875854,0.5130029678188714,0.0,0.6441412891223497,0.0,0.0,0.0,0.0,0.0
Flinten,0.2555825286720349,0.9030436949881224,0.7228348844692725,0.4501776944887621,0.0,0.5545275743722952,0.0,0.0,0.0,0.0,0.0
Flint,0.2555825286720349,0.9030436949881224,0.7228348844692725,0.4501776944887621,0.0,0.5545275743722952,0.0,0.0,0.0,0.0,0.0
Flinte,0.2555825286720349,0.9030436949881224,0.7228348844692725,0.4501776944887621,0.0,0.5545275743722952,0.0,0.0,0.0,0.0,0.0
Rätsle,0.521,0.583,0.543,0.0,0.0,0.0,0.0,0.0,0.422,0.0,0.0
Ratsel,0.521,0.583,0.543,0.0,0.0,0.0,0.0,0.0,0.422,0.0,0.0
Rätsel,0.521,0.583,0.543,0.0,0.0,0.0,0.0,0.0,0.422,0.0,0.0
Bande,0.5117547385590506,0.3904028754427047,0.4598365345281992,0.047,0.0,0.0,0.212,0.0,0.0,0.0,0.328
Band,0.5117547385590506,0.3904028754427047,0.4598365345281992,0.047,0.0,0.0,0.212,0.0,0.0,0.0,0.328
Bänd,0.5117547385590506,0.3904028754427047,0.4598365345281992,0.047,0.0,0.0,0.212,0.0,0.0,0.0,0.328
Bänder,0.5117547385590506,0.3904028754427047,0.4598365345281992,0.047,0.0,0.0,0.212,0.0,0.0,0.0,0.328
Bandele,0.5716034368041951,0.3581981112713641,0.413483457426817,0.047,0.0,0.0,0.212,0.0,0.0,0.0,0.328
Bändel,0.5716034368041951,0.3581981112713641,0.413483457426817,0.047,0.0,0.0,0.212,0.0,0.0,0.0,0.328
Bandel,0.5716034368041951,0.3581981112713641,0.413483457426817,0.047,0.0,0.0,0.212,0.0,0.0,0.0,0.328
Bändele,0.5716034368041951,0.3581981112713641,0.413483457426817,0.047,0.0,0.0,0.212,0.0,0.0,0.0,0.328
Bendel,0.5716034368041951,0.3581981112713641,0.413483457426817,0.047,0.0,0.0,0.212,0.0,0.0,0.0,0.328
Gerechtigkeit,0.76,0.538,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.711,0.0
Rumatisse,0.219,0.472,0.418,0.156,0.0,0.438,0.0,0.562,0.0,0.0,0.0
Rhümatisse,0.219,0.472,0.418,0.156,0.0,0.438,0.0,0.562,0.0,0.0,0.0
Rhumedisse,0.219,0.472,0.418,0.156,0.0,0.438,0.0,0.562,0.0,0.0,0.0
Rhumatisse,0.219,0.472,0.418,0.156,0.0,0.438,0.0,0.562,0.0,0.0,0.0
Revolt,0.3271551716498777,0.87973378060974,0.6452374482894152,0.734,0.0,0.0,0.0,0.0,0.656,0.0,0.0
verehre,0.7977073370189003,0.5051181750928496,0.6304774953262127,0.0,0.0,0.0,0.6274868807921128,0.0,0.0,0.5823302048446999,0.4472298416926876
Verehrer,0.7977073370189003,0.5051181750928496,0.6304774953262127,0.0,0.0,0.0,0.6274868807921128,0.0,0.0,0.5823302048446999,0.4472298416926876
verehra,0.7977073370189003,0.5051181750928496,0.6304774953262127,0.0,0.0,0.0,0.6274868807921128,0.0,0.0,0.5823302048446999,0.4472298416926876
Revolver,0.194,0.7960000000000002,0.7499999999999999,0.578,0.0,0.672,0.0,0.453,0.0,0.0,0.0
Strenge,0.4288517027221735,0.7560134873935141,0.8062841531041995,0.0,0.398,0.453,0.0,0.0,0.0,0.0,0.0
strang,0.354400490693524,0.6039182829773401,0.6085408687368111,0.6438403757413363,0.4321826354787002,0.5478870288167909,0.242,0.6784212420208684,0.6484755140255452,0.398,0.4735003351018723
stranger,0.4288517027221735,0.7560134873935141,0.8062841531041995,0.0,0.398,0.453,0.0,0.0,0.0,0.0,0.0
strenge,0.4288517027221735,0.7560134873935141,0.8062841531041995,0.0,0.398,0.453,0.0,0.0,0.0,0.0,0.0
streng,0.4288517027221735,0.7560134873935141,0.8062841531041995,0.0,0.398,0.453,0.0,0.0,0.0,0.0,0.0
Streng,0.4288517027221735,0.7560134873935141,0.8062841531041995,0.0,0.398,0.453,0.0,0.0,0.0,0.0,0.0
strengi,0.4288517027221735,0.7560134873935141,0.8062841531041995,0.0,0.398,0.453,0.0,0.0,0.0,0.0,0.0
strengen,0.4288517027221735,0.7560134873935141,0.8062841531041995,0.0,0.398,0.453,0.0,0.0,0.0,0.0,0.0
Klingel,0.573,0.604,0.3469999999999999,0.2419999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spetzbue,0.345855038921386,0.6895803687837415,0.530023676551373,0.6820000000000002,0.4009281904210632,0.622281765024541,0.0,0.0,0.0,0.117,0.0
Spetzbüe,0.345855038921386,0.6895803687837415,0.530023676551373,0.6820000000000002,0.4009281904210632,0.622281765024541,0.0,0.0,0.0,0.117,0.0
Satan,0.2983079007169907,0.6704620347619887,0.4848218097218641,0.234,0.258,0.25,0.0,0.0,0.0,0.0,0.0
briahla,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brüell,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brüelle,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
briell,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bruel,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brüele,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brehle,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bruehle,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brüele,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brüell,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
briele,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brüel,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
briehle,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brühle,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brüllen,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brial,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brüehle,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brüll,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bruele,0.3651757713530281,0.7863103986723581,0.5702131717847935,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ärwet,0.562,0.538,0.509,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arweite,0.562,0.538,0.509,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aerwet,0.562,0.538,0.509,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arwet,0.562,0.538,0.509,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arweit,0.562,0.538,0.509,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gfahr,0.24,0.816,0.438,0.0,0.0,0.562,0.0,0.0,0.0,0.0,0.578
Gfohr,0.24,0.816,0.438,0.0,0.0,0.562,0.0,0.0,0.0,0.0,0.578
G’fahr,0.24,0.816,0.438,0.0,0.0,0.562,0.0,0.0,0.0,0.0,0.578
Risiko,0.24,0.816,0.438,0.0,0.0,0.562,0.0,0.0,0.0,0.0,0.578
steigender,0.7499999999999999,0.602,0.696,0.0,0.0,0.0,0.3749999999999999,0.0,0.0,0.0,0.6480000000000001
zeitig,0.7460435111797499,0.4010937409077896,0.7314526728840081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625
zitig,0.7460435111797499,0.4010937409077896,0.7314526728840081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625
zyttig,0.7460435111797499,0.4010937409077896,0.7314526728840081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625
reif,0.7299913782323302,0.386872571147556,0.7173383550907544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625
reifen,0.7299913782323302,0.386872571147556,0.7173383550907544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625
Knicks,0.6389833713640644,0.3796351076669779,0.5571704435183413,0.0,0.0,0.0,0.424,0.0,0.0,0.703,0.0
Uffstoße,0.1746593729871522,0.6201129673637357,0.3081922616677965,0.0,0.766,0.0,0.0,0.0,0.0,0.0,0.0
Plattfueß,0.2299052860979428,0.5655679548136325,0.3771421530027633,0.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blattfües,0.2299052860979428,0.5655679548136325,0.3771421530027633,0.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gebumpt,0.615,0.7,0.528,0.0,0.0,0.0,0.567,0.0,0.0,0.0,0.0
g’schöpft,0.615,0.7,0.528,0.0,0.0,0.0,0.567,0.0,0.0,0.0,0.0
vorsichtig,0.6215762875670248,0.4176120206574113,0.5538022763619432,0.0,0.0,0.281,0.0,0.0,0.0,0.5236778299756516,0.469
Vorsichtig,0.6215762875670248,0.4176120206574113,0.5538022763619432,0.0,0.0,0.281,0.0,0.0,0.0,0.5236778299756516,0.469
Vorsicht,0.6215762875670248,0.4176120206574113,0.5538022763619432,0.0,0.0,0.281,0.0,0.0,0.0,0.5236778299756516,0.469
prowoziere,0.338,0.92,0.7169999999999999,0.578,0.328,0.0,0.0,0.0,0.0,0.0,0.0
Provokation,0.21,0.893,0.7049999999999998,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
versorgen,0.8153179542928269,0.5213617003979764,0.6920717306788117,0.0,0.0,0.0,0.3,0.0,0.0,0.5513437329817502,0.469
liffer,0.8219761346937898,0.5320412587979713,0.7835965460326269,0.0,0.0,0.0,0.3,0.0,0.0,0.5513437309800889,0.469
liefer,0.8219761346937898,0.5320412587979713,0.7835965460326269,0.0,0.0,0.0,0.3,0.0,0.0,0.5513437309800889,0.469
liffere,0.8219761346937898,0.5320412587979713,0.7835965460326269,0.0,0.0,0.0,0.3,0.0,0.0,0.5513437309800889,0.469
lieffere,0.8219761346937898,0.5320412587979713,0.7835965460326269,0.0,0.0,0.0,0.3,0.0,0.0,0.5513437309800889,0.469
liefere,0.8219761346937898,0.5320412587979713,0.7835965460326269,0.0,0.0,0.0,0.3,0.0,0.0,0.5513437309800889,0.469
bittrer,0.279338212049761,0.6721344945664436,0.4683272371147627,0.0,0.7190000000000001,0.0,0.0,0.0,0.0,0.0,0.0
bittere,0.279338212049761,0.6721344945664436,0.4683272371147627,0.0,0.7190000000000001,0.0,0.0,0.0,0.0,0.0,0.0
bitter,0.279338212049761,0.6721344945664436,0.4683272371147627,0.0,0.7190000000000001,0.0,0.0,0.0,0.0,0.0,0.0
bitteri,0.279338212049761,0.6721344945664436,0.4683272371147627,0.0,0.7190000000000001,0.0,0.0,0.0,0.0,0.0,0.0
saubern,0.1529956959801703,0.5538620059386673,0.3316985783463223,0.0,0.0,0.562,0.0,0.0,0.0,0.0,0.0
ungmietlig,0.25,0.587,0.2249999999999999,0.0,0.633,0.0,0.0,0.0,0.0,0.0,0.0
ungemietlich,0.25,0.587,0.2249999999999999,0.0,0.633,0.0,0.0,0.0,0.0,0.0,0.0
ungemietli,0.25,0.587,0.2249999999999999,0.0,0.633,0.0,0.0,0.0,0.0,0.0,0.0
Qualität,0.836186245244265,0.4510001980974539,0.7554558568730836,0.0,0.0,0.0,0.0,0.0,0.0,0.617,0.0
Qualitäten,0.836186245244265,0.4510001980974539,0.7554558568730836,0.0,0.0,0.0,0.0,0.0,0.0,0.617,0.0
Erdbewe,0.0864220178592004,0.8915477326195879,0.7612139864787009,0.391,0.0,0.812,0.0,0.734,0.812,0.0,0.0
Schwindlere,0.2633526041590358,0.685822755621545,0.5018749802389645,0.0,0.4610000000000001,0.0,0.0,0.0,0.0,0.0,0.0
Schwindler,0.2633526041590358,0.685822755621545,0.5018749802389645,0.0,0.4610000000000001,0.0,0.0,0.0,0.0,0.0,0.0
Fegefeuer,0.255,0.7050000000000001,0.413,0.0,0.547,0.656,0.0,0.0,0.0,0.0,0.0
Quacksalwerej,0.6035487301132683,0.4734177915154775,0.6440126850027886,0.0,0.4610000000000001,0.0,0.0,0.0,0.0,0.0,0.0
Schnurr,0.604,0.46,0.302,0.0,0.0,0.0,0.5,0.0,0.0,0.344,0.0
schnurre,0.604,0.46,0.302,0.0,0.0,0.0,0.5,0.0,0.0,0.344,0.0
Beweise,0.642265947769926,0.4845142314567634,0.671729849778056,0.0,0.0,0.0,0.0,0.0,0.0,0.742,0.0
Bewyes,0.642265947769926,0.4845142314567634,0.671729849778056,0.0,0.0,0.0,0.0,0.0,0.0,0.742,0.0
beweisen,0.642265947769926,0.4845142314567634,0.671729849778056,0.0,0.0,0.0,0.0,0.0,0.0,0.742,0.0
bewiese,0.642265947769926,0.4845142314567634,0.671729849778056,0.0,0.0,0.0,0.0,0.0,0.0,0.742,0.0
bewyese,0.642265947769926,0.4845142314567634,0.671729849778056,0.0,0.0,0.0,0.0,0.0,0.0,0.742,0.0
Bewiesa,0.642265947769926,0.4845142314567634,0.671729849778056,0.0,0.0,0.0,0.0,0.0,0.0,0.742,0.0
bewiesa,0.642265947769926,0.4845142314567634,0.671729849778056,0.0,0.0,0.0,0.0,0.0,0.0,0.742,0.0
Bewies,0.642265947769926,0.4845142314567634,0.671729849778056,0.0,0.0,0.0,0.0,0.0,0.0,0.742,0.0
Eventuell,0.6692345648000365,0.500370277289582,0.548558846626059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5664144334391713
eventuelle,0.6692345648000365,0.500370277289582,0.548558846626059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5664144334391713
eventuell,0.6692345648000365,0.500370277289582,0.548558846626059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5664144334391713
eventuelli,0.6692345648000365,0.500370277289582,0.548558846626059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5664144334391713
Prophet,0.673,0.462,0.774,0.0,0.0,0.0,0.0,0.0,0.0,0.555,0.523
Propheten,0.673,0.462,0.774,0.0,0.0,0.0,0.0,0.0,0.0,0.555,0.523
Beweis,0.4937416825265294,0.5085134766000174,0.661133333192092,0.0,0.0,0.0,0.0,0.0,0.0,0.703,0.0
Bewys,0.4937416825265294,0.5085134766000174,0.661133333192092,0.0,0.0,0.0,0.0,0.0,0.0,0.703,0.0
Bewiß,0.4937416825265294,0.5085134766000174,0.661133333192092,0.0,0.0,0.0,0.0,0.0,0.0,0.703,0.0
Bewis,0.4937416825265294,0.5085134766000174,0.661133333192092,0.0,0.0,0.0,0.0,0.0,0.0,0.703,0.0
gschosse,0.3397810425799375,0.8078628160221395,0.6589283690120296,0.0,0.0,0.654,0.0,0.0,0.0,0.0,0.0
gschossa,0.3397810425799375,0.8078628160221395,0.6589283690120296,0.0,0.0,0.654,0.0,0.0,0.0,0.0,0.0
g’schosse,0.3397810425799375,0.8078628160221395,0.6589283690120296,0.0,0.0,0.654,0.0,0.0,0.0,0.0,0.0
Furtschritt,0.88,0.642,0.877,0.0,0.0,0.0,0.397,0.0,0.0,0.0,0.703
Fortschritt,0.88,0.642,0.877,0.0,0.0,0.0,0.397,0.0,0.0,0.0,0.703
Meinung,0.6587610783670992,0.3370812970690128,0.5648516272739867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5306634045384077
Manung,0.6587610783670992,0.3370812970690128,0.5648516272739867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5306634045384077
