drama_type,speaker,sex,job,social_class,text,numTokens,numLexTokens,avgLexVal,lexRatio
unknown,Herr GIGELE,M,,,"Herr Gigele.
Sie will mich hintergeh... das isch e Lug... wo isch se
                        denn, die Andere?
",16,2,0.35192962146651596,0.125
unknown,Jumpfer FINGERHÜET,F,stylist,,"Jumpfer Fingerhüet.
Do im Hüs isch se!
",7,2,0.6425248459277786,0.2857142857142857
unknown,Herr GIGELE,M,,,"Herr Gigele.
Isch's möglig!

            
",5,1,0.578708951845571,0.2
unknown,group,sex_unknown,job_unknown,social_class_unknown,"Mitnander.

            
",1,1,0.8004800063959762,1.0
unknown,Jumpfer FINGERHÜET,F,stylist,,"Jumpfer Fingerhüet.
Ich will se gli schicke, d'rechte... kämme Se, Herr
                        Ungeduld
",13,4,0.5241038290623377,0.3076923076923077
unknown,Herr GIGELE,M,,,"Herr Gigele
(allei)
Ich weiss wahrhaft nimmig, was ich denke soll... 's
                        nimmt mich Wunder, wie sich dr Alexis do drüs ziege
                        wird... aha... do isch er.
",29,4,0.6283386876500514,0.13793103448275862
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling
(kunnt ine rechts)
Ich ha Dr e pràchtig Zimmer arretiert, Oncle... De
                        wirsch sàh!... tiens... De bisch allei... wo isch mi
                        Fraü?
",26,2,0.43211231631817276,0.07692307692307693
unknown,Herr GIGELE,M,,,"Herr Gigele.
Di Fraü, Alexis!... zeig, kumm do ane... lüeg mi emol a,
                        wenn de traüsch!
",16,2,0.5432362870455969,0.125
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling.
Worum, was isch g'schàh?...
",6,1,0.578708951845571,0.16666666666666666
unknown,Herr GIGELE,M,,,"Herr Gigele.
Ich weiss alles... alles!
",6,1,0.578708951845571,0.16666666666666666
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling.
Was... me hat Dr g'sàit...
",7,1,0.578708951845571,0.14285714285714285
unknown,Herr GIGELE,M,,,"Herr Gigele.
Also isch's denn wohr?
",7,2,0.7011320387766956,0.2857142857142857
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling
(fir sich)
Ich bi doch g'wiss ganz bleich!
",12,4,0.47899985346372365,0.3333333333333333
unknown,Herr GIGELE,M,,,"Herr Gigele.
Ich ha sogar e Moment glaübt, ass De gar nitt g'hirothe
                        bisch!
",14,1,0.578708951845571,0.07142857142857142
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling
(fir sich)
Gottlob... ich ha scho g'meint, er weisst alles!...
",14,2,0.5002597037294592,0.14285714285714285
unknown,Herr GIGELE,M,,,"Herr Gigele.
Un wenn das g'si wàr... wenn Dü mich eso hintergange
                        hättsch so hätt ich Dir's no mim Tod nitt emol
                        verzeiht...
",24,2,0.3077699559199452,0.08333333333333333
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling
(fir sich)
Ich merk's scho... er hätt mi enterbt...
",14,2,0.5002597037294592,0.14285714285714285
unknown,Herr GIGELE,M,,,"Herr Gigele.
Worum, zeig, hasch mt nitt gli Di rechte Fraü
                        vorg'stellt?
",12,2,0.6093983012667257,0.16666666666666666
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling.
Mi rechte Fraü?... ich... ich weiss nitt, eb ich Dir das
                        avertraüe ka...
",15,2,0.6093983012667257,0.13333333333333333
unknown,Herr GIGELE,M,,,"Herr Gigele.
De hasch jo nit z'riskiere mit mir!
",10,2,0.6278544759227855,0.2
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling
(fir sich)
Jetz himpelt's...
",9,2,0.5002597037294592,0.2222222222222222
unknown,Herr GIGELE,M,,,"Herr Gigele.
Dü machsch mich wunderfitzig... g'wiss... Dü machsch
                        mich wunderfitzig!
",11,3,0.3910286516362887,0.2727272727272727
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling
(fir sich)
Voyons... was kännt ich ihm jetz offebare...
",13,2,0.5002597037294592,0.15384615384615385
unknown,Herr GIGELE,M,,,"Herr Gigele.
Zeig... kunnt's bol... ich wart...
",8,2,0.5412535825470093,0.25
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling.
Eh bien... so müesch denn wisse, ass mi Fraü heimlig vo
                        d'heim furt isch, un ass se mich g'hirothe hat wider dr
                        Wille vo-n-ihrem Vater, un ass dà g'schwore hat, ass er
                        se-n-umbringt, wenn se-n-em in d'Hànd g'rothet!...
",48,4,0.6512079121403964,0.08333333333333333
unknown,Herr GIGELE,M,,,"Herr Gigele.
Das isch jo ne ganzer Roman.
",8,1,0.578708951845571,0.125
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling.
Drum lebt o mi Fraü ganz z'ruckzoge, siter ass mr
                        g'hirothe sin... si wicht in alle Lit üs.
",21,2,0.6895944791207737,0.09523809523809523
unknown,Herr GIGELE,M,,,"Herr Gigele.
Awer vor mir... vor em Oncle hat se jo nit z'riskiere...
                        ich halt ewe dra fir se z'sàh... das kasch wohl denke.
",26,5,0.5723691668390307,0.19230769230769232
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling.
Haltsch Dü durchüs dra?
",6,1,0.578708951845571,0.16666666666666666
unknown,Herr GIGELE,M,,,"Herr Gigele.
Natirlig!
",3,1,0.578708951845571,0.3333333333333333
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling.
Wenn se-n-awer nitt wott ku?
",9,2,0.5432362870455969,0.2222222222222222
unknown,Herr GIGELE,M,,,"Herr Gigele.
Eh bien... so geh mr züe-n-ihre.
",10,2,0.7013107129923911,0.2
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling.
's isch unnöthig... 's schickt si eher, ass sie züe Dir
                        kunnt... ich will se geh hole.
",19,1,0.578708951845571,0.05263157894736842
unknown,Herr GIGELE,M,,,"Herr Gigele.
Awer dummel Di!
",5,1,0.578708951845571,0.2
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling
(fir sich)
Ich müess jetz halt doch d'Fraü Strumpf drum aspreche...
                        se wird mr jo wohl dà Dienst leiste...
",24,4,0.5462114585487885,0.16666666666666666
unknown,Herr GIGELE,M,,,"Herr Gigele.
Zeig... was b'sinnsch Di jetz noch lang!
",9,2,0.5533585171557529,0.2222222222222222
unknown,Herr GIGELE,M,,,"Herr Gigele.

              
",2,1,0.578708951845571,0.5
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling.
Im AügesbIick wird se do si!
",8,1,0.578708951845571,0.125
unknown,Herr GIGELE,M,,,"Herr Gigele.
Ich will siter e wenig ufs Kanepé geh sitze... ich bi
                        mied vo dr Reis, denn ich ha d'ganze Nacht kei Aüg züe
                        g'ha
",27,4,0.6114364499420366,0.14814814814814814
unknown,Herr FINGERHÜET,M,,,"Herr Fingerhüet.
Schlangegasse Nümero 8 im Dritte... das isch do... du
                        reste, dr Name steht uf der Thüre: Jumpfer Fingerhüet,
                        Modiste... wie frei ich mich, fir mi Nièce
                        z'iwerrasche... se-n-erwartet mich g'wiss nitt...
",36,6,0.6146004231113305,0.16666666666666666
unknown,Fraü STRUMPF,F,,,"Fraü Strumpf
(kunnt hinte-n-ine)
Aha... sin Se jetz endlig aku, Herr Oncle!... 's freit
                        mi, Ihre Bekanntschaft z'mache... grad hat me mir
                        g'sàit, ass Sie do sin un do bin i halt gli ku
                        z'laüfe...
",41,5,0.6043762608445744,0.12195121951219512
unknown,Herr FINGERHÜET,M,,,"Herr Fingerhüet
(fir sich)
Wer mag jetz das si?... d'Magd viellicht?...
",14,3,0.4915285027056195,0.21428571428571427
unknown,Fraü STRUMPF,F,,,"Fraü Strumpf.
Eh, merke Sie's denn nitt?.. ich bi d'Fraü!
",12,1,0.8239124741392112,0.08333333333333333
unknown,Herr FINGERHÜET,M,,,"Herr Fingerhüet.
D'Stundefraü?...
",4,1,0.578708951845571,0.25
unknown,Fraü STRUMPF,F,,,"Fraü Strumpf.
Comment, d'Stundefraü!... d'Fraü üs em Hüs, wenn's Ene
                        b'liebt!
",14,1,0.6701485966188446,0.07142857142857142
unknown,Herr FINGERHÜET,M,,,"Herr Fingerhüet.
Ah... d'Hüsfraü also?
",6,1,0.578708951845571,0.16666666666666666
unknown,Fraü STRUMPF,F,,,"Fraü Strumpf.
D'Fraü vom Herr Liftling... we me-n-Ihne denn müess dr
                        Tupfe ufs i mache!
",18,1,0.578708951845571,0.05555555555555555
unknown,Herr FINGERHÜET,M,,,"Herr Fingerhüet.
Im Herr Liftling si Fraü?...
",7,2,0.578708951845571,0.2857142857142857
unknown,Fraü STRUMPF,F,,,"Fraü Strumpf.
Natirlig!
Was isch eigentlig jetz das fir Eine?
",10,1,0.4218104556133473,0.1
unknown,Fraü STRUMPF,F,,,"Fraü Strumpf
(unterbricht ne)
Er wird gli ku... warte Se nur e wenig...
",15,3,0.43177094477291567,0.2
unknown,Herr FINGERHÜET,M,,,"Herr Fingerhüet.
Mi Neveu?...
",4,1,0.578708951845571,0.25
unknown,Fraü STRUMPF,F,,,"Fraü Strumpf.
Sie kännte mir viellicht 's Geld avanciere, liewer
                        Oncle... ass ich emol dà Zins kännt zahle...
",18,4,0.6741434292198605,0.2222222222222222
unknown,Herr FINGERHÜET,M,,,"Herr Fingerhüet.
(fir sich.
Jetz kunnt's awer glaüb doch e wenig z'knollig!

            
",15,3,0.6099734281389851,0.2
unknown,Herr FINGERHÜET,M,,,"Herr Fingerhüet.

              
",2,1,0.578708951845571,0.5
unknown,Herr FINGERHÜET,M,,,"Herr Fingerhüet.
Ah ça... ich ha doch glaüb d'Jumpfer Fingerhüet...
",11,3,0.6743369746801068,0.2727272727272727
unknown,Fraü STRUMPF,F,,,"Fraü Strumpf
(unterbricht ne)
D'Jumpfer Fingerhüet!...
",9,2,0.44932604703069473,0.2222222222222222
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling
(kunnt hint-n-ine. Züer Fraü Strumpf)
Ich süech Se jetz scho alleweg e halb Stund im ganze
                        Hüs!
",23,4,0.6667544130395515,0.17391304347826086
unknown,Fraü STRUMPF,F,,,"Fraü Strumpf
(lislig züem Herr Liftling)
Scht!... d'Jumpfer Fingerhüet hat mich do ane g'schickt,
                        fir Ihre Fraü z'spiele... awer er will nitt recht
                        abisse!
",28,6,0.6183983330687636,0.21428571428571427
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling.
Wer?
",3,1,0.578708951845571,0.3333333333333333
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling
(sieht dr Herr Fingerhüet)
Tiens... was isch jetz das fir Einer?
",15,3,0.5264094531014964,0.2
unknown,Herr FINGERHÜET,M,,,"Herr Fingerhüet
(fir sich)
Was sin jetz eigentlig das fir Lit?
",13,3,0.47410995435742187,0.23076923076923078
unknown,Herr FINGERHÜET,M,,,"Herr Fingerhüet.
Sie hat mich jo nie lo üsrede!
",9,2,0.4282633203191549,0.2222222222222222
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling
(lislig züer Fraü Strumpf)
Allons bon... wieder e frische Complication!... wo wà mr
                        jetz mit dem ane?...
",21,2,0.6091186352603596,0.09523809523809523
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling.
Weiss ich's?... er wird dert in mim Zimmer si...
",12,1,0.578708951845571,0.08333333333333333
unknown,Herr FINGERHÜET,M,,,"Herr Fingerhüet
(ungeduldig)
Kännt ich jetz eigentlig emol wisse...
",11,2,0.4207132851623788,0.18181818181818182
unknown,Jumpfer FINGERHÜET,F,stylist,,"Jumpfer Fingerhüet
(kunnt hinte-n-ine mit em Herr Ungeduld)
Oncle... liewer Oncle!... mr hàn's erfahre-n-in dr
                        Stadt, ass De do bisch, un do si mr gli ku z'laüfe...
                        ich presentier Dr do mi Hochziter, dr Herr Ungeduld...
",44,8,0.5643701475808756,0.18181818181818182
unknown,Herr FINGERHÜET,M,,,"Herr Fingerhüet
(git ene d'Hand)
Ah... endlig!... awer sag mr... was geht denn eigentlig
                        vor do bi Dir?
",21,1,0.578708951845571,0.047619047619047616
unknown,Jumpfer FINGERHÜET,F,stylist,,"Jumpfer Fingerhüet.
Aha... ich merk scho, was wird g'schàh si... ich will
                        Dr's expliciere
",15,1,0.6149010952367124,0.06666666666666667
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling
(fir sich)
Das isch alles recht awer ich weiss bol nimmig, wo mr dr
                        Kopf steht...
",20,3,0.5468690193822662,0.15
unknown,Herr GIGELE,M,,,"Herr Gigele
(kunnt üs dr Nàwesstuwe)
Aha, De bisch z'ruck, Alexis... ich bi misegs ig'schlofe
                        dert uf em Canepé... wo isch se jetz, Di Fraü?
",28,3,0.5332771374403439,0.10714285714285714
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling
(nimmt d'Fraü Strumpf an d'Hand.)
Do, liewer Oncle, isch se-n-endlig züem Vorschin ku.
",21,3,0.6696688706921908,0.14285714285714285
unknown,Fraü STRUMPF,F,,,"Fraü Strumpf
(b'schaüt dr Herr Gigele)
Die Stimm!... das G'sicht!... eh... isch's mögli!... dr
                        Herr Gigele!...
",19,4,0.6430706385731388,0.21052631578947367
unknown,Herr GIGELE,M,,,"Herr Gigele.
Eh tiens... d'Fraü Strumpf... 's Bàwele, mi erste
                        Liewe!...
",12,3,0.7750518213233869,0.25
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling
(fir sich)
Ei, ei, ei... was ha-n-i do ag'stellt!
",15,2,0.5002597037294592,0.13333333333333333
unknown,Fraü STRUMPF,F,,,"Fraü Strumpf.
Oh Herr Gigele... 's hat mich scho vielmol g'raüe, ass
                        ich Se sàllemol nitt g'hirothe ha... ich bi mit em Herr
                        Strumpf nitt glicklig gsi... züem Glick bin i gli druf
                        Wittfraü worde...
",35,4,0.7286104493044907,0.11428571428571428
unknown,Herr GIGELE,M,,,"Herr Gigele.
Un do hat Se derno mi Neveu dert g'hirothe... 's isch
                        schad, mir hätte trotz unsere vierzig Johr noch allewil
                        e schön Pààrle gà!
",26,5,0.52963744539116,0.19230769230769232
unknown,Fraü STRUMPF,F,,,"Fraü Strumpf.
Ich... Ihr' Schlingel vo Neveu g'hirothe!... z'erlàbtig
                        nitt... ich bi noch allewil z'ha!
",17,2,0.4616177990976762,0.11764705882352941
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling
(fir sich)
Do hà mr's! Ich bi doch g'wiss ganz bleich.
",16,4,0.47899985346372365,0.25
unknown,Herr GIGELE,M,,,"Herr Gigele.
Ah so, Alexis!... das isch mr schön Dings!... was hasch
                        Dü jetz do derzüe z'sage?... wottsch mr nitt noch e
                        dritte Fraü vorstelle?
",26,2,0.6705700867292725,0.07692307692307693
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling
(fir sich)
Ma fois... 's isch jetz doch alles verlore!
",14,3,0.3961731358196394,0.21428571428571427
unknown,Fraü STRUMPF,F,,,"Fraü Strumpf
(fir sich)
Müess me ne Toupet ha, fir eso z'liege!
",15,2,0.4218104556133473,0.13333333333333333
unknown,Herr GIGELE,M,,,"Herr Gigele.
Dà güete-n-Alexis!
",6,2,0.7141725631486473,0.3333333333333333
unknown,Jumpfer FINGERHÜET,F,stylist,,"Jumpfer Fingerhüet.
Das isch's Bouquet!
",6,1,0.6149010952367124,0.16666666666666666
unknown,Herr ALEXIS LIFTLING,M,,,"Herr Liftling.
Ich weiss wohl, was ich verlier... awer ich ha mich
                        sacrifiziert fir's allg'meine Wohl!

            
",17,5,0.5951918283219416,0.29411764705882354
unknown,group,sex_unknown,job_unknown,social_class_unknown,"Mitnander.

            
",1,1,0.8004800063959762,1.0
