shortName,drama_type,polarity,valence,arousal,dominance,anger,disgust,fear,joy,sadness,surprise,trust,anticipation
am-letzte-maskebal,comedy,-1,0.7999008435648403,1.1225290139956499,0.94100424441189,0.13029814887569396,0.08483091128193844,0.1547275688488585,0.061773160264551916,0.15678522210317467,0.17119504868453905,0.0756931831971806,0.16469675674406295
arnold-der-pfingstmontag,comedy,-220,0.835899226716853,0.6998308702626359,0.7880954676426795,0.09351377548921472,0.07597560853291775,0.09175968667098425,0.20077107078358108,0.07991244981763561,0.05531111555672631,0.23686341444354678,0.16589287870539343
babette-mach-s-fenster-zue,comedy,-14,0.591458534184586,0.5114047757800383,0.5757657250794769,0.12299030187610409,0.06480787687219726,0.13208510095733575,0.1849866066762051,0.05504292917657248,0.07828210591519665,0.1981756695469989,0.1636294089793899
bastian-dr-hans-im-schnokeloch,comedy,-162,1.1045191493802962,0.9737899123114969,1.0297444879213287,0.08945964573828868,0.07765097167089112,0.10047635845815246,0.20876609558897835,0.1007538987687719,0.0736964769386922,0.1656156409623188,0.18358091187390635
bastian-dr-maischter-hett-gewunne,comedy,-18,1.0355140996532064,0.8974028252972616,1.0345186992116848,0.10183373355864814,0.09471805613621573,0.11826764232069088,0.1810242361982036,0.09537240404751024,0.057135978586493906,0.19253103204636116,0.1591169171058764
bastian-e-sportschochzitt,comedy,-17,1.2139650027120932,1.032813571763752,1.1546440992441926,0.06608919898022526,0.05225826250508858,0.07822307942852948,0.298405486596965,0.07512928015997379,0.055982117965132736,0.19738661212971823,0.17652596223436687
bastian-hofnarr-heidideldum,tale,-146,1.1342108616382502,1.0322863106911513,1.1027748978193401,0.088138556666165,0.09662507593561766,0.10056505771562037,0.23094793498912206,0.0903769665973473,0.07756299359146855,0.174148947459447,0.14163446704521196
bastian-s-gaischtert-im-huss,horreur,-10,1.396093818351766,1.2376962347360645,1.2979798006928391,0.135922582767437,0.05476144744735823,0.1115934927833771,0.31609320156973636,0.0643476720895229,0.09632336608925306,0.13991409226248566,0.0810441449908296
bastian-struwelpeter,tale,-27,1.0269515389024135,0.9875938545665226,1.0632644821505546,0.11763690273327061,0.09767876523433357,0.12252858906398933,0.1744935066190908,0.09708478209953963,0.06947192095437572,0.1856011174150577,0.13550441588034254
bi-de-wilde,comedy,-5,0.723387774653355,0.7529772518461061,0.7580191075590085,0.12328189587683613,0.12020933836958166,0.18123580709559636,0.10966725787059836,0.14951108689516934,0.09533697360372441,0.10065636906382525,0.12010127122466843
clemens-a-latzi-visit,comedy,-39,0.9214947744989422,0.8428641075182627,0.8769562785303657,0.09736116905129494,0.08217541018228693,0.09444466508544437,0.19957368838948913,0.08756422948452024,0.07928888855621975,0.21182678025951526,0.14776516899122935
clemens-charlot,comedy,-36,0.7274568610707808,0.7959033584235867,0.7171505219629024,0.09392525803734661,0.09700295180596913,0.12972595783210072,0.1696397047278191,0.16647768701782314,0.06521245759258117,0.1572632120173845,0.12075277096897565
clemens-chrischtowe,tale,-25,0.8859706483249095,0.6088884410371378,0.7390496011061444,0.050561732973436545,0.0388663657384344,0.06400894118524886,0.26378368342400055,0.07813275251300908,0.05274957989601483,0.2741489834363525,0.17774796083350336
clemens-d-brueder,comedy,-17,0.874492975662092,0.7836497891536653,0.8278691170169934,0.1252709600945747,0.08361693030552093,0.10180474664298712,0.22426422744312713,0.09066052189881281,0.06708377790968025,0.17768176151230866,0.12961707419298835
clemens-dr-amerikaner,comedy,-68,0.9149417142363384,0.806746165540479,0.8518222554084394,0.09297210149729855,0.06263937748014145,0.10749577930963637,0.22560292328431997,0.09124111563149076,0.09091142790061583,0.20091433853883944,0.12822293635765775
clemens-gift,comedy,-37,0.9032270150229703,0.8629150569572415,0.8799939718839987,0.0959929120456229,0.0915376770774897,0.13321458968667224,0.20565335316097338,0.13590576115494385,0.08221315038837756,0.15206421995266856,0.10341833653325175
d-gsellschaftere,comedy,-106,0.7223071103919733,0.6013673540428129,0.6785032338410205,0.09796193321905909,0.12453263930707767,0.11753491871685463,0.15781048784174748,0.06262879315985578,0.05042787474541858,0.25952705558841993,0.1295762974215669
d-huslit-vo-dr-frau-suppedunke,comedy,-15,0.5345083118949325,0.4333667002859323,0.5153550092159721,0.09231586155260738,0.08713519552957591,0.1156111305297866,0.2136160744654323,0.06637057694812779,0.06050263010187943,0.21977174899384924,0.14467678187874128
d-milhuser-in-paris,comedy,-74,0.6250881115387973,0.5163551330329788,0.6179951294437013,0.11125633596122503,0.10017767082846585,0.13679935024367854,0.16526204435991515,0.06407538756920192,0.06788413130865839,0.21091438182368252,0.14363069790517255
d-singstund,comedy,-51,0.7742516537107589,0.674186752260239,0.7813667415381058,0.11307764871509031,0.06907938192154058,0.13812086932895454,0.20535417527140948,0.025212619352924175,0.06048808678790497,0.22868347798467006,0.15998374063750584
d-tante-domino,comedy,1,0.5947689341579386,0.5730355915511579,0.6233026356890983,0.1345909255133064,0.05867736825199694,0.17564035343894144,0.15341643478510475,0.12575322194272984,0.044793012825889836,0.17496721796788228,0.13216146527414854
dr-astronom,comedy,3,0.7192993544123316,0.602652167124402,0.6807443014081577,0.1432918869022524,0.08846643003825869,0.1735989112006873,0.16009286008823348,0.03237242133991124,0.08240706942402028,0.24210672684669698,0.07766369415993975
dr-chineserfranz,comedy,-23,0.6731110241203833,0.5831115316032663,0.6574865825761603,0.12724196136947216,0.0629704291346638,0.15656476259860408,0.19303822006965426,0.05752165944877908,0.05930279610650902,0.18954580262574955,0.15381436864656792
dr-fechtmeister,comedy,-15,0.7383127996451506,0.6541247095135434,0.7090737298117151,0.1543259013353938,0.033672879762030386,0.17254571071012556,0.16920310311855818,0.037048043972463245,0.061059622102776094,0.19383847059428447,0.17830626840436825
dr-hochzitstag,comedy,-83,0.747286556070006,0.6959604733422241,0.7548660138861364,0.14402240391162538,0.09607435024874993,0.15954870352955383,0.18045674819838883,0.09643021181785076,0.05255889947053445,0.14845701597108082,0.12245166685221609
drei-schwarze-liebschafte,comedy,-26,0.713210459492426,0.5438730204364514,0.6539327449694965,0.07300887141062043,0.05696862524591857,0.08248866207891398,0.22570805678738035,0.05954195841481558,0.06947022703410985,0.23803586434881702,0.19477773467942427
fuchs-heimlichi-lieb,drama,-66,0.8724806811730472,0.8259146289946222,0.8533407069644939,0.11168797946256603,0.06526295511757328,0.09952826677536614,0.20107113098628002,0.10235569800081878,0.09250555202344869,0.16995286684910013,0.157635550784847
greber-d-jumpfer-prinzesse,drama,-155,1.1471546206844914,0.9672731369072116,1.0717429311267521,0.08241966810506797,0.06492458352641096,0.08156743543300014,0.2306955326171857,0.08004877341861738,0.050100123742643325,0.23901900669891338,0.1712248764581612
greber-lucie,drama,-78,1.0326387361807956,0.849246197245555,0.9760424013240823,0.07819869145241395,0.08096858051613777,0.08642097094939412,0.2565625538861113,0.09666786003147909,0.04589959691073548,0.2160946501969435,0.1391870960567848
greber-s-teschtament,comedy,-131,1.0044748359230078,0.8461179029884761,0.9494613225659784,0.07924527995360818,0.058494502830486156,0.08691726453214524,0.23377236084476324,0.07946992448041607,0.07011028512685673,0.2229690115540396,0.16902137067768477
greber-sainte-cecile,comedy,-62,1.0779787592950896,0.922441137784354,0.9939582766565699,0.07844064437262058,0.07500222151030028,0.08361703283144767,0.28408820061268775,0.07677467584049485,0.05365215322344108,0.20658983588398552,0.14183523572502224
